country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Cote D'Ivoire,Men,Tertiary,566,34,Single,7,0,Informal/no insurance employee,yes,,No,,No,No,No,No,No,yes,yes,yes,,,,,,No,Internet and social media ,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,yes,,yes,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),0
Cote D'Ivoire,Men,Secondary,188,29,Single,8,1,Not employed,,,,,yes,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Tertiary,564,20,Single,8,1,Not employed,,,,,No,,,No,,No,No,No,,,,,,No,Public service announcement/speaker,,No,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,yes,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Women,Secondary,1198,35,Single,6,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,No,,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,yes,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Secondary,1199,41,Single,5,1,Not employed,,,,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,yes,,,,,No,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,501,33,Single,5,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,No,Radio/Television/Newspaper,,No,,yes,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,No,No,No,No,yes,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,2210,20,Single,10,1,Own Account Worker,No,,No,,yes,,,No,,yes,No,No,,,,,,No,Radio/Television/Newspaper,,yes,,No,,,,,yes,,,No,,,,,,,,,,,,2,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,yes,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),6
Cote D'Ivoire,Men,Primary,2006,31,Single,1,1,Own Account Worker,yes,,No,,No,No,,No,No,No,No,No,,,,,,No,Radio/Television/Newspaper,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,,No,,,,,No,,yes,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,1,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,1298,40,Married,8,1,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,yes,,,,,,No,Public service announcement/speaker,,No,yes,No,,,,,No,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,yes,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),0
Cote D'Ivoire,Women,No Education,342,21,Single,12,1,Not employed,,,,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,No,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,No,,,,,yes,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1201,30,Married,6,1,Not employed,,,,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,2,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,No,No,yes,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),6
Cote D'Ivoire,Women,Primary,1078,28,Single,5,1,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,yes,,,,,,No,"Phone (text, call, Viber, WhatsApp)",,yes,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,yes,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,2282,43,Single,14,1,Own Account Worker,yes,,No,,yes,yes,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,yes,,,,,No,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,yes,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,1942,25,Married,6,1,Informal/no insurance employee,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Radio/Television/Newspaper,,No,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,yes,No,No,No,No,No,,,,,,,,,,,,,WCARO,6-7,25-29,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1059,30,Single,14,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,No,,,,,yes,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,2141,20,Single,6,1,Informal/no insurance employee,yes,,No,,No,No,yes,No,No,No,yes,yes,,,,,,No,Radio/Television/Newspaper,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,6-7,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Tertiary,551,30,Single,6,1,Formal employee,yes,,No,,yes,yes,yes,No,yes,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,yes,yes,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,yes,,yes,No,yes,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,1459,47,Married,11,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,yes,No,No,yes,No,yes,,,,,,,,,,,,,WCARO,8 and more,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,1052,42,Single,12,1,Not employed,,,,,yes,yes,No,No,yes,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,yes,No,No,No,No,No,No,yes,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1343,20,Single,8,1,Not employed,,,,,No,yes,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Tertiary,40,53,Single,4,0,Own Account Worker,,,yes,,No,yes,No,No,No,No,yes,yes,,,,,,yes,Radio/Television/Newspaper,,yes,,yes,,,,,yes,Yes,,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,50-54,45-59,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,1097,54,Single,13,1,Not employed,,,,,No,yes,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,yes,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,50-54,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,2112,40,Single,5,1,Own Account Worker,yes,,No,,yes,No,No,No,No,yes,No,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,yes,,,,,No,Other,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,386,20,Single,6,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Internet and social media ,,No,,No,,,,,yes,No,Yes,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1886,30,Single,7,1,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,yes,,,,,,No,Public service announcement/speaker,,No,,No,,,,,yes,No,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,yes,,,,,No,,No,No,No,No,No,No,No,yes,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Primary,549,40,Single,31,1,Informal/no insurance employee,yes,,No,,yes,No,No,No,No,yes,yes,yes,,,,,,yes,Internet and social media ,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Secondary,548,31,Single,6,1,Not employed,,,,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,yes,,,,,,,,,,,,0,,,,Yes,,,,,,yes,yes,,,,,yes,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Primary,825,46,Single,7,1,Own Account Worker,yes,,No,,yes,No,,No,No,yes,yes,No,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,yes,,No,No,No,No,yes,No,No,yes,,,,,,,,,,,,,WCARO,6-7,45-49,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,171,20,Single,12,1,Not employed,,,,,No,yes,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,No,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Tertiary,489,26,Single,1,0,Formal employee,yes,,No,,yes,No,No,yes,No,yes,yes,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,1,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,2197,30,Single,5,1,Own Account Worker,yes,,No,,yes,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,No,,No,,,,,yes,No,No,yes,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,737,24,Single,1,1,Informal/no insurance employee,yes,,No,,yes,yes,No,No,No,No,yes,yes,,,,,,No,Internet and social media ,,yes,No,No,,,,,yes,,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,,No,,,,,yes,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,1,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Secondary,2224,18,Single,21,0,Informal/no insurance employee,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,0,0,Single without children,0,0,Matched (3),1
Cote D'Ivoire,Men,Primary,1852,32,Single,5,1,Employer,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,No,Internet and social media ,,yes,,yes,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,544,34,Single,7,1,Employer,yes,,No,,,yes,No,,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Secondary,598,29,Single,3,1,Informal/no insurance employee,yes,,No,,No,yes,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,No,No,No,,,,,yes,,,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,2-3,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1777,38,Married,7,1,Own Account Worker,yes,,No,,yes,No,No,No,No,yes,yes,yes,,,,,,No,Internet and social media ,,No,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Cote D'Ivoire,Men,Primary,934,35,Single,7,1,Not employed,,,,,No,,,No,,No,No,No,,,,,,No,"Phone (text, call, Viber, WhatsApp)",,No,No,No,,,,,No,No,No,No,,,,,,,,,,,,0,,,,No,,,,,,No,No,,,,,No,Live in densely populated area and children play,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Primary,180,28,Single,7,1,Own Account Worker,yes,,No,,yes,No,No,yes,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,No,,,,,yes,Live in densely populated area and children play,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,439,32,Married,6,1,Employer,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Internet and social media ,,yes,No,yes,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,yes,,,,,yes,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,1205,50,Single,13,1,Not employed,,,,,No,No,No,No,No,yes,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,50-54,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Tertiary,2244,26,Single,8,1,Informal/no insurance employee,yes,,No,,yes,No,No,No,No,No,No,yes,,,,,,No,Internet and social media ,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,25-29,25-34,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Men,Secondary,539,30,Single,5,1,Own Account Worker,yes,,No,,No,No,,No,No,No,yes,No,,,,,,No,Public service announcement/speaker,,No,No,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,No,,,,,yes,Crime has increased,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Primary,28,68,Separated/Divorced,9,1,Own Account Worker,yes,,No,,yes,yes,yes,yes,No,yes,yes,yes,,,,,,yes,Public service announcement/speaker,,No,No,yes,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,yes,,,,,No,Live in densely populated area and children play,No,No,No,No,yes,No,No,No,,,,,,,,,,,,,WCARO,8 and more,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Tertiary,174,21,Single,4,0,Not employed,,,,,yes,No,No,No,No,No,yes,yes,,,,,,No,Official Government websites or other communication platforms,,yes,No,yes,,,,,No,Yes,,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,2101,44,Single,17,1,Own Account Worker,yes,,No,,,No,No,,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Tertiary,623,26,Single,6,1,Formal employee,No,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,Yes,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,yes,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,25-29,25-34,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,2222,67,Single,9,1,Did not work (not in the labor force),,,,,,No,,,No,No,No,No,,,,,,No,Public service announcement/speaker,,No,,No,,,,,No,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),2
Cote D'Ivoire,Women,No Education,977,24,Widowed,9,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,No,,No,,,,,yes,No,No,No,,,,,,,,,,,,2,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,No,yes,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),6
Cote D'Ivoire,Women,Secondary,2053,29,Single,5,1,Did not work (not in the labor force),,,,,No,No,No,No,No,yes,yes,yes,,,,,,No,Public service announcement/speaker,,No,,yes,,,,,yes,No,,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,yes,,,,,yes,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,2133,25,Single,5,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,Yes,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,No,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,Secondary,891,24,Single,9,1,Own Account Worker,yes,,No,,No,yes,No,No,No,No,yes,yes,,,,,,No,Internet and social media ,,yes,,No,,,,,yes,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,yes,No,No,No,No,,,,,,,,,,,,,WCARO,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Tertiary,2248,24,Single,4,1,Own Account Worker,yes,,No,,yes,yes,No,yes,No,No,yes,yes,,,,,,No,Internet and social media ,,No,,yes,,,,,No,Yes,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,yes,,,,,No,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Women,No Education,98,31,Single,4,1,Formal employee,yes,,No,,yes,yes,No,yes,No,yes,yes,yes,,,,,,No,Internet and social media ,,yes,No,yes,,,,,yes,Yes,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,1549,44,Single,11,1,Own Account Worker,yes,,No,,yes,yes,No,yes,No,yes,No,yes,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,No,No,,,,,No,,No,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,Primary,914,32,Single,8,1,Own Account Worker,yes,,No,,,No,No,,No,No,No,yes,,,,,,No,Internet and social media ,,yes,,No,,,,,No,Yes,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,No,,,,,No,Live in densely populated area and children play,yes,No,No,yes,No,yes,No,No,,,,,,,,,,,,,WCARO,8 and more,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Women,No Education,420,60,Widowed,8,1,Not employed,,,,,No,yes,,No,No,No,No,No,,,,,,No,Public service announcement/speaker,,yes,,No,,,,,No,,No,No,,,,,,,,,,,,1,,,,Yes,,,,,,No,yes,,,,,yes,,No,No,No,No,No,yes,yes,No,,,,,,,,,,,,,WCARO,8 and more,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,1525,38,Single,5,1,Not employed,,,,,yes,yes,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,No,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,yes,No,yes,No,yes,,,,,,,,,,,,,WCARO,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),0
Cote D'Ivoire,Men,No Education,2105,32,Single,5,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,yes,Radio/Television/Newspaper,,yes,,yes,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,No,No,No,yes,No,No,,,,,,,,,,,,,WCARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,2009,42,Married,4,1,Own Account Worker,yes,,No,,No,No,No,No,No,No,yes,yes,,,,,,No,Public service announcement/speaker,,yes,yes,yes,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,No,,,,,,yes,yes,,,,,yes,Crime has increased,No,No,No,No,yes,No,No,No,,,,,,,,,,,,,WCARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Cote D'Ivoire,Men,No Education,1455,34,Single,6,1,Own Account Worker,yes,,No,,yes,yes,No,No,No,No,yes,yes,,,,,,yes,Radio/Television/Newspaper,,yes,No,No,,,,,yes,No,No,No,,,,,,,,,,,,0,,,,Yes,,,,,,yes,No,,,,,yes,,No,No,yes,No,No,yes,No,No,,,,,,,,,,,,,WCARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
