country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,country1,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,check,id5,m,main_source_info,ill,mental_health_ind,mental_health_hh,worried_cause_1,worried_cause_2,worried_cause_3,worried_cause_4,worried_cause_5,worried_cause_6,worried_cause_7,worried_cause_8,worried_cause_9,worried_cause_10,health_insurance,healthcare_services,seek_health,access_healthcare,HC_unable_access_1,HC_unable_access_2,HC_unable_access_3,HC_unable_access_4,HC_unable_access_5,HC_unable_access_6,HC_unable_access_7,HC_unable_access_8,HC_unable_access_9,HC_unable_access_10,alternative_HC_1,alternative_HC_2,alternative_HC_3,alternative_HC_4,alternative_HC_5,alternative_HC_6,alternative_HC_7,safety_comm,exp_violence,exp_discrim,change_discrim,safety_home,reason_less_safe_1,reason_less_safe_2,reason_less_safe_3,reason_less_safe_4,reason_less_safe_5,reason_less_safe_6,reason_less_safe_7,reason_less_safe_8,reason_less_safe_9,reason_less_safe_10,reason_less_safe_11,GBV_frequency,know_harrass,know_physical,know_FGM,know_sexual,know_resources,know_online,know_emotional,know_communicate,know_child_marriage,know_dont_know,recent_kind,perp_spouse,perp_other_fam,perp_friend,perp_colleague,perp_boss,perp_client,perp_teacher,perp_neigh,perp_healthw,perp_comm_lead,perp_rel_lead,perp_security,perp_other,help_family,help_friend,help_colleague,help_client,help_teacher,help_police,help_health,help_helpline,help_social,help_non,help_neighbour,help_religious,help_online,help_other,help_no,help_don,help_refused,seek_help,where_friendly,where_family,where_rel_leader,where_centres,where_comm_lead,where_friends,where_helpline,where_police,where_health,where_cso,where_other,info_prevention,info_shelter_food,info_talk,info_psychosocial,info_insurance,info_protection,info_police,info_medical,info_financial,info_legal,info_onestop,info_other,need_health,need_food,need_water,need_hygiene,need_shelter,need_tenure,need_education,need_income,need_safety,need_other,id2,n,id4,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Malawi,Women,Primary,,37,Married,8,1,Own Account Worker,yes,,No,,yes,No,No,No,No,yes,yes,No,,,,,yes,,,,yes,,,No,,,,,,,No,No,,,3,No,0,No,,,,,0,Rural,,,,,,,,,yes,No,Yes,No,Yes,,,,,,,,,,,,,,U2139,14,Own Account Worker,1,,No,Some food needs,Master only (1),0-37-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Malawi,Men,Tertiary,,23,Single,2,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,yes,No,,,,,,0,,,,,,,,0,Urban,,,No,,0,0,1,,No,,,,,,,,,,,,,,,,,No,U2705,14,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,Yes,No,No,No,No,Yes,No,Yes,,Physical violence,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,14-1-23-4-1-5,5,1-23-4,0,A lot,"Yes, increased",No,ESA,2-3,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Malawi,Women,Secondary,,26,Married,12,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,No,No,,,,,,9,,,,,,,,0,Rural,,,No,,0,0,1,,No,,,,,,,,,,,,,,,,,No,U2539,14,,,,,,Using only (2),,,Radio/Television/Newspaper,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,Same waiting time as before COVID-19 outbreak,Yes,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"Yes, it increased",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,14-0-26-3-2-6,6,0-26-3,0,A lot,"No, stayed the same",,ESA,8 and more,25-29,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Malawi,Women,Tertiary,,29,Married,4,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,yes,No,,,,,,1,,,,,,,,0,Urban,,,No,,0,0,0,,yes,,,,,,,,,,,,,,,,,No,U2577,14,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel safer,No,No,,Feel safer,,,,,,,,,,,,Happens sometimes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,14-0-29-4-2-6,6,0-29-4,0,A lot,"No, stayed the same",,ESA,4-5,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Malawi,Women,Primary,,32,Married,7,1,Own Account Worker,yes,,No,,No,yes,No,No,No,yes,yes,No,,,,,yes,,Radio/Television/Newspaper,,yes,,No,No,,,yes,yes,Yes,,No,No,,,4,yes,0,No,,,,,0,Rural,,,No,,0,0,1,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,Yes,U1063,14,Own Account Worker,1,,No,No food needs,Nonmissing conflict (5),0-32-2,,Radio/Television/Newspaper,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,No,,No,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,Feel less safe,Yes,Yes,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,Yes,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,14-0-32-2-2-15,15,0-32-2,1,A lot,"Yes, increased",,ESA,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Malawi,Women,Secondary,,26,Married,5,0,Own Account Worker,yes,,,,No,No,yes,No,No,No,yes,yes,No,No,No,No,yes,yes,,,No,,,No,,,,,,,No,No,,,1,No,1,No,,,,,0,Urban,,,,,,,,,No,No,No,Yes,Yes,,,,,,,,,,,,,,U372,14,,1,,No,All food needs,Master only (1),0-26-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,4-5,25-29,25-34,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Malawi,Women,Primary,,67,Married,4,0,,,,,,,,,,,,,,,,,,,,Health centre/Family doctor,,,,yes,,,,yes,No,No,,,,,,0,,,,,,,,0,Rural,,,No,,0,0,1,,yes,,,,,,,,,,,,,,,,,No,U2787,14,,,,,,Using only (2),,,Community health worker/volunteer,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,Longer waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,Feel safer,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,Yes,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,14-0-67-2-2-2,2,0-67-2,0,A lot,"Yes, decreased",,ESA,4-5,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Malawi,Women,Primary,,60,Widowed,8,1,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,No,,,,,yes,,,,No,,,No,,,,,,,No,No,,,5,yes,0,No,,,,,0,Rural,,,,,,,,,yes,yes,Yes,Yes,Yes,,,,,,,,,,,,,,U524,14,Informal/no insurance employee,1,,yes,No food needs,Master only (1),0-60-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Malawi,Men,Secondary,,21,Single,1,0,Employer,yes,,No,,No,No,No,No,No,yes,yes,No,,,,,yes,,Radio/Television/Newspaper,,yes,,No,yes,,,No,yes,No,,No,No,,,0,No,0,No,,,,,0,Rural,,,No,,0,1,1,,No,No,No,No,No,,,,,,,,,,,,,No,U1014,14,Own Account Worker,1,,No,Some food needs,Nonmissing conflict (5),1-21-3,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,No,No,No,No,No,,,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,Yes,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,Child and or forced marriage,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,14-1-21-3-1-1,1,1-21-3,1,A lot,"No, stayed the same",,ESA,1,18-24,18-24,Secondary Education or Less,1,0,0,Single without children,0,0,Matched (3),1
Malawi,Women,Secondary,,28,Married,4,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,No,,,,,,1,,,,,,,,0,Rural,,,No,,0,1,1,,No,,,,,,,,,,,,,,,,,No,U3173,14,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,Yes,Yes,No,No,No,No,No,Yes,No,,Denial to communicate with other people,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,14-0-28-3-2-19,19,0-28-3,0,A lot,"Yes, increased",Yes,ESA,4-5,25-29,25-34,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Mozambique,Men,,,22,Single,4,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,No,No,,,,,,0,,,,,,,,0,Urban,,,No,,0,0,0,,No,,,,,,,,,,,,,,,,,Yes,15-1-22-.-1-0-0.9332807412,15,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,Yes,No,No,No,No,Feel less safe,No,No,"Yes, it decreased",Feel safer,,,,,,,,,,,,Does not happen very often,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,15-1-22-.-1-12,12,1-22-.,0,A lot,"Yes, decreased",,ESA,4-5,18-24,18-24,,,,0,Single without children,0,0,Matched (3),1
Mozambique,Men,Secondary,,52,Living with partner/Cohabiting,15,1,Formal employee,,,No,,yes,yes,yes,No,No,yes,yes,No,yes,yes,yes,yes,yes,No,,,yes,,,yes,,,,,,,,,,,7,yes,0,No,,,,,0,Urban,,,,,,,,,yes,yes,Yes,Yes,No,,,,,,,,,,,,,,1-52-3-5-1-1-1.052091889,15,Employer,1,,yes,Most food needs,Master only (1),1-52-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,50-54,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Mozambique,Men,,,24,Married,7,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,No,No,,,,,,4,,,,,,,,0,Urban,,,No,,0,1,1,,yes,,,,,,,,,,,,,,,,,No,15-1-24-.-2-1-1.983628955,15,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,No,No,No,No,No,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,15-1-24-.-2-1,1,1-24-.,0,A lot,"Yes, increased",No,ESA,6-7,18-24,18-24,,,,1,Partnered with children,0,0,Matched (3),1
Mozambique,Men,Technical,,20,Single,4,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,yes,Yes,,,,,,2,,,,,,,,0,Urban,,,Yes,,1,1,0,,yes,,,,,,,,,,,,,,,,,Yes,15-1-20-5-1-1-1.983628955,15,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,,No,"Yes, we tried; able to access",,,,,,,,,,,,No,Yes,No,No,No,No,Feel less safe,Yes,Yes,"Yes, it decreased",Feel less safe,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,Happens sometimes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,Physical violence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,15-1-20-5-1-2,2,1-20-5,1,A lot,"No, stayed the same",Yes,ESA,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),1
Mozambique,Women,Secondary,,19,Single,10,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,No,,,,,,4,,,,,,,,0,Urban,,,No,,0,0,,,No,,,,,,,,,,,,,,,,,No,15-0-19-3-1-1-0.9664422703,15,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,No,No,No,No,No,Feel safer,Yes,No,"Yes, it increased",Feel safer,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,15-0-19-3-1-1,1,0-19-3,1,,,,ESA,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Mozambique,Women,Technical,,35,Living with partner/Cohabiting,9,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,yes,No,,,,,,6,,,,,,,,0,Urban,,,No,,1,0,1,,yes,,,,,,,,,,,,,,,,,Yes,15-0-35-5-5-1-11.014291114,15,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,No,No,No,No,No,Feel less safe,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,Yes,,Child and or forced marriage,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,15-0-35-5-5-2,2,0-35-5,0,A lot,"Yes, increased",No,ESA,8 and more,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Mozambique,Men,No Education,,45,Living with partner/Cohabiting,7,1,,,,,,,,,,,,,,,,,,,,Health centre/Family doctor,,,,yes,,,,No,yes,No,,,,,,2,,,,,,,,0,Urban,,,No,,1,0,,,yes,,,,,,,,,,,,,,,,,No,15-1-45-1-5-1-1.9417795078,15,,,,,,Using only (2),,,Community health worker/volunteer,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,No,Longer waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,No,No,No,No,No,The same feeling,No,No,,Feel safer,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,,Physical violence,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,15-1-45-1-5-1,1,1-45-1,0,,"Yes, decreased",No,ESA,6-7,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Mozambique,Men,Technical,,32,Living with partner/Cohabiting,7,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,No,No,,,,,,2,,,,,,,,0,Urban,,,No,,1,0,1,,No,,,,,,,,,,,,,,,,,Yes,15-1-32-5-5-1-0.8360994937,15,,,,,,Using only (2),,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,No,No,No,,,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,No,No,No,No,No,Feel less safe,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,Yes,No,No,No,No,No,Yes,No,,Physical violence,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,15-1-32-5-5-10,10,1-32-5,0,A lot,"Yes, increased",No,ESA,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Mozambique,Women,Primary,,60,Widowed,7,1,Own Account Worker,,,No,,No,No,No,No,No,yes,yes,No,,,,,yes,,,,No,,,yes,,,,,,,,,,,2,No,0,No,,,,,0,Rural,,,,,,,,,yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,0-60-2-4-1-1-.8679064655,15,Own Account Worker,1,,No,Most food needs,Master only (1),0-60-2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,6-7,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Mozambique,Women,Secondary,,35,Living with partner/Cohabiting,8,1,Own Account Worker,yes,,No,,yes,yes,yes,No,yes,yes,yes,yes,yes,yes,yes,yes,yes,No,,,yes,,,yes,,,,,,,No,No,,,4,yes,0,No,,,,,0,Rural,,,,,,,,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,0-35-3-5-1-0-.972430881,15,Own Account Worker,1,,No,Most food needs,Master only (1),0-35-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Mozambique,Women,Secondary,,24,Single,8,1,Did not work (not in the labor force),,,,,yes,yes,No,No,No,yes,yes,yes,,,,,yes,,,,No,,,No,,,,,,,No,yes,,,2,yes,0,No,,,,,0,Urban,,,,,,,,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,0-24-3-1-1-0-.9915423102,15,Own Account Worker,,,No,Some food needs,Master only (1),0-24-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Mozambique,Men,Secondary,,33,Separated/Divorced,8,0,Formal employee,,,No,,No,,No,No,,yes,No,yes,,,,,yes,,,,yes,,,No,,,,,,,,,,,1,,0,No,,,,,0,Urban,,,,,,,,,yes,No,No,,No,,,,,,,,,,,,,,1-33-3-3-0-1-.969879986,15,Formal employee,1,,No,,Master only (1),1-33-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,30-34,25-34,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Mozambique,Men,Tertiary,,42,Living with partner/Cohabiting,6,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,Yes,,,,,,3,,,,,,,,0,Urban,,,No,,0,0,1,,yes,,,,,,,,,,,,,,,,,No,15-1-42-4-5-1-1.974464565,15,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Yes,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,No,Yes,No,No,No,No,Feel safer,No,Yes,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,Yes,No,Yes,Yes,Yes,No,No,No,,Sexual violence ,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,15-1-42-4-5-4,4,1-42-4,0,A lot,"Yes, increased",No,ESA,6-7,40-44,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Mozambique,Women,,,22,Single,2,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,No,No,,,,,,0,,,,,,,,0,Urban,,,No,,0,0,0,,yes,,,,,,,,,,,,,,,,,Yes,15-0-22-.-1-0-11.004955332,15,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,,No,"Yes, we tried; able to access",,,,,,,,,,,,No,Yes,No,No,No,No,Feel less safe,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens sometimes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,15-0-22-.-1-3,3,0-22-.,0,A lot,"Yes, decreased",No,ESA,2-3,18-24,18-24,,,,0,Single without children,0,0,Matched (3),1
Mozambique,Men,,,22,Single,11,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,yes,No,,,,,,4,,,,,,,,0,Urban,,,No,,0,0,,,No,,,,,,,,,,,,,,,,,No,15-1-22-.-1-1-0.8360994937,15,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,,No,Yes,No,No,No,No,No,No,No,,,,No,Didn’t need any healthcare services,,,,,,,,,,,,No,No,No,No,No,Yes,Feel safer,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,15-1-22-.-1-1,1,1-22-.,0,Not at all,"No, stayed the same",,ESA,8 and more,18-24,18-24,,,,1,Single Parent,0,0,Matched (3),1
