country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,country1,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,check,id5,m,main_source_info,ill,mental_health_ind,mental_health_hh,worried_cause_1,worried_cause_2,worried_cause_3,worried_cause_4,worried_cause_5,worried_cause_6,worried_cause_7,worried_cause_8,worried_cause_9,worried_cause_10,health_insurance,healthcare_services,seek_health,access_healthcare,HC_unable_access_1,HC_unable_access_2,HC_unable_access_3,HC_unable_access_4,HC_unable_access_5,HC_unable_access_6,HC_unable_access_7,HC_unable_access_8,HC_unable_access_9,HC_unable_access_10,alternative_HC_1,alternative_HC_2,alternative_HC_3,alternative_HC_4,alternative_HC_5,alternative_HC_6,alternative_HC_7,safety_comm,exp_violence,exp_discrim,change_discrim,safety_home,reason_less_safe_1,reason_less_safe_2,reason_less_safe_3,reason_less_safe_4,reason_less_safe_5,reason_less_safe_6,reason_less_safe_7,reason_less_safe_8,reason_less_safe_9,reason_less_safe_10,reason_less_safe_11,GBV_frequency,know_harrass,know_physical,know_FGM,know_sexual,know_resources,know_online,know_emotional,know_communicate,know_child_marriage,know_dont_know,recent_kind,perp_spouse,perp_other_fam,perp_friend,perp_colleague,perp_boss,perp_client,perp_teacher,perp_neigh,perp_healthw,perp_comm_lead,perp_rel_lead,perp_security,perp_other,help_family,help_friend,help_colleague,help_client,help_teacher,help_police,help_health,help_helpline,help_social,help_non,help_neighbour,help_religious,help_online,help_other,help_no,help_don,help_refused,seek_help,where_friendly,where_family,where_rel_leader,where_centres,where_comm_lead,where_friends,where_helpline,where_police,where_health,where_cso,where_other,info_prevention,info_shelter_food,info_talk,info_psychosocial,info_insurance,info_protection,info_police,info_medical,info_financial,info_legal,info_onestop,info_other,need_health,need_food,need_water,need_hygiene,need_shelter,need_tenure,need_education,need_income,need_safety,need_other,id2,n,id4,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Ethiopia,Women,Tertiary,,24,Single,9,0,Informal/no insurance employee,yes,,No,,No,,,No,,yes,No,yes,No,No,No,No,yes,No,Radio/Television/Newspaper,,No,No,yes,yes,,,No,No,No,,No,No,,,0,yes,0,,,,,,1,Urban,,,Yes,,0,0,1,,No,,No,,,,,,,,,,,,,,,Yes,862,12,Informal/no insurance employee,1,,No,,Nonmissing conflict (5),1-24-3,,Radio/Television/Newspaper,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Had to go repeatedly as doctors are not available during COVID-19 outbreak,Yes,"Yes, we tried; unable to access",No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Feel less safe,No,No,,Feel less safe,No,No,No,No,No,No,No,No,Yes,No,No,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,12-0-24-4-1-2,2,0-24-4,0,A lot,,,ESA,8 and more,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Tertiary,,57,Married,5,1,Employer,yes,,,,No,No,No,No,No,yes,yes,No,No,No,No,No,,No,Health centre/Family doctor,,yes,,No,No,,,No,No,No,,No,No,,,2,No,0,No,,,,,1,Urban,,,No,,0,0,1,,yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,1820,12,,1,,No,,Nonmissing conflict (5),1-39-3,,Community health worker/volunteer,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,No,No,No,No,No,No,No,Feel less safe,No,No,,The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,Yes,No,No,,Emotionally abuse,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,12-1-57-4-2-1,1,1-57-4,0,A lot,"Yes, increased",No,ESA,4-5,55-59,45-59,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Women,Tertiary,,33,Married,6,1,Own Account Worker,No,,No,,yes,yes,yes,No,yes,No,yes,yes,yes,No,No,No,,No,Radio/Television/Newspaper,,yes,,No,yes,,,yes,yes,No,,No,No,,,3,yes,0,,,,,,1,Urban,,,Yes,,0,0,1,,yes,,Yes,Yes,No,,,,,,,,,,,,,Yes,2254,12,Own Account Worker,1,,yes,,Nonmissing conflict (5),1-35-2,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,Yes,No,No,No,No,No,No,Feel less safe,No,No,"Yes, it decreased",Feel less safe,No,No,No,No,No,No,No,No,No,Yes,No,Happens very often,Yes,Yes,No,Yes,No,No,No,No,Yes,,Sexual harassment,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,12-0-33-4-2-1,1,0-33-4,0,A lot,"Yes, increased",Yes,ESA,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Men,Secondary,,46,Single,1,0,Employer,No,,,,No,No,No,No,No,yes,yes,No,No,yes,yes,No,,No,Radio/Television/Newspaper,,yes,,yes,No,,,No,yes,Yes,,No,No,,,0,No,0,No,,,,,1,Urban,,,No,,0,0,0,,yes,,Yes,Yes,No,,,,,,,,,,,,,No,2364,12,,1,,No,No food needs,Nonmissing conflict (5),0-52-3,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Longer waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,No,No,No,No,No,No,Yes,The same feeling,No,Yes,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens sometimes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,,Physical violence,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,12-1-46-3-1-1,1,1-46-3,0,Somewhat,"No, stayed the same",No,ESA,1,45-49,45-59,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Women,Tertiary,,38,Single,1,0,Own Account Worker,yes,,,,yes,,,No,,yes,No,yes,No,No,No,No,,No,Radio/Television/Newspaper,,No,,No,No,,,No,No,No,,No,No,,,0,yes,0,,,,,,1,Urban,,,No,,0,0,1,,yes,,Yes,,,,,,,,,,,,,,,No,561,12,,1,,yes,All food needs,Nonmissing conflict (5),0-34-2,,Radio/Television/Newspaper,No,No,,No,No,No,No,No,No,No,No,No,Yes,No,,No,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,12-0-38-4-1-1,1,0-38-4,0,A lot,"Yes, increased",,ESA,1,35-39,35-44,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Women,Primary,,26,Single,1,0,Employer,No,,No,,No,yes,yes,No,yes,yes,yes,No,No,yes,yes,yes,yes,No,"Community, including family and friends",,No,,,No,,,No,No,No,,No,No,,,0,No,0,No,,,,,1,Urban,,,No,,0,0,,,yes,,Yes,No,No,,,,,,,,,,,,,No,1342,12,Employer,1,,No,Most food needs,Nonmissing conflict (5),1-65-3,,"Community,family and friends",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"Yes, it decreased",The same feeling of safety,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,12-0-26-2-1-1,1,0-26-2,0,Not at all,"No, stayed the same",,ESA,1,25-29,25-34,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Secondary,,38,Single,1,0,Employer,yes,,No,,yes,yes,yes,yes,yes,yes,yes,,yes,No,No,No,,No,Radio/Television/Newspaper,,No,,No,yes,,,No,yes,No,,No,No,,,0,yes,0,,,,,,1,Rural,,,Yes,,0,0,1,,yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,1331,12,Employer,1,,yes,,Nonmissing conflict (5),0-26-5,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,Yes,Feel less safe,No,No,"Yes, it decreased",Feel less safe,No,No,No,No,No,No,No,No,Yes,No,No,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,12-1-38-3-1-1,1,1-38-3,0,A lot,"Yes, increased",,ESA,1,35-39,35-44,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Primary,,35,Married,6,1,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,No,No,yes,No,yes,,No,Radio/Television/Newspaper,,yes,,No,yes,,,No,yes,No,,No,No,,,3,yes,0,No,,,,,1,Rural,,,No,,0,0,1,,yes,,Yes,No,No,,,,,,,,,,,,,No,834,12,Own Account Worker,1,,yes,,Nonmissing conflict (5),0-35-2,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,12-1-35-2-2-4,4,1-35-2,0,A lot,"Yes, increased",,ESA,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Men,Tertiary,,63,Married,6,0,Own Account Worker,yes,,,,yes,,,yes,,yes,,,No,yes,yes,No,,No,Radio/Television/Newspaper,,No,,No,yes,,,No,No,No,,No,No,,,1,yes,0,,,,,,1,Urban,,,No,,0,0,1,,No,,Yes,,,,,,,,,,,,,,,No,1557,12,,1,,yes,,Nonmissing conflict (5),0-38-1,,Radio/Television/Newspaper,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,Yes,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,12-1-63-4-2-1,1,1-63-4,0,A lot,"Yes, increased",,ESA,6-7,>=60,>60,Tertiary Education and More,0,0,0,Partnered without children,1,1,Matched (3),1
Ethiopia,Men,Technical,,22,Single,6,0,Employer,yes,,No,,No,No,No,No,No,yes,yes,No,No,No,No,No,yes,No,Internet and social media ,,No,,No,No,,,No,yes,No,,No,No,,,0,yes,0,No,,,,,1,Urban,,,No,,0,0,1,,No,,Yes,Yes,Yes,,,,,,,,,,,,,,607,12,Employer,1,,No,,Nonmissing conflict (5),0-25-3,,"Internet,social media",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,No,Yes,No,No,No,No,No,,No,No,"Yes, it decreased",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,12-1-22-5-1-17,17,1-22-5,0,A lot,"Yes, increased",,ESA,6-7,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Technical,,34,Single,3,0,Informal/no insurance employee,yes,,No,,yes,yes,yes,No,yes,yes,yes,yes,No,No,No,No,,No,Radio/Television/Newspaper,,No,,No,No,,,No,yes,No,,No,No,,,0,yes,0,,,,,,1,Urban,,,Yes,,0,0,0,,yes,,No,No,No,,,,,,,,,,,,,No,756,12,Informal/no insurance employee,1,,No,Most food needs,Nonmissing conflict (5),1-28-4,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,,No,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"Yes, it decreased",Feel less safe,No,No,No,No,No,No,No,No,No,Yes,No,Happens sometimes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,12-1-34-5-1-2,2,1-34-5,0,Somewhat,"Yes, increased",,ESA,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Women,Primary,,47,Married,7,1,Formal employee,No,,No,,No,,,No,,yes,,,No,No,No,No,yes,No,Radio/Television/Newspaper,,yes,,No,No,,,yes,yes,Yes,,No,yes,,,2,yes,0,,,,,,1,Urban,,,Yes,,1,0,1,,No,,Yes,,,,,,,,,,,,,,,Yes,2273,12,Formal employee,1,,yes,,Nonmissing conflict (5),0-30-4,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,No,No,Yes,No,No,No,No,Feel less safe,No,Yes,"No, it didn’t change",Feel less safe,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Happens very often,Yes,Yes,No,Yes,No,No,Yes,No,No,,Physical violence,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,12-0-47-2-2-1,1,0-47-2,0,A lot,"Yes, increased",Yes,ESA,6-7,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Women,Technical,,19,Single,6,0,Formal employee,No,,,,No,,No,No,,yes,,No,No,yes,yes,yes,yes,No,Radio/Television/Newspaper,,No,,No,No,,,yes,No,No,,No,No,,,0,yes,0,No,,,,,1,Urban,,,Yes,,0,0,0,,No,,Yes,,No,,,,,,,,,,,,,Yes,1892,12,,1,,No,,Nonmissing conflict (5),0-25-3,,Radio/Television/Newspaper,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,Yes,No,No,No,No,No,No,Feel less safe,No,No,"Yes, it decreased",Feel less safe,No,Yes,No,No,No,No,No,No,No,No,No,Happens sometimes,No,No,No,No,No,No,No,No,Yes,,Child and or forced marriage,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,12-0-19-5-1-5,5,0-19-5,0,A lot,"Yes, increased",No,ESA,6-7,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Secondary,,25,Single,1,0,Own Account Worker,yes,,No,,No,No,No,No,No,yes,yes,No,No,No,No,No,,yes,Internet and social media ,,yes,,,No,,,No,No,No,,No,yes,,,0,yes,0,No,,,,,1,Rural,,,No,,0,0,,,yes,,Yes,No,No,,,,,,,,,,,,,Yes,1093,12,Own Account Worker,1,,No,,Nonmissing conflict (5),0-29-4,,"Internet,social media",No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,No,No,No,No,No,No,No,Feel less safe,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,12-1-25-3-1-14,14,1-25-3,0,Not at all,,,ESA,1,25-29,25-34,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Women,Secondary,,39,Married,7,1,Formal employee,No,,,,yes,yes,yes,yes,yes,No,yes,No,yes,No,No,No,,No,Radio/Television/Newspaper,,No,,No,No,,,No,yes,No,,No,No,,,3,yes,2,No,,,,,1,Urban,,,Yes,,0,0,1,,No,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,716,12,,1,,No,,Nonmissing conflict (5),1-42-4,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,Yes,Feel less safe,No,No,,Feel less safe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,12-0-39-3-2-3,3,0-39-3,0,A lot,"Yes, increased",,ESA,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Men,Tertiary,,30,Single,1,0,Did not work (not in the labor force),,,,,yes,yes,yes,yes,yes,yes,yes,No,No,yes,yes,No,,No,Radio/Television/Newspaper,,No,,No,No,,,No,yes,No,,No,No,,,0,yes,1,No,,,,,1,Urban,,,Yes,,0,0,1,,yes,,Yes,No,Yes,,,,,,,,,,,,,No,1582,12,Did not work (not in the labor force),,1,No,Some food needs,Nonmissing conflict (5),0-19-5,,Radio/Television/Newspaper,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,"Yes, we tried; able to access",,,,,,,,,,,No,No,No,No,No,No,Yes,The same feeling,Yes,No,"No, it didn’t change",Feel less safe,No,No,No,No,No,No,No,No,Yes,No,No,Happens very often,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,12-1-30-4-1-9,9,1-30-4,1,A lot,"Yes, increased",,ESA,1,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Secondary,,29,Single,7,0,Formal employee,yes,,No,,No,No,No,No,No,yes,yes,No,No,No,No,No,,No,Radio/Television/Newspaper,,yes,,No,No,,,No,No,No,,No,No,,,0,yes,0,No,,,,,1,Urban,,,No,,0,0,1,,No,,Yes,,,,,,,,,,,,,,,No,811,12,Formal employee,1,,No,,Nonmissing conflict (5),0-27-2,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Same waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,12-1-29-3-1-2,2,1-29-3,0,A lot,"Yes, increased",,ESA,6-7,25-29,25-34,Secondary Education or Less,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Primary,,26,Married,6,1,Formal employee,yes,,,,yes,yes,yes,yes,yes,yes,yes,No,yes,No,No,No,,No,Radio/Television/Newspaper,,No,,,No,,,No,yes,No,,No,No,,,3,No,1,No,,,,,1,Rural,,,Yes,,0,0,0,,yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,1097,12,,1,,No,,Nonmissing conflict (5),0-60-4,,Radio/Television/Newspaper,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Feel less safe,No,No,"Yes, it increased",Feel less safe,No,Yes,No,No,No,No,No,No,No,No,No,Happens sometimes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,12-1-26-2-2-2,2,1-26-2,0,Somewhat,"Yes, decreased",,ESA,6-7,25-29,25-34,Secondary Education or Less,0,1,0,Partnered with children,1,1,Matched (3),1
Ethiopia,Women,Tertiary,,22,Single,6,0,Own Account Worker,yes,,No,,yes,,yes,yes,,yes,,No,No,No,No,No,,No,Radio/Television/Newspaper,,No,,No,yes,,,yes,No,No,,No,No,,,1,yes,1,No,,,,,2,Urban,,,No,,0,0,1,,No,,Yes,,No,,,,,,,,,,,,,No,338,12,Own Account Worker,1,,No,,Nonmissing conflict (5),1-26-3,,Radio/Television/Newspaper,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,Didn’t need any healthcare services,,,,,,,,,,,Yes,No,No,No,No,No,No,The same feeling,No,No,,The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,12-0-22-4-1-2,2,0-22-4,0,A lot,"No, stayed the same",,ESA,6-7,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Technical,,22,Single,7,0,Other,,,,,yes,,,yes,,yes,No,,yes,No,No,No,yes,No,Radio/Television/Newspaper,,No,,No,yes,,,No,No,No,,No,No,,,0,No,0,,,,,,1,Urban,,,No,,0,0,1,,No,,No,No,No,,,,,,,,,,,,,No,893,12,Other,,1,No,,Nonmissing conflict (5),1-60-4,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,No,No,No,No,No,No,No,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,12-1-22-5-1-6,6,1-22-5,0,A lot,"Yes, increased",,ESA,6-7,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
Ethiopia,Men,Technical,,20,Single,7,0,Informal/no insurance employee,yes,,yes,,No,No,,No,No,yes,yes,,No,yes,No,yes,,No,Radio/Television/Newspaper,,yes,,No,No,,,yes,yes,No,,No,No,,,1,yes,0,,,,,,1,Urban,,,No,,0,0,1,,No,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,1558,12,Other,1,1,yes,,Nonmissing conflict (5),0-32-1,,Radio/Television/Newspaper,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,No,"Yes, we tried; able to access",,,,,,,,,,,Yes,No,No,No,No,No,No,Feel less safe,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,12-1-20-5-1-10,10,1-20-5,0,A lot,"Yes, increased",,ESA,6-7,18-24,18-24,Tertiary Education and More,0,0,0,Single without children,1,1,Matched (3),1
