country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Armenia,Men,Secondary,743,68,Married,7,1,Retired/Pension,,yes,,,yes,yes,No,No,No,yes,yes,yes,yes,yes,yes,yes,No,No,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,>=60,>60,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,2208,32,Married,6,1,Not employed,,No,,,No,No,No,No,No,yes,yes,yes,yes,yes,yes,yes,yes,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,yes,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,2684,60,Married,5,1,Formal employee,,No,No,No change,No,No,,No,No,yes,yes,,,,,,,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,>=60,>60,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,1005,41,Married,5,1,Own Account Worker,,yes,No,Decreased,yes,yes,,No,yes,yes,yes,,yes,No,No,No,,No,Internet and social media ,No,No,yes,No,No,No,No,No,yes,,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,1465,54,Married,4,0,,,yes,No,No change,yes,yes,,No,No,yes,yes,,yes,yes,yes,yes,yes,,Internet and social media ,yes,No,No,No,No,No,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,50-54,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Men,Secondary,804,43,Married,5,1,Did not work (not in the labor force),,yes,,,yes,yes,,yes,yes,yes,yes,,yes,yes,yes,yes,,,Radio/Television/Newspaper,No,No,No,yes,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,101,30,Married,6,1,Own Account Worker,,yes,No,Decreased,yes,yes,,No,No,yes,yes,,yes,,,,yes,No,Internet and social media ,No,No,No,No,No,yes,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,1454,25,Married,7,1,Formal employee,yes,yes,No,No change,No,No,,No,No,yes,yes,,yes,,,,yes,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,25-29,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,525,43,Married,6,1,,,No,No,Increased,No,yes,,No,No,yes,yes,,yes,yes,yes,yes,yes,No,"Community, including family and friends",yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,3087,60,Widowed,5,1,Informal/no insurance employee,,No,yes,,yes,yes,,No,yes,yes,yes,,,No,,No,yes,,Radio/Television/Newspaper,No,yes,yes,No,No,No,yes,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,>=60,>60,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Armenia,Women,Secondary,2388,53,Widowed,2,0,Did not work (not in the labor force),,No,,,No,,,No,,yes,,,No,No,No,No,No,,"Community, including family and friends",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,50-54,45-59,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Men,Secondary,817,51,Married,5,1,Other,,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,50-54,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,428,60,Married,5,1,Formal employee,No,No,No,No change,yes,yes,,No,No,yes,yes,,yes,yes,No,yes,yes,No,Official Government websites or other communication platforms,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,>=60,>60,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,1826,69,Single,6,0,Retired/Pension,,No,,,yes,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,yes,yes,No,No,yes,yes,No,No,yes,,,yes,yes,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Secondary,2955,65,Widowed,1,0,Informal/no insurance employee,,No,No,No change,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,1,>=60,>60,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Men,Secondary,1839,42,Married,6,1,Did not work (not in the labor force),,No,,,No,yes,,No,No,yes,yes,No,yes,yes,yes,yes,No,No,Radio/Television/Newspaper,yes,yes,yes,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,1925,62,Married,3,0,Contributing family workers ,No,No,,,No,,,No,,yes,No,No,yes,yes,,yes,yes,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Secondary,1047,32,Married,5,1,Did not work (not in the labor force),,yes,,,yes,yes,,No,yes,yes,yes,,yes,yes,yes,yes,,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,3081,36,Married,4,1,Formal employee,,No,No,No change,yes,yes,,yes,yes,yes,yes,,yes,yes,yes,,,,Internet and social media ,yes,No,yes,No,No,yes,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,3077,33,Married,4,1,,,No,yes,,yes,yes,,No,No,yes,yes,,No,No,No,,,,Internet and social media ,yes,yes,yes,No,yes,No,yes,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1630,38,Married,4,1,Formal employee,,yes,No,Decreased,yes,No,,yes,No,yes,yes,,,yes,yes,,,,Internet and social media ,yes,No,No,No,No,No,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,2424,38,Married,4,1,Employer,yes,No,No,Decreased,yes,No,,yes,No,yes,yes,,yes,yes,yes,yes,,yes,Internet and social media ,yes,yes,yes,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,1923,60,Married,9,0,Other,,No,,,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,yes,yes,yes,No,No,No,yes,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,8 and more,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Men,Secondary,2803,49,Married,4,1,Formal employee,yes,No,No,No change,yes,yes,yes,No,No,yes,yes,yes,yes,yes,yes,,No,No,Radio/Television/Newspaper,yes,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,2610,30,Married,2,1,Formal employee,,No,No,No change,No,No,,No,No,yes,yes,,,,,,,,Internet and social media ,No,No,yes,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,678,44,Married,11,0,Formal employee,,No,No,No change,No,yes,,No,No,yes,yes,,yes,yes,,yes,yes,,Official Government websites or other communication platforms,yes,No,No,No,yes,No,yes,No,yes,No,No,No,yes,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,8 and more,40-44,35-44,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Men,Tertiary,477,32,Single,3,0,Formal employee,yes,No,No,No change,No,,,No,,yes,,,,,,,yes,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,30-34,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Tertiary,1547,20,Single,6,1,Formal employee,,yes,yes,,yes,yes,,yes,yes,yes,yes,,,,,,yes,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,18-24,18-24,Tertiary Education and More,0,0,1,Single Parent,0,0,Matched (3),1
Armenia,Men,Secondary,1003,33,Married,5,1,Not employed,,yes,,,No,No,,No,No,yes,yes,,yes,,,,,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,3018,45,Married,6,1,Formal employee,,No,No,Decreased,No,yes,yes,No,yes,yes,yes,yes,yes,yes,yes,yes,yes,No,Internet and social media ,yes,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,45-49,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,353,53,Married,3,0,Formal employee,yes,No,No,No change,yes,,No,No,,yes,,yes,No,yes,,yes,,No,Health centre/Family doctor,yes,yes,No,No,yes,No,No,No,yes,Yes,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,50-54,45-59,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Men,Tertiary,664,35,Married,3,1,Formal employee,yes,No,No,No change,yes,yes,,yes,yes,yes,yes,,No,No,No,No,No,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,35-39,35-44,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,2679,42,Married,5,1,Formal employee,No,No,No,No change,No,,,No,,yes,No,,yes,No,No,No,yes,,Radio/Television/Newspaper,yes,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1649,52,Married,3,0,,,yes,yes,,yes,,,No,,yes,,,No,No,No,No,No,,Internet and social media ,No,yes,yes,No,yes,yes,No,No,yes,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,50-54,45-59,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Tertiary,646,48,Married,2,0,Formal employee,,No,No,Decreased,yes,,,yes,,yes,,,No,,,,,,Internet and social media ,No,No,yes,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,45-49,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Secondary,538,32,Single,4,0,,,No,No,Decreased,No,,,No,,yes,,,No,No,No,No,No,,Internet and social media ,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,30-34,25-34,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Tertiary,1401,65,Single,2,0,Retired/Pension,,yes,,,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,yes,No,No,No,No,yes,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Secondary,908,39,Married,5,1,Other,,yes,,,yes,yes,,No,yes,yes,yes,,yes,yes,yes,No,No,,Internet and social media ,,No,No,No,No,yes,yes,No,yes,Yes,Yes,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,219,39,Married,6,1,Other,,No,,,No,No,,No,No,yes,yes,,yes,No,No,No,,,Radio/Television/Newspaper,yes,yes,yes,No,yes,yes,yes,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,2546,65,Widowed,1,0,Retired/Pension,,No,,,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,1,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Tertiary,783,72,Single,3,0,Retired/Pension,,yes,,,yes,,,yes,,yes,,,,,,,,,Internet and social media ,yes,No,No,No,No,No,No,No,yes,No,No,yes,yes,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,>=60,>60,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Men,Secondary,2993,33,Married,3,1,Formal employee,,No,No,Decreased,yes,,,No,,yes,No,,No,yes,yes,,,,Radio/Television/Newspaper,No,No,yes,No,No,No,yes,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,196,58,Married,3,0,Formal employee,No,yes,No,No change,yes,,,yes,,yes,,,yes,yes,,yes,,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Tertiary,325,23,Married,5,1,Did not work (not in the labor force),,No,,,No,No,,No,No,yes,yes,,yes,,,,yes,,Official Government websites or other communication platforms,yes,No,No,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,18-24,18-24,Tertiary Education and More,0,0,1,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1968,70,Widowed,5,0,Retired/Pension,,No,,,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,yes,Yes,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,>=60,>60,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Tertiary,138,50,Married,4,1,Formal employee,,yes,No,No change,yes,yes,,No,No,yes,yes,,No,yes,yes,yes,,No,Radio/Television/Newspaper,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,50-54,45-59,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,1306,50,Married,4,1,Not employed,,yes,,,No,yes,,No,No,yes,yes,,,,,,,,Internet and social media ,No,yes,yes,No,yes,No,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,50-54,45-59,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1285,52,Separated/Divorced,11,0,Retired/Pension,,yes,,,No,,,No,,yes,,,No,,,,,,Radio/Television/Newspaper,No,yes,yes,No,No,yes,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,8 and more,50-54,45-59,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Secondary,228,42,Married,5,1,Retired/Pension,,No,,,No,yes,,No,yes,yes,yes,,No,yes,yes,yes,No,No,Radio/Television/Newspaper,No,yes,yes,No,yes,No,No,No,yes,Yes,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,843,34,Married,8,1,Not employed,,yes,,,No,No,No,No,No,yes,yes,yes,No,No,No,No,No,,Health centre/Family doctor,yes,yes,yes,yes,yes,No,yes,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,8 and more,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1394,55,Widowed,3,1,Other,,yes,,,,,,,,,,,,,,,,,Internet and social media ,yes,No,No,No,No,No,No,No,yes,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,55-60,45-59,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Armenia,Men,No Education,3141,28,Single,5,0,Formal employee,,yes,No,No change,No,,yes,No,,yes,,yes,,,,,yes,No,Radio/Television/Newspaper,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,25-29,25-34,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Armenia,Women,Secondary,55,21,Widowed,2,1,Did not work (not in the labor force),,yes,,,yes,yes,,No,No,yes,yes,,,,,,No,No,Radio/Television/Newspaper,yes,No,yes,No,No,yes,No,No,yes,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Armenia,Women,Secondary,626,29,Married,3,1,,,No,No,No change,No,yes,,No,yes,yes,yes,,No,No,No,No,No,,Internet and social media ,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,25-29,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Tertiary,420,55,Married,2,0,Formal employee,No,No,No,No change,No,,,No,,yes,,,,,,,,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,yes,No,Yes,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,55-60,45-59,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Secondary,86,34,Married,7,1,Did not work (not in the labor force),,yes,,,yes,No,No,No,No,yes,yes,yes,,yes,yes,yes,yes,,Internet and social media ,yes,No,No,No,No,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,49,50,Married,8,1,Not employed,,yes,,,yes,yes,yes,No,yes,yes,yes,yes,yes,yes,yes,yes,yes,No,Official Government websites or other communication platforms,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,8 and more,50-54,45-59,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,848,42,Married,4,1,Did not work (not in the labor force),,yes,,,No,No,,No,No,yes,yes,,No,yes,yes,yes,,,Radio/Television/Newspaper,yes,yes,yes,No,yes,No,No,No,No,No,No,yes,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,384,61,Married,2,0,Formal employee,No,No,No,No change,No,,,No,,yes,,,yes,yes,yes,,,,Radio/Television/Newspaper,yes,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,2-3,>=60,>60,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Armenia,Women,Secondary,440,40,Married,7,1,Informal/no insurance employee,No,No,No,No change,yes,yes,yes,No,yes,yes,yes,yes,yes,yes,yes,yes,yes,,Health centre/Family doctor,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Tertiary,712,33,Married,4,1,Other,,,,,No,yes,,No,yes,yes,yes,,yes,No,No,No,,,Internet and social media ,No,No,No,No,No,No,No,No,yes,No,No,No,No,No,No,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,4-5,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,117,33,Married,6,1,,yes,yes,yes,,yes,yes,yes,No,yes,yes,yes,yes,yes,yes,yes,yes,yes,,Radio/Television/Newspaper,yes,yes,yes,No,No,No,No,No,yes,No,No,yes,yes,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Men,Secondary,772,39,Married,6,1,Other,,yes,,,yes,,,No,,yes,No,,yes,yes,,yes,yes,,Internet and social media ,No,yes,No,No,yes,No,No,No,No,No,No,No,yes,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Armenia,Women,Secondary,1113,33,Married,6,1,Did not work (not in the labor force),,yes,,,No,No,No,No,No,yes,yes,yes,yes,yes,yes,yes,,,Internet and social media ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,yes,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECARO,6-7,30-34,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
