ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Guernsey,ADM - Official Estimates,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2013,2730.0,,,Central tendency measure: Median | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | Currency: GGY - Guernsey pound (GGP),Reference group coverage: Employees
Guinea,LFS - National Survey on Employment and the Informal Sector,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,1846063.233,,,Currency: GIN - Guinean franc (GNF),Repository: ILO-STATISTICS - Micro data processing
Guinea-Bissau,HIES - Harmonized Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,92822.954,,,Currency: GNB - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Guyana,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,86863.156,,,Currency: GUY - Guyanese dollar (GYD),Repository: ILO-STATISTICS - Micro data processing
Honduras,HS - Continous Multi-Purpose Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,10774.6,,,Currency: HND - Lempira (HNL),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
"Hong Kong, China",LFS - General Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2016,18000.0,,,Central tendency measure: Median | Working time arrangement coverage: Full-time and part time workers | Currency: HKG - Hong Kong dollar (HKD),Geographical coverage: Government controlled areas | Population coverage: Excluding institutional population
Hungary,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,1139.164,,,Currency: HUN - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Iceland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,6896.771,,,Currency: ISL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
India,LFS - Periodic Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,21513.812,,,Currency: IND - Indian rupee (INR),Repository: ILO-STATISTICS - Micro data processing
Indonesia,LFS - National Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,3007410.446,,,Currency: IDN - Indonesian rupiah (IDR),Repository: ILO-STATISTICS - Micro data processing
Ireland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,5172.459,,,Currency: IRL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Isle of Man,SNA - Isle of Man National Income,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2016,3356.498,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Currency: IMN - Manx pound (IMP),
Israel,HIES - Income Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2021,13126.0,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Currency: ISR - New Shekel (ILS),Employment definition: Including subsistence workers
Italy,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,3533.506,,,Currency: ITA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Jamaica,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2014,37247.371,,,Currency: JAM - Jamaican dollar (JMD),Repository: ILO-STATISTICS - Micro data processing
Japan,ES - Wage Structure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2021,337200.0,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Currency: JPN - Yen (JPY),"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Jordan,LFS - Employment and Unemployment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,342.413,,,Currency: JOR - Jordanian dinar (JOD),Repository: ILO-STATISTICS - Micro data processing
Kazakhstan,ADM-EBR - Businesses and Organizations register,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,355296.0,,,Working time arrangement coverage: Full-time and part time workers | Currency: KAZ - Tenge (KZT),Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kenya,HS - Continuous household survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,425554.429,,,Currency: KEN - Kenyan shilling (KES),Repository: ILO-STATISTICS - Micro data processing
Kiribati,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,547.884,,,Currency: KIR - Australian dollar (AUD),Repository: ILO-STATISTICS - Micro data processing
Kosovo,HIES - Living Standards Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2000,464.754,,,Currency: KOS - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,"ES - Survey of enterprises, institutions and organisations",Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,31353.0,,,Working time arrangement coverage: Full-time and part time workers | Currency: KGZ - Kyrgyzstani som (KGS),Data reference period: November | Reference group coverage: Employees
Lao People's Democratic Republic,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,2727132.538,Break in series,,Currency: LAO - Kip (LAK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Latvia,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,2062.13,,,Currency: LVA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Lebanon,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,1160202.209,Break in series,,Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lesotho,LFS - Integrated Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,3619.483,,,Currency: LSO - Loti (LSL),Repository: ILO-STATISTICS - Micro data processing
Liberia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2017,1258.594,Break in series,,Currency: LBR - United States dollar (USD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Liechtenstein,ADM - Other Administrative records and related sources,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2018,6078.0,,,Central tendency measure: Median | Working time arrangement coverage: Full-time equivalents | Currency: LIE - Swiss franc (CHF),Reference group coverage: Employees
Lithuania,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,1994.607,,,Currency: LTU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,8402.144,,,Currency: LUX - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
"Macao, China",LFS - Employment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2018,17000.0,,,Central tendency measure: Median | Working time arrangement coverage: Full-time and part time workers | Currency: MAC - Pataca (MOP),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Madagascar,LFS - National Survey on Employment and the Informal Sector,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2015,219208.96,,,Currency: MDG - Malagasy ariary (MGA),Repository: ILO-STATISTICS - Micro data processing
Malawi,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2013,24067.889,Break in series,,Currency: MWI - Malawian kwacha (MWK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Malaysia,ES - Salaries and Wages Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2020,2963.0,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents | Currency: MYS - Ringgit (MYR),Employment definition: Excluding own-use production workers | Reference group coverage: Employees
Maldives,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,12682.154,,,Currency: MDV - Rufiyaa (MVR),Repository: ILO-STATISTICS - Micro data processing
Mali,HIES - Harmonized Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,100274.837,,,Currency: MLI - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Malta,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2021,2602.446,,,Currency: MLT - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Marshall Islands,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,766.335,,,Currency: MHL - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Mauritania,HIES - Living Standards Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,65659.564,,,Currency: MRT - Ouguiya (MRU),Repository: ILO-STATISTICS - Micro data processing
Mauritius,LFS - Continuous Multi-Purpose Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,20405.106,,,Currency: MUS - Mauritian rupee (MUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mexico,LFS - National Occupation and Employment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,9557.041,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mongolia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,1455669.529,,,Currency: MNG - Tögrög (MNT),Repository: ILO-STATISTICS - Micro data processing
Montenegro,ES - Structure of Earnings Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2014,761.0,,,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Myanmar,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2020,197567.656,,,Currency: MMR - Kyat (MMK),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Namibia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2018,7593.122,,,Currency: NAM - Namibian dollar (NAD),Repository: ILO-STATISTICS - Micro data processing
Nepal,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2017,19454.035,Break in series,,Currency: NPL - Nepalese rupee (NPR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Netherlands,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,5928.114,,,Currency: NLD - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Netherlands Antilles,ADM - Other Administrative records and related sources,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,1986,1936.0,,Nonstandard economic activity: Excluding agriculture,Working time concept: Hours actually worked | Currency: ANT - Netherlands Antillean guilder (ANG),Reference group coverage: Employees
New Caledonia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2017,232445.013,,,Currency: NCL - CFP franc (XPF),Repository: ILO-STATISTICS - Micro data processing
New Zealand,ADM - Linked employer-employee data,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,6840.0,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: NZL - New Zealand dollar (NZD),"Data reference period: End of the year | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2014,9421.582,Break in series,,Currency: NIC - Cordoba (NIO) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Niger,HIES - National Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,76692.731,,,Currency: NER - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Nigeria,HIES - Socio Economic Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2019,54057.34,Break in series,,Currency: NGA - Naira (NGN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
North Macedonia,ES - Structure of Earnings Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2014,31766.0,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,6519.098,,,Currency: NOR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Occupied Palestinian Territory,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,3214.543,,,Currency: PSE - New Shekel (ILS),Repository: ILO-STATISTICS - Micro data processing
Pakistan,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2021,24698.793,,,Currency: PAK - Pakistani rupee (PKR),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Palau,PC - Population Census,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2000,839.072,,,Currency: PLW - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Panama,LFS - Labour Market Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,891.277,,,Currency: PAN - Balboa (PAB),Repository: ILO-STATISTICS - Micro data processing | Data reference period: October
Paraguay,HS - Continuous Permanent Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,3168094.337,,,Currency: PRY - Guarani (PYG),Repository: ILO-STATISTICS - Micro data processing
Peru,"LFS - Permanent Employment Survey, National",Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,1904.674,,,Currency: PER - Nuevo sol (PEN),Repository: ILO-STATISTICS - Micro data processing
Philippines,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,16107.227,,,Currency: PHL - Philippine peso (PHP),Repository: ILO-STATISTICS - Micro data processing
Poland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2023,1534.864,,,Currency: POL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Portugal,LFS - Employment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2024,1260.453,,,Currency: PRT - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Qatar,LFS - Labor Force Sample Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: Local currency,2022,11863.0,,,Value type: Real values | Working time arrangement coverage: Full-time and part time workers | Currency: QAT - Qatari riyal (QAR),Employment definition: Excluding own-use production workers
