,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
977,MEX,2017,Mexico,False,MXN,5429.877,286.893,6366.233,336.366,6016.1,317.866,0.852,0.852,0.373,0.626,5898.055,0.92
978,MEX,2018,Mexico,False,MXN,5689.689,295.655,6701.921,348.254,6320.605,328.44,0.848,0.848,0.376,0.623,6195.805,0.918
979,MEX,2019,Mexico,False,MXN,5945.536,308.64,7038.78,365.392,6621.173,343.714,0.844,0.844,0.381,0.618,6492.157,0.915
980,MEX,2020,Mexico,True,MXN,6531.387,303.989,7382.123,343.585,7048.628,328.063,0.884,0.884,0.392,0.607,6956.754,0.938
981,MEX,2021,Mexico,False,MXN,6842.96,337.55,7912.056,390.287,7499.104,369.917,0.864,0.864,0.386,0.613,7377.508,0.927
982,MEX,2022,Mexico,False,MXN,7322.495,363.808,8540.64,424.33,8060.331,400.467,0.857,0.857,0.394,0.605,7931.567,0.923
983,MEX,2023,Mexico,False,MXN,7985.893,449.689,9557.041,538.161,8921.288,502.361,0.835,0.835,0.404,0.595,8771.467,0.91
984,MKD,2014,North Macedonia,False,MKD,28760.0,619.332,31766.0,684.065,30416.0,654.993,0.905,0.905,0.449,0.55,30263.0,0.95
985,MLI,2020,Mali,False,XOF,61707.624,107.208,86919.141,151.01,81011.207,140.746,0.709,0.709,0.234,0.765,74313.382,0.83
986,MLT,2008,Malta,True,EUR,1037.634,1526.105,1247.899,1835.354,1172.766,1724.851,0.831,0.831,0.357,0.642,1142.766,0.908
987,MLT,2009,Malta,False,EUR,1347.046,1878.836,1695.08,2364.268,1569.428,2189.01,0.794,0.794,0.361,0.638,1521.063,0.885
988,MLT,2010,Malta,False,EUR,1429.846,1895.571,1697.153,2249.944,1595.928,2115.748,0.842,0.842,0.378,0.621,1563.499,0.914
989,MLT,2011,Malta,False,EUR,1473.645,2051.246,1780.659,2478.598,1661.787,2313.133,0.827,0.827,0.387,0.612,1627.152,0.905
990,MLT,2012,Malta,False,EUR,1447.106,1859.225,1802.975,2316.442,1664.365,2138.357,0.802,0.802,0.389,0.61,1625.04,0.89
991,MLT,2013,Malta,False,EUR,1484.019,1970.952,1921.404,2551.851,1745.733,2318.54,0.772,0.772,0.401,0.598,1702.711,0.871
992,MLT,2014,Malta,False,EUR,1563.148,2076.643,2078.315,2761.043,1867.239,2480.628,0.752,0.752,0.409,0.59,1820.731,0.858
993,MLT,2015,Malta,False,EUR,1687.734,1872.563,2139.419,2373.713,1951.813,2165.561,0.788,0.788,0.415,0.584,1913.576,0.881
994,MLT,2016,Malta,False,EUR,1725.517,1909.98,2124.568,2351.691,1955.805,2164.886,0.812,0.812,0.422,0.577,1925.042,0.896
995,MLT,2017,Malta,False,EUR,1821.405,2057.607,2207.503,2493.775,2042.337,2307.19,0.825,0.825,0.427,0.572,2014.454,0.904
996,MLT,2018,Malta,False,EUR,1798.863,2124.375,2176.153,2569.938,2017.595,2382.688,0.826,0.826,0.42,0.579,1987.507,0.905
997,MLT,2019,Malta,False,EUR,1878.295,2102.703,2236.045,2503.195,2082.987,2331.852,0.84,0.84,0.427,0.572,2057.17,0.913
998,MLT,2020,Malta,False,EUR,1998.75,2282.964,2434.878,2781.108,2252.467,2572.759,0.82,0.82,0.418,0.581,2216.814,0.901
999,MLT,2021,Malta,False,EUR,2131.603,2521.132,2602.446,3078.017,2401.398,2840.23,0.819,0.819,0.426,0.573,2367.024,0.9
1000,MMR,2015,Myanmar,True,MMK,97061.366,83.485,131281.973,112.92,116877.588,100.53,0.739,0.739,0.42,0.579,114171.669,0.85
1001,MMR,2017,Myanmar,True,MMK,163297.811,120.04,183736.82,135.065,173499.773,127.54,0.888,0.888,0.5,0.499,173517.315,0.941
1002,MMR,2018,Myanmar,False,MMK,181509.597,126.947,202352.481,141.524,192257.84,134.464,0.896,0.896,0.484,0.515,191931.039,0.945
1003,MMR,2019,Myanmar,False,MMK,198659.363,130.847,219039.151,144.27,208855.024,137.562,0.906,0.906,0.499,0.5,208849.257,0.951
1004,MMR,2020,Myanmar,False,MMK,173165.369,125.335,197567.656,142.997,187872.518,135.98,0.876,0.876,0.397,0.602,185366.512,0.934
1005,MNE,2014,Montenegro,False,EUR,692.0,919.322,761.0,1010.989,724.0,961.835,0.909,0.909,0.536,0.463,726.5,0.952
1006,MNG,2000,Mongolia,False,MNT,59800.0,55.542,64700.0,60.093,62300.0,57.864,0.924,0.924,0.489,0.51,62250.0,0.96
1007,MNG,2001,Mongolia,False,MNT,61000.0,55.571,69200.0,63.041,65200.0,59.397,0.881,0.881,0.487,0.512,65100.0,0.937
1008,MNG,2002,Mongolia,False,MNT,71300.0,64.215,75600.0,68.089,71300.0,64.215,0.943,0.943,1.0,0.0,73450.0,0.97
1009,MNG,2003,Mongolia,False,MNT,76000.0,66.286,86900.0,75.793,81500.0,71.083,0.874,0.874,0.495,0.504,81450.0,0.933
1010,MNG,2004,Mongolia,False,MNT,88000.0,74.243,98300.0,82.933,93100.0,78.546,0.895,0.895,0.504,0.495,93150.0,0.944
1011,MNG,2005,Mongolia,False,MNT,92300.0,76.582,110000.0,91.268,101200.0,83.966,0.839,0.839,0.497,0.502,101150.0,0.912
1012,MNG,2006,Mongolia,False,MNT,117300.0,99.432,131800.0,111.723,127700.0,108.248,0.889,0.889,0.282,0.717,124550.0,0.941
1013,MNG,2007,Mongolia,False,MNT,159300.0,136.107,186700.0,159.518,173010.0,147.821,0.853,0.853,0.499,0.5,173000.0,0.92
1014,MNG,2008,Mongolia,False,MNT,258100.0,221.392,291300.0,249.87,274200.0,235.202,0.886,0.886,0.515,0.484,274700.0,0.939
1015,MNG,2009,Mongolia,False,MNT,224396.208,156.07,253445.646,176.274,238700.194,166.018,0.885,0.885,0.507,0.492,238920.927,0.939
1016,MNG,2010,Mongolia,False,MNT,242010.924,178.334,281486.616,207.423,261584.125,192.757,0.859,0.859,0.504,0.495,261748.77,0.924
1017,MNG,2011,Mongolia,False,MNT,300583.999,237.519,351476.988,277.734,326790.425,258.226,0.855,0.855,0.485,0.514,326030.493,0.921
1018,MNG,2012,Mongolia,False,MNT,363707.775,267.909,436555.099,321.569,400689.865,295.15,0.833,0.833,0.492,0.507,400131.437,0.908
1019,MNG,2013,Mongolia,False,MNT,423388.94,277.828,499765.737,327.946,462373.872,303.409,0.847,0.847,0.489,0.51,461577.338,0.917
1020,MNG,2014,Mongolia,False,MNT,492366.455,270.838,587324.961,323.072,541133.448,297.663,0.838,0.838,0.486,0.513,539845.708,0.912
1021,MNG,2015,Mongolia,False,MNT,492140.786,249.779,577788.904,293.248,536763.449,272.426,0.851,0.851,0.479,0.52,534964.845,0.919
1022,MNG,2016,Mongolia,False,MNT,499341.954,233.306,580116.788,271.046,540260.936,252.424,0.86,0.86,0.493,0.506,539729.371,0.925
1023,MNG,2017,Mongolia,False,MNT,502303.207,205.881,585030.782,239.789,545034.005,223.395,0.858,0.858,0.483,0.516,543666.994,0.923
1024,MNG,2018,Mongolia,False,MNT,524116.864,211.98,643518.227,260.272,585427.262,236.777,0.814,0.814,0.486,0.513,583817.545,0.897
1025,MNG,2019,Mongolia,True,MNT,702313.819,263.677,865773.976,325.046,787549.528,295.678,0.811,0.811,0.478,0.521,784043.897,0.895
1026,MNG,2020,Mongolia,False,MNT,770694.98,273.948,928076.893,329.89,850568.978,302.34,0.83,0.83,0.492,0.507,849385.936,0.907
1027,MNG,2021,Mongolia,False,MNT,802919.396,281.796,996508.495,349.739,901897.734,316.534,0.805,0.805,0.488,0.511,899713.945,0.892
1028,MNG,2022,Mongolia,False,MNT,908982.709,289.422,1219296.962,388.227,1068709.455,340.28,0.745,0.745,0.485,0.514,1064139.835,0.854
1029,MNG,2023,Mongolia,False,MNT,1063998.79,307.005,1455669.529,420.017,1268986.008,366.152,0.73,0.73,0.476,0.523,1259834.159,0.844
1030,MUS,2002,Mauritius,False,MUR,5575.579,186.088,8317.57,277.604,7375.737,246.17,0.67,0.67,0.343,0.656,6946.574,0.802
1031,MUS,2003,Mauritius,True,MUR,5996.116,214.903,8942.468,320.502,7926.851,284.102,0.67,0.67,0.344,0.655,7469.292,0.802
1032,MUS,2004,Mauritius,False,MUR,6339.139,230.527,9359.686,340.371,8313.252,302.316,0.677,0.677,0.346,0.653,7849.412,0.807
1033,MUS,2005,Mauritius,False,MUR,7407.451,251.132,10554.909,357.839,9474.654,321.216,0.701,0.701,0.343,0.656,8981.18,0.824
1034,MUS,2006,Mauritius,False,MUR,7388.76,233.025,10939.62,345.011,9708.755,306.192,0.675,0.675,0.346,0.653,9164.19,0.806
1035,MUS,2007,Mauritius,False,MUR,7963.074,254.3,11460.761,365.999,10237.751,326.942,0.694,0.694,0.349,0.65,9711.917,0.819
1036,MUS,2008,Mauritius,False,MUR,8914.696,313.315,13149.241,462.142,11625.665,408.594,0.677,0.677,0.359,0.64,11031.968,0.808
1037,MUS,2009,Mauritius,False,MUR,10155.645,317.763,15040.261,470.599,13253.402,414.69,0.675,0.675,0.365,0.634,12597.953,0.806
1038,MUS,2010,Mauritius,False,MUR,10967.19,356.258,16081.684,522.397,14188.838,460.91,0.681,0.681,0.37,0.629,13524.437,0.81
1039,MUS,2011,Mauritius,False,MUR,11412.56,397.568,16765.538,584.044,14763.001,514.284,0.68,0.68,0.374,0.625,14089.049,0.81
1040,MUS,2012,Mauritius,False,MUR,12125.016,403.495,17547.891,583.957,15508.836,516.102,0.69,0.69,0.376,0.623,14836.453,0.817
1041,MUS,2013,Mauritius,False,MUR,13805.664,449.676,18665.505,607.97,16746.821,545.475,0.739,0.739,0.394,0.605,16235.584,0.85
1042,MUS,2014,Mauritius,False,MUR,15648.078,511.014,21052.542,687.506,18927.411,618.106,0.743,0.743,0.393,0.606,18350.31,0.852
1043,MUS,2015,Mauritius,False,MUR,16554.026,472.207,22572.119,643.875,20151.44,574.824,0.733,0.733,0.402,0.597,19563.072,0.846
1044,MUS,2016,Mauritius,False,MUR,16298.148,458.562,22804.566,641.625,20197.576,568.275,0.714,0.714,0.4,0.599,19551.357,0.833
1045,MUS,2017,Mauritius,False,MUR,17535.386,508.546,23707.126,687.534,21207.072,615.029,0.739,0.739,0.405,0.594,20621.256,0.85
1046,MUS,2018,Mauritius,False,MUR,18590.888,547.847,24336.47,717.161,21977.675,647.651,0.763,0.763,0.41,0.589,21463.679,0.866
1047,MUS,2019,Mauritius,False,MUR,17509.553,493.595,22655.605,638.662,20525.542,578.616,0.772,0.772,0.413,0.586,20082.578,0.871
1048,MUS,2020,Mauritius,True,MUR,17537.547,445.716,21309.956,541.591,19745.578,501.833,0.822,0.822,0.414,0.585,19423.751,0.902
1049,MUS,2021,Mauritius,False,MUR,19902.393,477.366,24759.711,593.87,22664.117,543.607,0.803,0.803,0.431,0.568,22331.052,0.891
1050,MUS,2022,Mauritius,False,MUR,20061.952,454.067,25663.164,580.841,23230.734,525.787,0.781,0.781,0.434,0.565,22862.558,0.877
1051,MWI,2013,Malawi,True,MWK,16273.427,44.657,24067.889,66.047,21062.003,57.798,0.676,0.676,0.385,0.614,20170.658,0.806
1052,MYS,2011,Malaysia,False,MYR,1751.0,572.222,1842.0,601.96,1809.0,591.176,0.95,0.95,0.362,0.637,1796.5,0.974
1053,MYS,2014,Malaysia,False,MYR,2125.0,649.279,2232.0,681.972,2193.0,670.056,0.952,0.952,0.364,0.635,2178.5,0.975
1054,MYS,2016,Malaysia,False,MYR,2532.0,610.37,2741.0,660.753,2657.0,640.503,0.923,0.923,0.401,0.598,2636.5,0.96
1055,MYS,2017,Malaysia,False,MYR,2772.0,644.585,2953.0,686.674,2879.0,669.466,0.938,0.938,0.408,0.591,2862.5,0.968
1056,MYS,2018,Malaysia,False,MYR,2959.0,733.31,3174.0,786.592,3087.0,765.031,0.932,0.932,0.404,0.595,3066.5,0.964
1057,MYS,2019,Malaysia,False,MYR,3108.0,750.277,3304.0,797.592,3224.0,778.28,0.94,0.94,0.408,0.591,3206.0,0.969
1058,NAM,2012,Namibia,True,NAD,4996.821,609.832,6080.545,742.094,5624.347,686.417,0.821,0.821,0.42,0.579,5538.683,0.902
1059,NAM,2013,Namibia,False,NAD,6172.478,633.07,7353.964,754.247,6843.447,701.887,0.839,0.839,0.432,0.567,6763.221,0.912
1060,NAM,2014,Namibia,False,NAD,6217.501,573.418,6949.783,640.953,6638.015,612.2,0.894,0.894,0.425,0.574,6583.642,0.944
1061,NAM,2018,Namibia,False,NAD,6820.226,515.359,7593.122,573.761,7233.303,546.572,0.898,0.898,0.465,0.534,7206.674,0.946
1062,NCL,2017,New Caledonia,False,XPF,205187.319,1942.453,232445.013,2200.495,220065.411,2083.3,0.882,0.882,0.454,0.545,218816.166,0.937
1063,NER,2012,Niger,True,XOF,59482.768,116.506,79544.087,155.799,75505.819,147.889,0.747,0.747,0.201,0.798,69513.427,0.855
1064,NER,2014,Niger,False,XOF,104964.54,212.583,121172.345,245.409,118006.745,238.998,0.866,0.866,0.195,0.804,113068.442,0.928
1065,NER,2019,Niger,False,XOF,72892.229,124.408,87304.92,149.007,84228.541,143.756,0.834,0.834,0.213,0.786,80098.574,0.91
1066,NER,2022,Niger,False,XOF,68605.921,109.988,76692.731,122.952,75078.919,120.365,0.894,0.894,0.199,0.8,72649.326,0.944
1067,NGA,2011,Nigeria,True,NGN,43271.63,281.236,50061.374,325.364,47816.395,310.774,0.864,0.864,0.33,0.669,46666.502,0.927
1068,NGA,2013,Nigeria,False,NGN,45661.934,290.264,65418.37,415.852,58714.022,373.234,0.697,0.697,0.339,0.66,55540.152,0.822
1069,NIC,2012,Nicaragua,True,NIO,4213.675,178.95,4594.308,195.115,4449.921,188.983,0.917,0.917,0.379,0.62,4403.991,0.956
1070,NLD,1990,Netherlands,False,NLG,3026.67,1662.146,3992.26,2192.415,3710.81,2037.852,0.758,0.758,0.291,0.708,3509.465,0.862
1071,NLD,1991,Netherlands,False,NLG,3165.23,1692.938,4161.13,2225.6,3875.35,2072.748,0.76,0.76,0.286,0.713,3663.18,0.864
1072,NLD,1992,Netherlands,False,NLG,3299.46,1876.328,4325.67,2459.911,4035.56,2294.932,0.762,0.762,0.282,0.717,3812.565,0.865
1073,NLD,1993,Netherlands,False,NLG,3412.04,1837.092,4442.58,2391.949,4165.46,2242.744,0.768,0.768,0.268,0.731,3927.31,0.868
1074,NLD,1994,Netherlands,False,NLG,3376.0,1854.95,4351.0,2390.666,4147.0,2278.578,0.775,0.775,0.209,0.79,3863.5,0.873
1075,NLD,1995,Netherlands,False,NLG,3496.0,2177.277,4609.0,2870.443,4382.0,2729.07,0.758,0.758,0.203,0.796,4052.5,0.862
1076,NLD,1996,Netherlands,False,NLG,3649.0,2164.427,4750.0,2817.492,4532.0,2688.184,0.768,0.768,0.198,0.801,4199.5,0.868
1077,NLD,1997,Netherlands,False,NLG,3785.0,1939.762,4901.0,2511.698,4676.0,2396.388,0.772,0.772,0.201,0.798,4343.0,0.871
1078,NLD,1998,Netherlands,False,NLG,3954.0,1993.212,5096.0,2568.894,4860.0,2449.926,0.775,0.775,0.206,0.793,4525.0,0.873
1079,NLD,2001,Netherlands,True,EUR,2094.0,1875.448,2634.0,2359.088,2517.0,2254.3,0.794,0.794,0.216,0.783,2364.0,0.885
1080,NLD,2002,Netherlands,False,EUR,2201.0,2081.208,2737.0,2588.035,2623.0,2480.24,0.804,0.804,0.212,0.787,2469.0,0.891
1081,NLD,2003,Netherlands,False,EUR,2290.0,2590.357,2926.0,3309.775,2712.0,3067.707,0.782,0.782,0.336,0.663,2608.0,0.878
1082,NLD,2004,Netherlands,False,EUR,2373.0,2951.78,2904.0,3612.292,2792.0,3472.975,0.817,0.817,0.21,0.789,2638.5,0.899
1083,NLD,2011,Netherlands,False,EUR,2955.225,4113.54,4465.047,6215.146,3750.284,5220.227,0.661,0.661,0.473,0.526,3710.135,0.796
1084,NLD,2013,Netherlands,False,EUR,3065.623,4071.509,4696.008,6236.853,3940.746,5233.776,0.652,0.652,0.463,0.536,3880.815,0.789
1085,NLD,2014,Netherlands,False,EUR,3266.821,4339.974,4840.745,6430.934,4127.249,5483.054,0.674,0.674,0.453,0.546,4053.783,0.805
1086,NLD,2015,Netherlands,False,EUR,3324.545,3688.625,4822.913,5351.084,4105.642,4555.262,0.689,0.689,0.478,0.521,4073.729,0.816
1087,NLD,2016,Netherlands,False,EUR,3252.54,3600.247,4809.802,5323.985,4071.095,4506.308,0.676,0.676,0.474,0.525,4031.171,0.806
1088,NLD,2017,Netherlands,False,EUR,3316.381,3746.453,5030.806,5683.207,4204.289,4749.506,0.659,0.659,0.482,0.517,4173.593,0.794
1089,NLD,2018,Netherlands,False,EUR,3351.494,3957.961,5104.572,6028.268,4249.662,5018.658,0.656,0.656,0.487,0.512,4228.033,0.792
1090,NLD,2019,Netherlands,False,EUR,3450.209,3862.421,5187.978,5807.809,4350.85,4870.665,0.665,0.665,0.481,0.518,4319.093,0.798
1091,NLD,2020,Netherlands,False,EUR,3649.923,4168.928,5364.716,6127.558,4552.732,5200.113,0.68,0.68,0.473,0.526,4507.319,0.809
1092,NLD,2021,Netherlands,False,EUR,3836.887,4538.041,5471.032,6470.81,4668.565,5521.699,0.701,0.701,0.491,0.508,4653.959,0.824
1093,NLD,2022,Netherlands,False,EUR,4040.604,4254.953,5710.45,6013.381,4887.956,5147.256,0.707,0.707,0.492,0.507,4875.527,0.828
1094,NLD,2023,Netherlands,False,EUR,4248.751,4594.041,5928.114,6409.884,5086.429,5499.796,0.716,0.716,0.501,0.498,5088.432,0.834
1095,NOR,2002,Norway,False,EUR,3070.57,2903.45,3896.2,3684.144,3610.77,3414.249,0.788,0.788,0.345,0.654,3483.385,0.881
1096,NOR,2004,Norway,False,EUR,2575.318,3203.444,3745.42,4658.936,3181.547,3957.534,0.687,0.687,0.481,0.518,3160.369,0.814
1097,NOR,2005,Norway,False,EUR,2442.592,3038.805,3608.573,4489.391,3056.226,3802.22,0.676,0.676,0.473,0.526,3025.582,0.807
1098,NOR,2006,Norway,False,EUR,2630.946,3303.413,3930.878,4935.606,3307.001,4152.265,0.669,0.669,0.479,0.52,3280.912,0.801
1099,NOR,2007,Norway,False,EUR,3159.649,4330.229,4718.913,6467.166,3975.118,5447.811,0.669,0.669,0.477,0.522,3939.281,0.802
1100,NOR,2008,Norway,False,EUR,3332.434,4901.196,5086.119,7480.437,4249.632,6250.17,0.655,0.655,0.476,0.523,4209.276,0.791
1101,NOR,2009,Norway,False,EUR,3559.465,4964.68,5307.986,7403.486,4464.753,6227.359,0.67,0.67,0.482,0.517,4433.725,0.802
1102,NOR,2010,Norway,False,EUR,3463.418,4591.511,5305.445,7033.517,4401.39,5834.996,0.652,0.652,0.49,0.509,4384.431,0.789
1103,NOR,2011,Norway,False,EUR,3942.223,5487.399,5867.767,8167.669,4934.277,6868.292,0.671,0.671,0.484,0.515,4904.995,0.803
1104,NOR,2012,Norway,False,EUR,4300.054,5524.661,6339.478,8144.889,5337.993,6858.193,0.678,0.678,0.491,0.508,5319.766,0.808
1105,NOR,2013,Norway,False,EUR,4662.172,6191.914,6608.073,8776.301,5654.392,7509.7,0.705,0.705,0.49,0.509,5635.122,0.827
1106,NOR,2014,Norway,False,EUR,4919.816,6535.979,7157.25,9508.413,6050.181,8037.671,0.687,0.687,0.494,0.505,6038.532,0.814
1107,NOR,2015,Norway,False,EUR,4687.836,5201.215,6653.998,7382.696,5680.127,6302.174,0.704,0.704,0.495,0.504,5670.916,0.826
1108,NOR,2016,Norway,False,EUR,4530.177,5014.467,6374.665,7056.137,5470.695,6055.53,0.71,0.71,0.49,0.509,5452.421,0.83
1109,NOR,2017,Norway,False,EUR,4535.049,5123.16,6061.542,6847.609,5325.052,6015.611,0.748,0.748,0.482,0.517,5298.295,0.855
1110,NOR,2018,Norway,False,EUR,4614.588,5449.619,6175.255,7292.695,5433.003,6416.129,0.747,0.747,0.475,0.524,5394.921,0.855
1111,NOR,2019,Norway,False,EUR,4615.374,5166.793,6226.834,6970.782,5462.48,6115.108,0.741,0.741,0.474,0.525,5421.103,0.851
1112,NOR,2020,Norway,False,EUR,4733.515,5406.602,6437.947,7353.398,5630.716,6431.382,0.735,0.735,0.473,0.526,5585.731,0.847
1113,NOR,2021,Norway,False,EUR,4426.427,5235.313,5695.657,6736.483,5151.511,6092.9,0.777,0.777,0.428,0.571,5061.041,0.874
1114,NOR,2022,Norway,False,EUR,4879.831,5138.699,6193.117,6521.653,5617.962,5915.987,0.787,0.787,0.437,0.562,5536.474,0.881
1115,NOR,2023,Norway,False,EUR,5132.92,5550.065,6519.098,7048.896,5912.514,6393.016,0.787,0.787,0.437,0.562,5826.009,0.881
1116,NPL,2008,Nepal,True,NPR,4813.119,68.994,6732.059,96.501,6286.505,90.114,0.714,0.714,0.232,0.767,5772.589,0.833
1117,NPL,2017,Nepal,True,NPR,13629.275,130.408,19454.035,186.142,17801.374,170.329,0.7,0.7,0.283,0.716,16541.654,0.823
1118,NZL,2009,New Zealand,False,NZD,3120.0,1948.931,4520.0,2823.452,3830.0,2392.438,0.69,0.69,0.492,0.507,3820.0,0.816
1119,NZL,2010,New Zealand,False,NZD,3210.0,2312.957,4640.0,3343.34,3940.0,2838.957,0.691,0.691,0.489,0.51,3925.0,0.817
1120,NZL,2014,New Zealand,False,NZD,3590.0,2978.182,5200.0,4313.801,4420.0,3666.731,0.69,0.69,0.484,0.515,4395.0,0.816
1121,NZL,2015,New Zealand,False,NZD,3691.0,2573.964,5305.0,3699.507,4522.0,3153.472,0.695,0.695,0.485,0.514,4498.0,0.82
1122,NZL,2016,New Zealand,False,NZD,3810.0,2652.234,5430.0,3779.955,4640.0,3230.017,0.701,0.701,0.487,0.512,4620.0,0.824
1123,NZL,2017,New Zealand,False,NZD,3910.0,2778.156,5560.0,3950.524,4760.0,3382.103,0.703,0.703,0.484,0.515,4735.0,0.825
1124,NZL,2019,New Zealand,False,NZD,4260.0,2806.555,5940.0,3913.366,5120.0,3373.137,0.717,0.717,0.488,0.511,5100.0,0.835
1125,NZL,2020,New Zealand,False,NZD,4450.0,2885.753,6050.0,3923.328,5270.0,3417.51,0.735,0.735,0.487,0.512,5250.0,0.847
1126,NZL,2021,New Zealand,False,NZD,4760.0,3366.813,6430.0,4548.027,5610.0,3968.029,0.74,0.74,0.491,0.508,5595.0,0.85
1127,NZL,2022,New Zealand,False,NZD,5100.0,3233.613,6840.0,4336.845,5990.0,3797.91,0.745,0.745,0.488,0.511,5970.0,0.854
1128,PAK,2006,Pakistan,True,PKR,3546.985,58.85,5443.278,90.313,5196.045,86.211,0.651,0.651,0.13,0.869,4495.131,0.789
1129,PAK,2009,Pakistan,False,PKR,5443.397,66.616,8278.717,101.315,7922.301,96.953,0.657,0.657,0.125,0.874,6861.057,0.793
1130,PAK,2010,Pakistan,False,PKR,6081.35,71.382,9334.499,109.568,8939.575,104.932,0.651,0.651,0.121,0.878,7707.924,0.788
1131,PAK,2019,Pakistan,False,PKR,15798.355,105.297,22363.697,149.055,21544.745,143.597,0.706,0.706,0.124,0.875,19081.025,0.827
1132,PAK,2021,Pakistan,False,PKR,20020.482,122.896,24698.793,151.613,24068.182,147.743,0.81,0.81,0.134,0.865,22359.637,0.895
1133,PAN,1997,Panama,True,PAB,407.52,407.52,462.769,462.769,442.173,442.173,0.88,0.88,0.372,0.627,435.144,0.936
1134,PAN,2003,Panama,False,PAB,366.453,366.453,401.482,401.482,387.5,387.5,0.912,0.912,0.399,0.6,383.967,0.954
1135,PAN,2006,Panama,True,PAB,395.194,395.194,429.722,429.722,416.234,416.234,0.919,0.919,0.39,0.609,412.457,0.958
1136,PAN,2007,Panama,False,PAB,410.247,410.247,431.44,431.44,423.037,423.037,0.95,0.95,0.396,0.603,420.843,0.974
1137,PAN,2008,Panama,False,PAB,467.971,467.971,497.216,497.216,486.108,486.108,0.941,0.941,0.379,0.62,482.593,0.969
1138,PAN,2009,Panama,False,PAB,521.831,521.831,561.736,561.736,546.177,546.177,0.928,0.928,0.389,0.61,541.783,0.963
1139,PAN,2011,Panama,False,PAB,566.978,566.978,599.858,599.858,586.166,586.166,0.945,0.945,0.416,0.583,583.417,0.971
1140,PAN,2013,Panama,False,PAB,655.433,655.433,711.554,711.554,688.745,688.745,0.921,0.921,0.406,0.593,683.493,0.958
1141,PAN,2014,Panama,False,PAB,679.288,679.288,713.566,713.566,699.21,699.21,0.951,0.951,0.418,0.581,696.427,0.975
1142,PER,1997,Peru,False,PEN,567.717,213.094,701.4,263.272,652.978,245.097,0.809,0.809,0.362,0.637,634.558,0.894
1143,PER,1998,Peru,False,PEN,642.542,219.298,798.835,272.64,740.65,252.781,0.804,0.804,0.372,0.627,720.688,0.891
1144,PER,2000,Peru,False,PEN,631.008,180.805,749.717,214.819,706.449,202.421,0.841,0.841,0.364,0.635,690.362,0.914
1145,PER,2001,Peru,False,PEN,618.657,176.415,760.08,216.742,710.278,202.541,0.813,0.813,0.352,0.647,689.368,0.897
1146,PER,2002,Peru,True,PEN,728.762,207.241,878.126,249.716,822.496,233.896,0.829,0.829,0.372,0.627,803.444,0.907
1147,PER,2003,Peru,False,PEN,710.648,204.299,921.926,265.038,842.628,242.241,0.77,0.77,0.375,0.624,816.287,0.87
1148,PER,2004,Peru,False,PEN,616.009,180.48,828.067,242.609,750.341,219.836,0.743,0.743,0.366,0.633,722.038,0.853
1149,PER,2005,Peru,False,PEN,640.492,194.333,840.955,255.156,767.266,232.798,0.761,0.761,0.367,0.632,740.723,0.864
1150,PER,2006,Peru,False,PEN,693.399,211.787,880.601,268.965,811.478,247.853,0.787,0.787,0.369,0.63,787.0,0.881
1151,PER,2007,Peru,False,PEN,765.57,244.744,941.677,301.043,874.889,279.692,0.812,0.812,0.379,0.62,853.623,0.896
1152,PER,2008,Peru,False,PEN,756.192,258.579,1049.478,358.868,937.622,320.62,0.72,0.72,0.381,0.618,902.835,0.837
1153,PER,2009,Peru,False,PEN,851.712,282.819,1128.966,374.884,1023.49,339.86,0.754,0.754,0.38,0.619,990.339,0.86
1154,PER,2010,Peru,False,PEN,856.386,303.132,1152.929,408.098,1038.095,367.451,0.742,0.742,0.387,0.612,1004.657,0.852
1155,PER,2011,Peru,False,PEN,927.163,336.648,1212.21,440.148,1099.145,399.094,0.764,0.764,0.396,0.603,1069.686,0.866
1156,PER,2012,Peru,False,PEN,1015.828,385.135,1300.249,492.969,1188.566,450.626,0.781,0.781,0.392,0.607,1158.038,0.877
1157,PER,2013,Peru,False,PEN,1067.182,394.975,1387.592,513.562,1263.449,467.615,0.769,0.769,0.387,0.612,1227.387,0.869
1158,PER,2014,Peru,False,PEN,1137.872,400.794,1446.738,509.586,1325.708,466.956,0.786,0.786,0.391,0.608,1292.305,0.88
