,country,year,wage,sex,ISO,currency,local_currency,break
2404,Brazil,2024,3154.839,T,BRA,Local,Real (BRL),False
2405,Brazil,2024,1249.69,T,BRA,PPP,Real (BRL),False
2406,Brazil,2024,3444.154,M,BRA,Local,Real (BRL),False
2407,Brazil,2024,1364.293,M,BRA,PPP,Real (BRL),False
2408,Brazil,2024,2821.666,F,BRA,Local,Real (BRL),False
2409,Brazil,2024,1117.714,F,BRA,PPP,Real (BRL),False
2410,Brazil,2023,2861.414,T,BRA,Local,Real (BRL),False
2411,Brazil,2023,1149.071,T,BRA,PPP,Real (BRL),False
2412,Brazil,2023,572.927,T,BRA,USD,Real (BRL),False
2413,Brazil,2023,3110.729,M,BRA,Local,Real (BRL),False
2414,Brazil,2023,1249.189,M,BRA,PPP,Real (BRL),False
2415,Brazil,2023,622.846,M,BRA,USD,Real (BRL),False
2416,Brazil,2023,2574.013,F,BRA,Local,Real (BRL),False
2417,Brazil,2023,1033.658,F,BRA,PPP,Real (BRL),False
2418,Brazil,2023,515.382,F,BRA,USD,Real (BRL),False
2419,Brazil,2022,2614.37,T,BRA,Local,Real (BRL),False
2420,Brazil,2022,1054.676,T,BRA,PPP,Real (BRL),False
2421,Brazil,2022,506.271,T,BRA,USD,Real (BRL),False
2422,Brazil,2022,2840.064,M,BRA,Local,Real (BRL),False
2423,Brazil,2022,1145.725,M,BRA,PPP,Real (BRL),False
2424,Brazil,2022,549.977,M,BRA,USD,Real (BRL),False
2425,Brazil,2022,2350.195,F,BRA,Local,Real (BRL),False
2426,Brazil,2022,948.104,F,BRA,PPP,Real (BRL),False
2427,Brazil,2022,455.114,F,BRA,USD,Real (BRL),False
2428,Brazil,2021,2414.265,T,BRA,Local,Real (BRL),False
2429,Brazil,2021,985.469,T,BRA,PPP,Real (BRL),False
2430,Brazil,2021,447.55,T,BRA,USD,Real (BRL),False
2431,Brazil,2021,2598.59,M,BRA,Local,Real (BRL),False
2432,Brazil,2021,1060.708,M,BRA,PPP,Real (BRL),False
2433,Brazil,2021,481.72,M,BRA,USD,Real (BRL),False
2434,Brazil,2021,2190.46,F,BRA,Local,Real (BRL),False
2435,Brazil,2021,894.115,F,BRA,PPP,Real (BRL),False
2436,Brazil,2021,406.062,F,BRA,USD,Real (BRL),False
2437,Brazil,2020,2459.159,T,BRA,Local,Real (BRL),False
2438,Brazil,2020,1049.164,T,BRA,PPP,Real (BRL),False
2439,Brazil,2020,477.027,T,BRA,USD,Real (BRL),False
2440,Brazil,2020,2670.106,M,BRA,Local,Real (BRL),False
2441,Brazil,2020,1139.161,M,BRA,PPP,Real (BRL),False
2442,Brazil,2020,517.946,M,BRA,USD,Real (BRL),False
2443,Brazil,2020,2203.24,F,BRA,Local,Real (BRL),False
2444,Brazil,2020,939.98,F,BRA,PPP,Real (BRL),False
2445,Brazil,2020,427.384,F,BRA,USD,Real (BRL),False
2446,Brazil,2019,2271.106,T,BRA,Local,Real (BRL),False
2447,Brazil,2019,970.768,T,BRA,PPP,Real (BRL),False
2448,Brazil,2019,575.769,T,BRA,USD,Real (BRL),False
2449,Brazil,2019,2496.269,M,BRA,Local,Real (BRL),False
2450,Brazil,2019,1067.013,M,BRA,PPP,Real (BRL),False
2451,Brazil,2019,632.853,M,BRA,USD,Real (BRL),False
2452,Brazil,2019,2010.348,F,BRA,Local,Real (BRL),False
2453,Brazil,2019,859.309,F,BRA,PPP,Real (BRL),False
2454,Brazil,2019,509.662,F,BRA,USD,Real (BRL),False
2455,Brazil,2018,2135.624,T,BRA,Local,Real (BRL),False
2456,Brazil,2018,910.73,T,BRA,PPP,Real (BRL),False
2457,Brazil,2018,584.49,T,BRA,USD,Real (BRL),False
2458,Brazil,2018,2343.183,M,BRA,Local,Real (BRL),False
2459,Brazil,2018,999.243,M,BRA,PPP,Real (BRL),False
2460,Brazil,2018,641.296,M,BRA,USD,Real (BRL),False
2461,Brazil,2018,1894.253,F,BRA,Local,Real (BRL),False
2462,Brazil,2018,807.798,F,BRA,PPP,Real (BRL),False
2463,Brazil,2018,518.43,F,BRA,USD,Real (BRL),False
2464,Brazil,2017,2028.61,T,BRA,Local,Real (BRL),False
2465,Brazil,2017,852.555,T,BRA,PPP,Real (BRL),False
2466,Brazil,2017,635.651,T,BRA,USD,Real (BRL),False
2467,Brazil,2017,2220.671,M,BRA,Local,Real (BRL),False
2468,Brazil,2017,933.272,M,BRA,PPP,Real (BRL),False
2469,Brazil,2017,695.832,M,BRA,USD,Real (BRL),False
2470,Brazil,2017,1804.623,F,BRA,Local,Real (BRL),False
2471,Brazil,2017,758.422,F,BRA,PPP,Real (BRL),False
2472,Brazil,2017,565.466,F,BRA,USD,Real (BRL),False
2473,Brazil,2016,1924.736,T,BRA,Local,Real (BRL),False
2474,Brazil,2016,840.175,T,BRA,PPP,Real (BRL),False
2475,Brazil,2016,551.293,T,BRA,USD,Real (BRL),False
2476,Brazil,2016,2107.729,M,BRA,Local,Real (BRL),False
2477,Brazil,2016,920.054,M,BRA,PPP,Real (BRL),False
2478,Brazil,2016,603.707,M,BRA,USD,Real (BRL),False
2479,Brazil,2016,1708.923,F,BRA,Local,Real (BRL),False
2480,Brazil,2016,745.969,F,BRA,PPP,Real (BRL),False
2481,Brazil,2016,489.478,F,BRA,USD,Real (BRL),False
2482,Brazil,2015,1710.604,T,BRA,Local,Real (BRL),False
2483,Brazil,2015,809.213,T,BRA,PPP,Real (BRL),False
2484,Brazil,2015,514.173,T,BRA,USD,Real (BRL),False
2485,Brazil,2015,1886.516,M,BRA,Local,Real (BRL),False
2486,Brazil,2015,892.429,M,BRA,PPP,Real (BRL),False
2487,Brazil,2015,567.048,M,BRA,USD,Real (BRL),False
2488,Brazil,2015,1502.491,F,BRA,Local,Real (BRL),False
2489,Brazil,2015,710.764,F,BRA,PPP,Real (BRL),False
2490,Brazil,2015,451.618,F,BRA,USD,Real (BRL),False
2491,Brazil,2014,1576.757,T,BRA,Local,Real (BRL),False
2492,Brazil,2014,820.415,T,BRA,PPP,Real (BRL),False
2493,Brazil,2014,670.119,T,BRA,USD,Real (BRL),False
2494,Brazil,2014,1750.144,M,BRA,Local,Real (BRL),False
2495,Brazil,2014,910.631,M,BRA,PPP,Real (BRL),False
2496,Brazil,2014,743.808,M,BRA,USD,Real (BRL),False
2497,Brazil,2014,1367.049,F,BRA,Local,Real (BRL),False
2498,Brazil,2014,711.3,F,BRA,PPP,Real (BRL),False
2499,Brazil,2014,580.993,F,BRA,USD,Real (BRL),False
2500,Brazil,2013,1413.38,T,BRA,Local,Real (BRL),False
2501,Brazil,2013,783.062,T,BRA,PPP,Real (BRL),False
2502,Brazil,2013,655.529,T,BRA,USD,Real (BRL),False
2503,Brazil,2013,1556.94,M,BRA,Local,Real (BRL),False
2504,Brazil,2013,862.6,M,BRA,PPP,Real (BRL),False
2505,Brazil,2013,722.113,M,BRA,USD,Real (BRL),False
2506,Brazil,2013,1236.474,F,BRA,Local,Real (BRL),False
2507,Brazil,2013,685.05,F,BRA,PPP,Real (BRL),False
2508,Brazil,2013,573.48,F,BRA,USD,Real (BRL),False
2509,Brazil,2012,1323.661,T,BRA,Local,Real (BRL),True
2510,Brazil,2012,793.182,T,BRA,PPP,Real (BRL),True
2511,Brazil,2012,677.734,T,BRA,USD,Real (BRL),True
2512,Brazil,2012,1463.03,M,BRA,Local,Real (BRL),True
2513,Brazil,2012,876.697,M,BRA,PPP,Real (BRL),True
2514,Brazil,2012,749.093,M,BRA,USD,Real (BRL),True
2515,Brazil,2012,1150.739,F,BRA,Local,Real (BRL),True
2516,Brazil,2012,689.562,F,BRA,PPP,Real (BRL),True
2517,Brazil,2012,589.196,F,BRA,USD,Real (BRL),True
2518,Brazil,2011,1202.475,T,BRA,Local,Real (BRL),False
2519,Brazil,2011,728.234,T,BRA,PPP,Real (BRL),False
2520,Brazil,2011,718.827,T,BRA,USD,Real (BRL),False
2521,Brazil,2011,1335.797,M,BRA,Local,Real (BRL),False
2522,Brazil,2011,808.975,M,BRA,PPP,Real (BRL),False
2523,Brazil,2011,798.526,M,BRA,USD,Real (BRL),False
2524,Brazil,2011,1036.805,F,BRA,Local,Real (BRL),False
2525,Brazil,2011,627.902,F,BRA,PPP,Real (BRL),False
2526,Brazil,2011,619.792,F,BRA,USD,Real (BRL),False
2527,Brazil,2009,930.523,T,BRA,Local,Real (BRL),False
2528,Brazil,2009,602.024,T,BRA,PPP,Real (BRL),False
2529,Brazil,2009,465.395,T,BRA,USD,Real (BRL),False
2530,Brazil,2009,1027.881,M,BRA,Local,Real (BRL),False
2531,Brazil,2009,665.013,M,BRA,PPP,Real (BRL),False
2532,Brazil,2009,514.088,M,BRA,USD,Real (BRL),False
2533,Brazil,2009,808.044,F,BRA,Local,Real (BRL),False
2534,Brazil,2009,522.783,F,BRA,PPP,Real (BRL),False
2535,Brazil,2009,404.137,F,BRA,USD,Real (BRL),False
2536,Brazil,2008,898.461,T,BRA,Local,Real (BRL),False
2537,Brazil,2008,611.87,T,BRA,PPP,Real (BRL),False
2538,Brazil,2008,489.954,T,BRA,USD,Real (BRL),False
2539,Brazil,2008,1001.963,M,BRA,Local,Real (BRL),False
2540,Brazil,2008,682.357,M,BRA,PPP,Real (BRL),False
2541,Brazil,2008,546.396,M,BRA,USD,Real (BRL),False
2542,Brazil,2008,764.939,F,BRA,Local,Real (BRL),False
2543,Brazil,2008,520.939,F,BRA,PPP,Real (BRL),False
2544,Brazil,2008,417.141,F,BRA,USD,Real (BRL),False
2545,Brazil,2007,812.246,T,BRA,Local,Real (BRL),False
2546,Brazil,2007,562.954,T,BRA,PPP,Real (BRL),False
2547,Brazil,2007,417.166,T,BRA,USD,Real (BRL),False
2548,Brazil,2007,899.248,M,BRA,Local,Real (BRL),False
2549,Brazil,2007,623.255,M,BRA,PPP,Real (BRL),False
2550,Brazil,2007,461.85,M,BRA,USD,Real (BRL),False
2551,Brazil,2007,700.347,F,BRA,Local,Real (BRL),False
2552,Brazil,2007,485.399,F,BRA,PPP,Real (BRL),False
2553,Brazil,2007,359.695,F,BRA,USD,Real (BRL),False
2554,Brazil,2006,749.473,T,BRA,Local,Real (BRL),False
2555,Brazil,2006,523.431,T,BRA,PPP,Real (BRL),False
2556,Brazil,2006,344.534,T,BRA,USD,Real (BRL),False
2557,Brazil,2006,831.763,M,BRA,Local,Real (BRL),False
2558,Brazil,2006,580.901,M,BRA,PPP,Real (BRL),False
2559,Brazil,2006,382.362,M,BRA,USD,Real (BRL),False
2560,Brazil,2006,644.396,F,BRA,Local,Real (BRL),False
2561,Brazil,2006,450.045,F,BRA,PPP,Real (BRL),False
2562,Brazil,2006,296.229,F,BRA,USD,Real (BRL),False
2563,Brazil,2005,689.325,T,BRA,Local,Real (BRL),False
2564,Brazil,2005,485.889,T,BRA,PPP,Real (BRL),False
2565,Brazil,2005,283.161,T,BRA,USD,Real (BRL),False
2566,Brazil,2005,766.495,M,BRA,Local,Real (BRL),False
2567,Brazil,2005,540.285,M,BRA,PPP,Real (BRL),False
2568,Brazil,2005,314.861,M,BRA,USD,Real (BRL),False
2569,Brazil,2005,588.56,F,BRA,Local,Real (BRL),False
2570,Brazil,2005,414.863,F,BRA,PPP,Real (BRL),False
2571,Brazil,2005,241.769,F,BRA,USD,Real (BRL),False
2572,Brazil,2004,636.391,T,BRA,Local,Real (BRL),False
2573,Brazil,2004,463.662,T,BRA,PPP,Real (BRL),False
2574,Brazil,2004,217.561,T,BRA,USD,Real (BRL),False
2575,Brazil,2004,710.988,M,BRA,Local,Real (BRL),False
2576,Brazil,2004,518.011,M,BRA,PPP,Real (BRL),False
2577,Brazil,2004,243.063,M,BRA,USD,Real (BRL),False
2578,Brazil,2004,539.623,F,BRA,Local,Real (BRL),False
2579,Brazil,2004,393.158,F,BRA,PPP,Real (BRL),False
2580,Brazil,2004,184.479,F,BRA,USD,Real (BRL),False
2581,Brazil,2003,593.44,T,BRA,Local,Real (BRL),False
2582,Brazil,2003,448.875,T,BRA,PPP,Real (BRL),False
2583,Brazil,2003,192.833,T,BRA,USD,Real (BRL),False
2584,Brazil,2003,661.412,M,BRA,Local,Real (BRL),False
2585,Brazil,2003,500.288,M,BRA,PPP,Real (BRL),False
2586,Brazil,2003,214.92,M,BRA,USD,Real (BRL),False
2587,Brazil,2003,504.213,F,BRA,Local,Real (BRL),False
2588,Brazil,2003,381.385,F,BRA,PPP,Real (BRL),False
2589,Brazil,2003,163.84,F,BRA,USD,Real (BRL),False
2590,Brazil,2002,549.051,T,BRA,Local,Real (BRL),False
2591,Brazil,2002,465.836,T,BRA,PPP,Real (BRL),False
2592,Brazil,2002,188.008,T,BRA,USD,Real (BRL),False
2593,Brazil,2002,613.684,M,BRA,Local,Real (BRL),False
2594,Brazil,2002,520.673,M,BRA,PPP,Real (BRL),False
2595,Brazil,2002,210.14,M,BRA,USD,Real (BRL),False
2596,Brazil,2002,462.887,F,BRA,Local,Real (BRL),False
2597,Brazil,2002,392.731,F,BRA,PPP,Real (BRL),False
2598,Brazil,2002,158.503,F,BRA,USD,Real (BRL),False
2599,Brazil,2001,520.074,T,BRA,Local,Real (BRL),False
2600,Brazil,2001,471.066,T,BRA,PPP,Real (BRL),False
2601,Brazil,2001,221.343,T,BRA,USD,Real (BRL),False
2602,Brazil,2001,585.702,M,BRA,Local,Real (BRL),False
2603,Brazil,2001,530.509,M,BRA,PPP,Real (BRL),False
2604,Brazil,2001,249.274,M,BRA,USD,Real (BRL),False
2605,Brazil,2001,431.377,F,BRA,Local,Real (BRL),False
2606,Brazil,2001,390.727,F,BRA,PPP,Real (BRL),False
2607,Brazil,2001,183.593,F,BRA,USD,Real (BRL),False
2608,Brazil,2000,766.53,T,BRA,Local,Real (BRL),False
2609,Brazil,2000,721.402,T,BRA,PPP,Real (BRL),False
2610,Brazil,2000,419.001,T,BRA,USD,Real (BRL),False
2611,Brazil,2000,823.48,M,BRA,Local,Real (BRL),False
2612,Brazil,2000,774.999,M,BRA,PPP,Real (BRL),False
2613,Brazil,2000,450.131,M,BRA,USD,Real (BRL),False
2614,Brazil,2000,677.71,F,BRA,Local,Real (BRL),False
2615,Brazil,2000,637.811,F,BRA,PPP,Real (BRL),False
2616,Brazil,2000,370.45,F,BRA,USD,Real (BRL),False
2617,Brazil,1999,460.716,T,BRA,Local,Real (BRL),False
2618,Brazil,1999,448.974,T,BRA,PPP,Real (BRL),False
2619,Brazil,1999,253.988,T,BRA,USD,Real (BRL),False
2620,Brazil,1999,519.753,M,BRA,Local,Real (BRL),False
2621,Brazil,1999,506.506,M,BRA,PPP,Real (BRL),False
2622,Brazil,1999,286.534,M,BRA,USD,Real (BRL),False
2623,Brazil,1999,379.246,F,BRA,Local,Real (BRL),False
2624,Brazil,1999,369.58,F,BRA,PPP,Real (BRL),False
2625,Brazil,1999,209.074,F,BRA,USD,Real (BRL),False
2626,Brazil,1998,464.568,T,BRA,Local,Real (BRL),False
2627,Brazil,1998,464.558,T,BRA,PPP,Real (BRL),False
2628,Brazil,1998,400.311,T,BRA,USD,Real (BRL),False
2629,Brazil,1998,526.832,M,BRA,Local,Real (BRL),False
2630,Brazil,1998,526.821,M,BRA,PPP,Real (BRL),False
2631,Brazil,1998,453.963,M,BRA,USD,Real (BRL),False
2632,Brazil,1998,375.692,F,BRA,Local,Real (BRL),False
2633,Brazil,1998,375.684,F,BRA,PPP,Real (BRL),False
2634,Brazil,1998,323.728,F,BRA,USD,Real (BRL),False
2635,Brazil,1997,444.776,T,BRA,Local,Real (BRL),False
2636,Brazil,1997,451.961,T,BRA,PPP,Real (BRL),False
2637,Brazil,1997,412.596,T,BRA,USD,Real (BRL),False
2638,Brazil,1997,504.214,M,BRA,Local,Real (BRL),False
2639,Brazil,1997,512.36,M,BRA,PPP,Real (BRL),False
2640,Brazil,1997,467.735,M,BRA,USD,Real (BRL),False
2641,Brazil,1997,358.468,F,BRA,Local,Real (BRL),False
2642,Brazil,1997,364.26,F,BRA,PPP,Real (BRL),False
2643,Brazil,1997,332.534,F,BRA,USD,Real (BRL),False
2644,Brazil,1996,423.097,T,BRA,Local,Real (BRL),False
2645,Brazil,1996,449.211,T,BRA,PPP,Real (BRL),False
2646,Brazil,1996,420.95,T,BRA,USD,Real (BRL),False
2647,Brazil,1996,480.875,M,BRA,Local,Real (BRL),False
2648,Brazil,1996,510.555,M,BRA,PPP,Real (BRL),False
2649,Brazil,1996,478.435,M,BRA,USD,Real (BRL),False
2650,Brazil,1996,338.698,F,BRA,Local,Real (BRL),False
2651,Brazil,1996,359.603,F,BRA,PPP,Real (BRL),False
2652,Brazil,1996,336.979,F,BRA,USD,Real (BRL),False
2653,Brazil,1995,371.931,T,BRA,Local,Real (BRL),True
2654,Brazil,1995,444.095,T,BRA,PPP,Real (BRL),True
2655,Brazil,1995,405.301,T,BRA,USD,Real (BRL),True
2656,Brazil,1995,429.208,M,BRA,Local,Real (BRL),True
2657,Brazil,1995,512.485,M,BRA,PPP,Real (BRL),True
2658,Brazil,1995,467.717,M,BRA,USD,Real (BRL),True
2659,Brazil,1995,286.922,F,BRA,Local,Real (BRL),True
2660,Brazil,1995,342.592,F,BRA,PPP,Real (BRL),True
2661,Brazil,1995,312.664,F,BRA,USD,Real (BRL),True
2662,Brazil,1994,428.59,T,BRA,Local,Cruzeiro (BRB),False
2663,Brazil,1994,470.93,M,BRA,Local,Cruzeiro (BRB),False
2664,Brazil,1994,356.23,F,BRA,Local,Cruzeiro (BRB),False
2665,Brazil,1993,34434.0,T,BRA,Local,Cruzeiro (BRB),False
2666,Brazil,1993,37689.0,M,BRA,Local,Cruzeiro (BRB),False
2667,Brazil,1993,27144.0,F,BRA,Local,Cruzeiro (BRB),False
2668,Brazil,1992,1477.0,T,BRA,Local,Cruzeiro (BRB),False
2669,Brazil,1992,1637.0,M,BRA,Local,Cruzeiro (BRB),False
2670,Brazil,1992,1181.0,F,BRA,Local,Cruzeiro (BRB),False
2671,Brazil,1991,134539.0,T,BRA,Local,Cruzeiro (BRB),False
2672,Brazil,1991,148251.0,M,BRA,Local,Cruzeiro (BRB),False
2673,Brazil,1991,109006.0,F,BRA,Local,Cruzeiro (BRB),False
2674,Brazil,1990,18820.6,T,BRA,Local,Cruzeiro real (BRR),False
2675,Brazil,1990,20527.247,M,BRA,Local,Cruzeiro real (BRR),False
2676,Brazil,1990,15921.442,F,BRA,Local,Cruzeiro real (BRR),False
2677,Brazil,1989,852.263,T,BRA,Local,Cruzeiro real (BRR),False
2678,Brazil,1989,980.157,M,BRA,Local,Cruzeiro real (BRR),False
2679,Brazil,1989,627.554,F,BRA,Local,Cruzeiro real (BRR),False
2680,Brazil,1988,72.679,T,BRA,Local,Cruzeiro (BRB),False
2681,Brazil,1988,80.86,M,BRA,Local,Cruzeiro (BRB),False
2682,Brazil,1988,56.22,F,BRA,Local,Cruzeiro (BRB),False
2683,Brazil,1987,11.152,T,BRA,Local,Cruzeiro (BRB),False
2684,Brazil,1986,3.421,T,BRA,Local,Cruzeiro (BRB),False
2685,Brazil,1985,1.423,T,BRA,Local,Cruzeiro (BRB),False
2686,Brazil,1984,0.385,T,BRA,Local,Cruzeiro (BRB),False
2687,Barbados,2016,2680.239,T,BRB,Local,Barbadian dollar (BBD),False
2688,Barbados,2016,1116.854,T,BRB,PPP,Barbadian dollar (BBD),False
2689,Barbados,2016,1340.12,T,BRB,USD,Barbadian dollar (BBD),False
2690,Barbados,2016,2752.469,M,BRB,Local,Barbadian dollar (BBD),False
2691,Barbados,2016,1146.952,M,BRB,PPP,Barbadian dollar (BBD),False
2692,Barbados,2016,1376.234,M,BRB,USD,Barbadian dollar (BBD),False
2693,Barbados,2016,2621.563,F,BRB,Local,Barbadian dollar (BBD),False
2694,Barbados,2016,1092.404,F,BRB,PPP,Barbadian dollar (BBD),False
2695,Barbados,2016,1310.782,F,BRB,USD,Barbadian dollar (BBD),False
2696,Brunei Darussalam,2014,1799.403,T,BRN,Local,Brunei dollar (BND),True
2697,Brunei Darussalam,2014,2375.624,T,BRN,PPP,Brunei dollar (BND),True
2698,Brunei Darussalam,2014,1420.162,T,BRN,USD,Brunei dollar (BND),True
2699,Brunei Darussalam,2014,1887.158,M,BRN,Local,Brunei dollar (BND),True
2700,Brunei Darussalam,2014,2491.482,M,BRN,PPP,Brunei dollar (BND),True
2701,Brunei Darussalam,2014,1489.423,M,BRN,USD,Brunei dollar (BND),True
2702,Brunei Darussalam,2014,1684.674,F,BRN,Local,Brunei dollar (BND),True
2703,Brunei Darussalam,2014,2224.156,F,BRN,PPP,Brunei dollar (BND),True
2704,Brunei Darussalam,2014,1329.613,F,BRN,USD,Brunei dollar (BND),True
2705,Brunei Darussalam,1985,1055.126,T,BRN,Local,Brunei dollar (BND),False
2706,Brunei Darussalam,1985,1097.173,M,BRN,Local,Brunei dollar (BND),False
2707,Brunei Darussalam,1985,887.452,F,BRN,Local,Brunei dollar (BND),False
2708,Brunei Darussalam,1984,987.439,T,BRN,Local,Brunei dollar (BND),False
2709,Brunei Darussalam,1984,1022.549,M,BRN,Local,Brunei dollar (BND),False
2710,Brunei Darussalam,1984,889.402,F,BRN,Local,Brunei dollar (BND),False
2711,Brunei Darussalam,1983,1124.804,T,BRN,Local,Brunei dollar (BND),False
2712,Brunei Darussalam,1983,1270.623,M,BRN,Local,Brunei dollar (BND),False
2713,Brunei Darussalam,1983,612.439,F,BRN,Local,Brunei dollar (BND),False
2714,Brunei Darussalam,1982,652.984,T,BRN,Local,Brunei dollar (BND),False
2715,Brunei Darussalam,1982,978.178,M,BRN,Local,Brunei dollar (BND),False
2716,Brunei Darussalam,1982,770.425,F,BRN,Local,Brunei dollar (BND),False
2717,Brunei Darussalam,1981,818.22,T,BRN,Local,Brunei dollar (BND),False
2718,Brunei Darussalam,1981,770.441,M,BRN,Local,Brunei dollar (BND),False
2719,Brunei Darussalam,1981,538.323,F,BRN,Local,Brunei dollar (BND),False
2720,Brunei Darussalam,1980,987.439,T,BRN,Local,Brunei dollar (BND),False
2721,Brunei Darussalam,1980,917.672,M,BRN,Local,Brunei dollar (BND),False
2722,Brunei Darussalam,1980,809.434,F,BRN,Local,Brunei dollar (BND),False
2723,Brunei Darussalam,1979,593.26,T,BRN,Local,Brunei dollar (BND),False
2724,Brunei Darussalam,1978,571.361,T,BRN,Local,Brunei dollar (BND),False
2725,Brunei Darussalam,1977,432.004,T,BRN,Local,Brunei dollar (BND),False
2726,Brunei Darussalam,1976,370.29,T,BRN,Local,Brunei dollar (BND),False
2727,Brunei Darussalam,1975,370.29,T,BRN,Local,Brunei dollar (BND),False
2728,Brunei Darussalam,1974,408.115,T,BRN,Local,Brunei dollar (BND),False
2729,Brunei Darussalam,1973,372.28,T,BRN,Local,Brunei dollar (BND),False
2730,Brunei Darussalam,1972,326.492,T,BRN,Local,Brunei dollar (BND),False
2731,Bhutan,2023,26032.675,T,BTN,Local,Ngultrum (BTN),False
2732,Bhutan,2023,1244.609,T,BTN,PPP,Ngultrum (BTN),False
2733,Bhutan,2023,315.168,T,BTN,USD,Ngultrum (BTN),False
2734,Bhutan,2023,27683.361,M,BTN,Local,Ngultrum (BTN),False
2735,Bhutan,2023,1323.527,M,BTN,PPP,Ngultrum (BTN),False
2736,Bhutan,2023,335.153,M,BTN,USD,Ngultrum (BTN),False
2737,Bhutan,2023,21913.172,F,BTN,Local,Ngultrum (BTN),False
2738,Bhutan,2023,1047.658,F,BTN,PPP,Ngultrum (BTN),False
2739,Bhutan,2023,265.295,F,BTN,USD,Ngultrum (BTN),False
2740,Bhutan,2022,22169.88,T,BTN,Local,Ngultrum (BTN),False
2741,Bhutan,2022,1061.081,T,BTN,PPP,Ngultrum (BTN),False
2742,Bhutan,2022,282.043,T,BTN,USD,Ngultrum (BTN),False
2743,Bhutan,2022,22819.105,M,BTN,Local,Ngultrum (BTN),False
2744,Bhutan,2022,1092.154,M,BTN,PPP,Ngultrum (BTN),False
2745,Bhutan,2022,290.303,M,BTN,USD,Ngultrum (BTN),False
2746,Bhutan,2022,20583.052,F,BTN,Local,Ngultrum (BTN),False
2747,Bhutan,2022,985.133,F,BTN,PPP,Ngultrum (BTN),False
2748,Bhutan,2022,261.856,F,BTN,USD,Ngultrum (BTN),False
2749,Bhutan,2021,20815.641,T,BTN,Local,Ngultrum (BTN),False
2750,Bhutan,2021,974.462,T,BTN,PPP,Ngultrum (BTN),False
2751,Bhutan,2021,281.604,T,BTN,USD,Ngultrum (BTN),False
2752,Bhutan,2021,21482.459,M,BTN,Local,Ngultrum (BTN),False
2753,Bhutan,2021,1005.678,M,BTN,PPP,Ngultrum (BTN),False
2754,Bhutan,2021,290.626,M,BTN,USD,Ngultrum (BTN),False
2755,Bhutan,2021,19327.814,F,BTN,Local,Ngultrum (BTN),False
2756,Bhutan,2021,904.811,F,BTN,PPP,Ngultrum (BTN),False
2757,Bhutan,2021,261.476,F,BTN,USD,Ngultrum (BTN),False
2758,Bhutan,2020,19894.841,T,BTN,Local,Ngultrum (BTN),False
2759,Bhutan,2020,959.991,T,BTN,PPP,Ngultrum (BTN),False
2760,Bhutan,2020,268.488,T,BTN,USD,Ngultrum (BTN),False
2761,Bhutan,2020,20846.312,M,BTN,Local,Ngultrum (BTN),False
2762,Bhutan,2020,1005.902,M,BTN,PPP,Ngultrum (BTN),False
2763,Bhutan,2020,281.328,M,BTN,USD,Ngultrum (BTN),False
2764,Bhutan,2020,17775.194,F,BTN,Local,Ngultrum (BTN),False
2765,Bhutan,2020,857.711,F,BTN,PPP,Ngultrum (BTN),False
2766,Bhutan,2020,239.883,F,BTN,USD,Ngultrum (BTN),False
2767,Bhutan,2019,19387.236,T,BTN,Local,Ngultrum (BTN),False
2768,Bhutan,2019,949.0,T,BTN,PPP,Ngultrum (BTN),False
2769,Bhutan,2019,275.307,T,BTN,USD,Ngultrum (BTN),False
2770,Bhutan,2019,19923.594,M,BTN,Local,Ngultrum (BTN),False
2771,Bhutan,2019,975.255,M,BTN,PPP,Ngultrum (BTN),False
2772,Bhutan,2019,282.924,M,BTN,USD,Ngultrum (BTN),False
2773,Bhutan,2019,18006.71,F,BTN,Local,Ngultrum (BTN),False
2774,Bhutan,2019,881.424,F,BTN,PPP,Ngultrum (BTN),False
2775,Bhutan,2019,255.703,F,BTN,USD,Ngultrum (BTN),False
2776,Bhutan,2018,15743.924,T,BTN,Local,Ngultrum (BTN),False
2777,Bhutan,2018,776.738,T,BTN,PPP,Ngultrum (BTN),False
2778,Bhutan,2018,230.21,T,BTN,USD,Ngultrum (BTN),False
2779,Bhutan,2018,16564.069,M,BTN,Local,Ngultrum (BTN),False
2780,Bhutan,2018,817.2,M,BTN,PPP,Ngultrum (BTN),False
2781,Bhutan,2018,242.202,M,BTN,USD,Ngultrum (BTN),False
2782,Bhutan,2018,13775.825,F,BTN,Local,Ngultrum (BTN),False
2783,Bhutan,2018,679.64,F,BTN,PPP,Ngultrum (BTN),False
2784,Bhutan,2018,201.432,F,BTN,USD,Ngultrum (BTN),False
2785,Botswana,2023,6490.037,T,BWA,Local,Pula (BWP),False
2786,Botswana,2023,1220.048,T,BWA,PPP,Pula (BWP),False
2787,Botswana,2023,477.336,T,BWA,USD,Pula (BWP),False
2788,Botswana,2023,6902.199,M,BWA,Local,Pula (BWP),False
2789,Botswana,2023,1297.53,M,BWA,PPP,Pula (BWP),False
2790,Botswana,2023,507.65,M,BWA,USD,Pula (BWP),False
2791,Botswana,2023,6088.377,F,BWA,Local,Pula (BWP),False
2792,Botswana,2023,1144.541,F,BWA,PPP,Pula (BWP),False
2793,Botswana,2023,447.794,F,BWA,USD,Pula (BWP),False
2794,Botswana,2022,6088.48,T,BWA,Local,Pula (BWP),False
2795,Botswana,2022,1155.018,T,BWA,PPP,Pula (BWP),False
