,country,year,wage,sex,ISO,currency,local_currency,break
7783,Gibraltar,1988,685.569,T,GIB,Local,Gibraltar pound (GIP),False
7784,Gibraltar,1988,745.756,M,GIB,Local,Gibraltar pound (GIP),False
7785,Gibraltar,1988,461.838,F,GIB,Local,Gibraltar pound (GIP),False
7786,Gibraltar,1987,602.216,T,GIB,Local,Gibraltar pound (GIP),False
7787,Gibraltar,1987,655.562,M,GIB,Local,Gibraltar pound (GIP),False
7788,Gibraltar,1987,411.61,F,GIB,Local,Gibraltar pound (GIP),False
7789,Gibraltar,1986,571.387,T,GIB,Local,Gibraltar pound (GIP),False
7790,Gibraltar,1986,621.312,M,GIB,Local,Gibraltar pound (GIP),False
7791,Gibraltar,1986,394.29,F,GIB,Local,Gibraltar pound (GIP),False
7792,Gibraltar,1985,538.479,T,GIB,Local,Gibraltar pound (GIP),False
7793,Gibraltar,1985,580.177,M,GIB,Local,Gibraltar pound (GIP),False
7794,Gibraltar,1985,373.419,F,GIB,Local,Gibraltar pound (GIP),False
7795,Gibraltar,1984,498.859,T,GIB,Local,Gibraltar pound (GIP),False
7796,Gibraltar,1984,543.761,M,GIB,Local,Gibraltar pound (GIP),False
7797,Gibraltar,1984,326.309,F,GIB,Local,Gibraltar pound (GIP),False
7798,Gibraltar,1983,485.999,T,GIB,Local,Gibraltar pound (GIP),False
7799,Gibraltar,1983,526.961,M,GIB,Local,Gibraltar pound (GIP),False
7800,Gibraltar,1983,328.127,F,GIB,Local,Gibraltar pound (GIP),False
7801,Gibraltar,1982,462.617,T,GIB,Local,Gibraltar pound (GIP),False
7802,Gibraltar,1982,500.375,M,GIB,Local,Gibraltar pound (GIP),False
7803,Gibraltar,1982,310.331,F,GIB,Local,Gibraltar pound (GIP),False
7804,Gibraltar,1981,433.13,M,GIB,Local,Gibraltar pound (GIP),False
7805,Gibraltar,1981,294.224,F,GIB,Local,Gibraltar pound (GIP),False
7806,Gibraltar,1980,398.187,T,GIB,Local,Gibraltar pound (GIP),False
7807,Gibraltar,1980,422.175,M,GIB,Local,Gibraltar pound (GIP),False
7808,Gibraltar,1980,278.289,F,GIB,Local,Gibraltar pound (GIP),False
7809,Gibraltar,1979,300.415,T,GIB,Local,Gibraltar pound (GIP),False
7810,Gibraltar,1978,263.177,T,GIB,Local,Gibraltar pound (GIP),False
7811,Gibraltar,1977,177.92,T,GIB,Local,Gibraltar pound (GIP),False
7812,Gibraltar,1976,146.744,T,GIB,Local,Gibraltar pound (GIP),False
7813,Gibraltar,1975,131.892,T,GIB,Local,Gibraltar pound (GIP),False
7814,Gibraltar,1974,105.825,T,GIB,Local,Gibraltar pound (GIP),False
7815,Gibraltar,1973,101.322,T,GIB,Local,Gibraltar pound (GIP),False
7816,Gibraltar,1972,76.208,T,GIB,Local,Gibraltar pound (GIP),False
7817,Gibraltar,1971,69.54,T,GIB,Local,Gibraltar pound (GIP),False
7818,Gibraltar,1970,59.408,T,GIB,Local,Gibraltar pound (GIP),False
7819,Guinea,2019,1765988.126,T,GIN,Local,Guinean franc (GNF),False
7820,Guinea,2019,586.523,T,GIN,PPP,Guinean franc (GNF),False
7821,Guinea,2019,192.292,T,GIN,USD,Guinean franc (GNF),False
7822,Guinea,2019,1846063.233,M,GIN,Local,Guinean franc (GNF),False
7823,Guinea,2019,613.118,M,GIN,PPP,Guinean franc (GNF),False
7824,Guinea,2019,201.011,M,GIN,USD,Guinean franc (GNF),False
7825,Guinea,2019,1495499.588,F,GIN,Local,Guinean franc (GNF),False
7826,Guinea,2019,496.688,F,GIN,PPP,Guinean franc (GNF),False
7827,Guinea,2019,162.84,F,GIN,USD,Guinean franc (GNF),False
7828,Gambia,2018,3988.236,T,GMB,Local,Dalasi (GMD),True
7829,Gambia,2018,267.582,T,GMB,PPP,Dalasi (GMD),True
7830,Gambia,2018,82.826,T,GMB,USD,Dalasi (GMD),True
7831,Gambia,2018,4087.448,M,GMB,Local,Dalasi (GMD),True
7832,Gambia,2018,274.239,M,GMB,PPP,Dalasi (GMD),True
7833,Gambia,2018,84.887,M,GMB,USD,Dalasi (GMD),True
7834,Gambia,2018,3750.876,F,GMB,Local,Dalasi (GMD),True
7835,Gambia,2018,251.657,F,GMB,PPP,Dalasi (GMD),True
7836,Gambia,2018,77.897,F,GMB,USD,Dalasi (GMD),True
7837,Gambia,2012,3603.209,T,GMB,Local,Dalasi (GMD),True
7838,Gambia,2012,326.845,T,GMB,PPP,Dalasi (GMD),True
7839,Gambia,2012,112.33,T,GMB,USD,Dalasi (GMD),True
7840,Gambia,2012,3923.574,M,GMB,Local,Dalasi (GMD),True
7841,Gambia,2012,355.905,M,GMB,PPP,Dalasi (GMD),True
7842,Gambia,2012,122.317,M,GMB,USD,Dalasi (GMD),True
7843,Gambia,2012,2779.67,F,GMB,Local,Dalasi (GMD),True
7844,Gambia,2012,252.142,F,GMB,PPP,Dalasi (GMD),True
7845,Gambia,2012,86.656,F,GMB,USD,Dalasi (GMD),True
7846,Gambia,1998,1975.42,T,GMB,Local,Dalasi (GMD),False
7847,Gambia,1998,282.382,T,GMB,PPP,Dalasi (GMD),False
7848,Gambia,1998,185.606,T,GMB,USD,Dalasi (GMD),False
7849,Gambia,1994,1133.04,T,GMB,Local,Dalasi (GMD),False
7850,Gambia,1994,165.545,T,GMB,PPP,Dalasi (GMD),False
7851,Gambia,1994,118.25,T,GMB,USD,Dalasi (GMD),False
7852,Gambia,1993,681.04,T,GMB,Local,Dalasi (GMD),False
7853,Gambia,1993,98.635,T,GMB,PPP,Dalasi (GMD),False
7854,Gambia,1993,74.721,T,GMB,USD,Dalasi (GMD),False
7855,Gambia,1987,408.665,T,GMB,Local,Dalasi (GMD),False
7856,Gambia,1986,473.875,T,GMB,Local,Dalasi (GMD),False
7857,Gambia,1985,453.091,T,GMB,Local,Dalasi (GMD),False
7858,Gambia,1984,306.304,T,GMB,Local,Dalasi (GMD),False
7859,Gambia,1983,292.795,T,GMB,Local,Dalasi (GMD),False
7860,Guinea-Bissau,2022,87940.423,T,GNB,Local,West African CFA franc (XOF),False
7861,Guinea-Bissau,2022,398.295,T,GNB,PPP,West African CFA franc (XOF),False
7862,Guinea-Bissau,2022,140.984,T,GNB,USD,West African CFA franc (XOF),False
7863,Guinea-Bissau,2022,92822.954,M,GNB,Local,West African CFA franc (XOF),False
7864,Guinea-Bissau,2022,420.409,M,GNB,PPP,West African CFA franc (XOF),False
7865,Guinea-Bissau,2022,148.812,M,GNB,USD,West African CFA franc (XOF),False
7866,Guinea-Bissau,2022,74487.455,F,GNB,Local,West African CFA franc (XOF),False
7867,Guinea-Bissau,2022,337.364,F,GNB,PPP,West African CFA franc (XOF),False
7868,Guinea-Bissau,2022,119.417,F,GNB,USD,West African CFA franc (XOF),False
7869,Guinea-Bissau,2019,64149.79,T,GNB,Local,West African CFA franc (XOF),False
7870,Guinea-Bissau,2019,289.598,T,GNB,PPP,West African CFA franc (XOF),False
7871,Guinea-Bissau,2019,109.487,T,GNB,USD,West African CFA franc (XOF),False
7872,Guinea-Bissau,2019,72243.768,M,GNB,Local,West African CFA franc (XOF),False
7873,Guinea-Bissau,2019,326.138,M,GNB,PPP,West African CFA franc (XOF),False
7874,Guinea-Bissau,2019,123.302,M,GNB,USD,West African CFA franc (XOF),False
7875,Guinea-Bissau,2019,41543.127,F,GNB,Local,West African CFA franc (XOF),False
7876,Guinea-Bissau,2019,187.542,F,GNB,PPP,West African CFA franc (XOF),False
7877,Guinea-Bissau,2019,70.903,F,GNB,USD,West African CFA franc (XOF),False
7878,Greece,2023,1893.231,T,GRC,Local,Euro (EUR),False
7879,Greece,2023,3211.059,T,GRC,PPP,Euro (EUR),False
7880,Greece,2023,2047.091,T,GRC,USD,Euro (EUR),False
7881,Greece,2023,2025.562,M,GRC,Local,Euro (EUR),False
7882,Greece,2023,3435.502,M,GRC,PPP,Euro (EUR),False
7883,Greece,2023,2190.176,M,GRC,USD,Euro (EUR),False
7884,Greece,2023,1732.967,F,GRC,Local,Euro (EUR),False
7885,Greece,2023,2939.24,F,GRC,PPP,Euro (EUR),False
7886,Greece,2023,1873.803,F,GRC,USD,Euro (EUR),False
7887,Greece,2022,1863.911,T,GRC,Local,Euro (EUR),False
7888,Greece,2022,3164.181,T,GRC,PPP,Euro (EUR),False
7889,Greece,2022,1962.789,T,GRC,USD,Euro (EUR),False
7890,Greece,2022,1995.069,M,GRC,Local,Euro (EUR),False
7891,Greece,2022,3386.834,M,GRC,PPP,Euro (EUR),False
7892,Greece,2022,2100.904,M,GRC,USD,Euro (EUR),False
7893,Greece,2022,1703.43,F,GRC,Local,Euro (EUR),False
7894,Greece,2022,2891.747,F,GRC,PPP,Euro (EUR),False
7895,Greece,2022,1793.794,F,GRC,USD,Euro (EUR),False
7896,Greece,2021,1933.513,T,GRC,Local,Euro (EUR),False
7897,Greece,2021,3198.167,T,GRC,PPP,Euro (EUR),False
7898,Greece,2021,2286.844,T,GRC,USD,Euro (EUR),False
7899,Greece,2021,2073.609,M,GRC,Local,Euro (EUR),False
7900,Greece,2021,3429.897,M,GRC,PPP,Euro (EUR),False
7901,Greece,2021,2452.541,M,GRC,USD,Euro (EUR),False
7902,Greece,2021,1761.84,F,GRC,Local,Euro (EUR),False
7903,Greece,2021,2914.208,F,GRC,PPP,Euro (EUR),False
7904,Greece,2021,2083.799,F,GRC,USD,Euro (EUR),False
7905,Greece,2020,905.562,T,GRC,Local,Euro (EUR),False
7906,Greece,2020,1459.996,T,GRC,PPP,Euro (EUR),False
7907,Greece,2020,1034.33,T,GRC,USD,Euro (EUR),False
7908,Greece,2020,964.115,M,GRC,Local,Euro (EUR),False
7909,Greece,2020,1554.398,M,GRC,PPP,Euro (EUR),False
7910,Greece,2020,1101.209,M,GRC,USD,Euro (EUR),False
7911,Greece,2020,839.109,F,GRC,Local,Euro (EUR),False
7912,Greece,2020,1352.856,F,GRC,PPP,Euro (EUR),False
7913,Greece,2020,958.427,F,GRC,USD,Euro (EUR),False
7914,Greece,2019,885.524,T,GRC,Local,Euro (EUR),False
7915,Greece,2019,1431.766,T,GRC,PPP,Euro (EUR),False
7916,Greece,2019,991.322,T,GRC,USD,Euro (EUR),False
7917,Greece,2019,946.448,M,GRC,Local,Euro (EUR),False
7918,Greece,2019,1530.271,M,GRC,PPP,Euro (EUR),False
7919,Greece,2019,1059.525,M,GRC,USD,Euro (EUR),False
7920,Greece,2019,815.188,F,GRC,Local,Euro (EUR),False
7921,Greece,2019,1318.043,F,GRC,PPP,Euro (EUR),False
7922,Greece,2019,912.583,F,GRC,USD,Euro (EUR),False
7923,Greece,2018,886.053,T,GRC,Local,Euro (EUR),False
7924,Greece,2018,1382.812,T,GRC,PPP,Euro (EUR),False
7925,Greece,2018,1046.389,T,GRC,USD,Euro (EUR),False
7926,Greece,2018,936.551,M,GRC,Local,Euro (EUR),False
7927,Greece,2018,1461.62,M,GRC,PPP,Euro (EUR),False
7928,Greece,2018,1106.024,M,GRC,USD,Euro (EUR),False
7929,Greece,2018,824.894,F,GRC,Local,Euro (EUR),False
7930,Greece,2018,1287.364,F,GRC,PPP,Euro (EUR),False
7931,Greece,2018,974.162,F,GRC,USD,Euro (EUR),False
7932,Greece,2017,877.024,T,GRC,Local,Euro (EUR),False
7933,Greece,2017,1345.308,T,GRC,PPP,Euro (EUR),False
7934,Greece,2017,990.758,T,GRC,USD,Euro (EUR),False
7935,Greece,2017,930.607,M,GRC,Local,Euro (EUR),False
7936,Greece,2017,1427.501,M,GRC,PPP,Euro (EUR),False
7937,Greece,2017,1051.289,M,GRC,USD,Euro (EUR),False
7938,Greece,2017,812.381,F,GRC,Local,Euro (EUR),False
7939,Greece,2017,1246.15,F,GRC,PPP,Euro (EUR),False
7940,Greece,2017,917.732,F,GRC,USD,Euro (EUR),False
7941,Greece,2016,873.344,T,GRC,Local,Euro (EUR),False
7942,Greece,2016,1322.081,T,GRC,PPP,Euro (EUR),False
7943,Greece,2016,966.707,T,GRC,USD,Euro (EUR),False
7944,Greece,2016,930.032,M,GRC,Local,Euro (EUR),False
7945,Greece,2016,1407.896,M,GRC,PPP,Euro (EUR),False
7946,Greece,2016,1029.456,M,GRC,USD,Euro (EUR),False
7947,Greece,2016,805.462,F,GRC,Local,Euro (EUR),False
7948,Greece,2016,1219.32,F,GRC,PPP,Euro (EUR),False
7949,Greece,2016,891.568,F,GRC,USD,Euro (EUR),False
7950,Greece,2015,864.998,T,GRC,Local,Euro (EUR),False
7951,Greece,2015,1260.169,T,GRC,PPP,Euro (EUR),False
7952,Greece,2015,959.726,T,GRC,USD,Euro (EUR),False
7953,Greece,2015,921.626,M,GRC,Local,Euro (EUR),False
7954,Greece,2015,1342.667,M,GRC,PPP,Euro (EUR),False
7955,Greece,2015,1022.556,M,GRC,USD,Euro (EUR),False
7956,Greece,2015,799.306,F,GRC,Local,Euro (EUR),False
7957,Greece,2015,1164.467,F,GRC,PPP,Euro (EUR),False
7958,Greece,2015,886.841,F,GRC,USD,Euro (EUR),False
7959,Greece,2014,880.729,T,GRC,Local,Euro (EUR),False
7960,Greece,2014,1283.951,T,GRC,PPP,Euro (EUR),False
7961,Greece,2014,1170.049,T,GRC,USD,Euro (EUR),False
7962,Greece,2014,932.446,M,GRC,Local,Euro (EUR),False
7963,Greece,2014,1359.346,M,GRC,PPP,Euro (EUR),False
7964,Greece,2014,1238.755,M,GRC,USD,Euro (EUR),False
7965,Greece,2014,820.697,F,GRC,Local,Euro (EUR),False
7966,Greece,2014,1196.435,F,GRC,PPP,Euro (EUR),False
7967,Greece,2014,1090.297,F,GRC,USD,Euro (EUR),False
7968,Greece,2013,903.227,T,GRC,Local,Euro (EUR),False
7969,Greece,2013,1254.724,T,GRC,PPP,Euro (EUR),False
7970,Greece,2013,1199.592,T,GRC,USD,Euro (EUR),False
7971,Greece,2013,965.47,M,GRC,Local,Euro (EUR),False
7972,Greece,2013,1341.19,M,GRC,PPP,Euro (EUR),False
7973,Greece,2013,1282.258,M,GRC,USD,Euro (EUR),False
7974,Greece,2013,826.833,F,GRC,Local,Euro (EUR),False
7975,Greece,2013,1148.601,F,GRC,PPP,Euro (EUR),False
7976,Greece,2013,1098.132,F,GRC,USD,Euro (EUR),False
7977,Greece,2012,954.143,T,GRC,Local,Euro (EUR),False
7978,Greece,2012,1252.0,T,GRC,PPP,Euro (EUR),False
7979,Greece,2012,1225.872,T,GRC,USD,Euro (EUR),False
7980,Greece,2012,1017.944,M,GRC,Local,Euro (EUR),False
7981,Greece,2012,1335.718,M,GRC,PPP,Euro (EUR),False
7982,Greece,2012,1307.843,M,GRC,USD,Euro (EUR),False
7983,Greece,2012,876.781,F,GRC,Local,Euro (EUR),False
7984,Greece,2012,1150.487,F,GRC,PPP,Euro (EUR),False
7985,Greece,2012,1126.478,F,GRC,USD,Euro (EUR),False
7986,Greece,2011,1051.049,T,GRC,Local,Euro (EUR),False
7987,Greece,2011,1359.998,T,GRC,PPP,Euro (EUR),False
7988,Greece,2011,1463.013,T,GRC,USD,Euro (EUR),False
7989,Greece,2011,1118.131,M,GRC,Local,Euro (EUR),False
7990,Greece,2011,1446.799,M,GRC,PPP,Euro (EUR),False
7991,Greece,2011,1556.388,M,GRC,USD,Euro (EUR),False
7992,Greece,2011,968.021,F,GRC,Local,Euro (EUR),False
7993,Greece,2011,1252.565,F,GRC,PPP,Euro (EUR),False
7994,Greece,2011,1347.442,F,GRC,USD,Euro (EUR),False
7995,Greece,2010,1065.925,T,GRC,Local,Euro (EUR),False
7996,Greece,2010,1359.974,T,GRC,PPP,Euro (EUR),False
7997,Greece,2010,1413.114,T,GRC,USD,Euro (EUR),False
7998,Greece,2010,1131.781,M,GRC,Local,Euro (EUR),False
7999,Greece,2010,1443.997,M,GRC,PPP,Euro (EUR),False
8000,Greece,2010,1500.42,M,GRC,USD,Euro (EUR),False
8001,Greece,2010,983.038,F,GRC,Local,Euro (EUR),False
8002,Greece,2010,1254.222,F,GRC,PPP,Euro (EUR),False
8003,Greece,2010,1303.23,F,GRC,USD,Euro (EUR),False
8004,Greece,2009,1054.278,T,GRC,Local,Euro (EUR),False
8005,Greece,2009,1367.419,T,GRC,PPP,Euro (EUR),False
8006,Greece,2009,1470.488,T,GRC,USD,Euro (EUR),False
8007,Greece,2009,1112.32,M,GRC,Local,Euro (EUR),False
8008,Greece,2009,1442.702,M,GRC,PPP,Euro (EUR),False
8009,Greece,2009,1551.445,M,GRC,USD,Euro (EUR),False
8010,Greece,2009,979.151,F,GRC,Local,Euro (EUR),False
8011,Greece,2009,1269.978,F,GRC,PPP,Euro (EUR),False
8012,Greece,2009,1365.702,F,GRC,USD,Euro (EUR),False
8013,Greece,2008,1010.075,T,GRC,Local,Euro (EUR),False
8014,Greece,2008,1315.291,T,GRC,PPP,Euro (EUR),False
8015,Greece,2008,1485.573,T,GRC,USD,Euro (EUR),False
8016,Greece,2008,1077.279,M,GRC,Local,Euro (EUR),False
8017,Greece,2008,1402.802,M,GRC,PPP,Euro (EUR),False
8018,Greece,2008,1584.414,M,GRC,USD,Euro (EUR),False
8019,Greece,2008,919.2,F,GRC,Local,Euro (EUR),False
8020,Greece,2008,1196.956,F,GRC,PPP,Euro (EUR),False
8021,Greece,2008,1351.918,F,GRC,USD,Euro (EUR),False
8022,Greece,2007,973.424,T,GRC,Local,Euro (EUR),False
8023,Greece,2007,1248.658,T,GRC,PPP,Euro (EUR),False
8024,Greece,2007,1334.056,T,GRC,USD,Euro (EUR),False
8025,Greece,2007,1037.536,M,GRC,Local,Euro (EUR),False
8026,Greece,2007,1330.898,M,GRC,PPP,Euro (EUR),False
8027,Greece,2007,1421.92,M,GRC,USD,Euro (EUR),False
8028,Greece,2007,885.525,F,GRC,Local,Euro (EUR),False
8029,Greece,2007,1135.906,F,GRC,PPP,Euro (EUR),False
8030,Greece,2007,1213.593,F,GRC,USD,Euro (EUR),False
8031,Greece,2006,1651.0,T,GRC,Local,Euro (EUR),False
8032,Greece,2006,2181.903,T,GRC,PPP,Euro (EUR),False
8033,Greece,2006,2072.994,T,GRC,USD,Euro (EUR),False
8034,Greece,2006,1837.0,M,GRC,Local,Euro (EUR),False
8035,Greece,2006,2427.714,M,GRC,PPP,Euro (EUR),False
8036,Greece,2006,2306.535,M,GRC,USD,Euro (EUR),False
8037,Greece,2006,1400.0,F,GRC,Local,Euro (EUR),False
8038,Greece,2006,1850.19,F,GRC,PPP,Euro (EUR),False
8039,Greece,2006,1757.838,F,GRC,USD,Euro (EUR),False
8040,Greece,2002,1263.72,T,GRC,Local,Euro (EUR),False
8041,Greece,2002,1775.506,T,GRC,PPP,Euro (EUR),False
8042,Greece,2002,1194.94,T,GRC,USD,Euro (EUR),False
8043,Greece,2002,1419.37,M,GRC,Local,Euro (EUR),False
8044,Greece,2002,1994.192,M,GRC,PPP,Euro (EUR),False
8045,Greece,2002,1342.119,M,GRC,USD,Euro (EUR),False
8046,Greece,2002,1015.29,F,GRC,Local,Euro (EUR),False
8047,Greece,2002,1426.466,F,GRC,PPP,Euro (EUR),False
8048,Greece,2002,960.032,F,GRC,USD,Euro (EUR),False
8049,Guatemala,2023,2792.624,T,GTM,Local,Quetzal (GTQ),False
8050,Guatemala,2023,803.453,T,GTM,PPP,Quetzal (GTQ),False
8051,Guatemala,2023,356.567,T,GTM,USD,Quetzal (GTQ),False
8052,Guatemala,2023,2880.545,M,GTM,Local,Quetzal (GTQ),False
8053,Guatemala,2023,828.748,M,GTM,PPP,Quetzal (GTQ),False
8054,Guatemala,2023,367.793,M,GTM,USD,Quetzal (GTQ),False
8055,Guatemala,2023,2612.324,F,GTM,Local,Quetzal (GTQ),False
8056,Guatemala,2023,751.58,F,GTM,PPP,Quetzal (GTQ),False
8057,Guatemala,2023,333.546,F,GTM,USD,Quetzal (GTQ),False
8058,Guatemala,2022,2982.123,T,GTM,Local,Quetzal (GTQ),False
8059,Guatemala,2022,875.198,T,GTM,PPP,Quetzal (GTQ),False
8060,Guatemala,2022,384.877,T,GTM,USD,Quetzal (GTQ),False
8061,Guatemala,2022,3126.857,M,GTM,Local,Quetzal (GTQ),False
8062,Guatemala,2022,917.674,M,GTM,PPP,Quetzal (GTQ),False
8063,Guatemala,2022,403.557,M,GTM,USD,Quetzal (GTQ),False
8064,Guatemala,2022,2704.136,F,GTM,Local,Quetzal (GTQ),False
8065,Guatemala,2022,793.614,F,GTM,PPP,Quetzal (GTQ),False
8066,Guatemala,2022,349.0,F,GTM,USD,Quetzal (GTQ),False
8067,Guatemala,2021,2780.84,T,GTM,Local,Quetzal (GTQ),False
8068,Guatemala,2021,807.679,T,GTM,PPP,Quetzal (GTQ),False
8069,Guatemala,2021,359.542,T,GTM,USD,Quetzal (GTQ),False
8070,Guatemala,2021,2774.405,M,GTM,Local,Quetzal (GTQ),False
8071,Guatemala,2021,805.81,M,GTM,PPP,Quetzal (GTQ),False
8072,Guatemala,2021,358.71,M,GTM,USD,Quetzal (GTQ),False
8073,Guatemala,2021,2795.505,F,GTM,Local,Quetzal (GTQ),False
8074,Guatemala,2021,811.938,F,GTM,PPP,Quetzal (GTQ),False
8075,Guatemala,2021,361.438,F,GTM,USD,Quetzal (GTQ),False
8076,Guatemala,2019,2750.711,T,GTM,Local,Quetzal (GTQ),False
8077,Guatemala,2019,766.059,T,GTM,PPP,Quetzal (GTQ),False
8078,Guatemala,2019,357.388,T,GTM,USD,Quetzal (GTQ),False
8079,Guatemala,2019,2744.702,M,GTM,Local,Quetzal (GTQ),False
8080,Guatemala,2019,764.386,M,GTM,PPP,Quetzal (GTQ),False
8081,Guatemala,2019,356.608,M,GTM,USD,Quetzal (GTQ),False
8082,Guatemala,2019,2764.65,F,GTM,Local,Quetzal (GTQ),False
8083,Guatemala,2019,769.941,F,GTM,PPP,Quetzal (GTQ),False
8084,Guatemala,2019,359.2,F,GTM,USD,Quetzal (GTQ),False
8085,Guatemala,2018,2662.159,T,GTM,Local,Quetzal (GTQ),False
8086,Guatemala,2018,723.931,T,GTM,PPP,Quetzal (GTQ),False
8087,Guatemala,2018,354.05,T,GTM,USD,Quetzal (GTQ),False
8088,Guatemala,2018,2681.135,M,GTM,Local,Quetzal (GTQ),False
8089,Guatemala,2018,729.091,M,GTM,PPP,Quetzal (GTQ),False
8090,Guatemala,2018,356.574,M,GTM,USD,Quetzal (GTQ),False
8091,Guatemala,2018,2617.87,F,GTM,Local,Quetzal (GTQ),False
8092,Guatemala,2018,711.887,F,GTM,PPP,Quetzal (GTQ),False
8093,Guatemala,2018,348.16,F,GTM,USD,Quetzal (GTQ),False
8094,Guatemala,2017,2602.034,T,GTM,Local,Quetzal (GTQ),False
8095,Guatemala,2017,700.325,T,GTM,PPP,Quetzal (GTQ),False
8096,Guatemala,2017,354.118,T,GTM,USD,Quetzal (GTQ),False
8097,Guatemala,2017,2596.503,M,GTM,Local,Quetzal (GTQ),False
8098,Guatemala,2017,698.836,M,GTM,PPP,Quetzal (GTQ),False
8099,Guatemala,2017,353.365,M,GTM,USD,Quetzal (GTQ),False
8100,Guatemala,2017,2615.981,F,GTM,Local,Quetzal (GTQ),False
8101,Guatemala,2017,704.078,F,GTM,PPP,Quetzal (GTQ),False
8102,Guatemala,2017,356.016,F,GTM,USD,Quetzal (GTQ),False
8103,Guatemala,2016,2584.206,T,GTM,Local,Quetzal (GTQ),False
8104,Guatemala,2016,698.954,T,GTM,PPP,Quetzal (GTQ),False
8105,Guatemala,2016,340.03,T,GTM,USD,Quetzal (GTQ),False
8106,Guatemala,2016,2607.103,M,GTM,Local,Quetzal (GTQ),False
8107,Guatemala,2016,705.147,M,GTM,PPP,Quetzal (GTQ),False
8108,Guatemala,2016,343.043,M,GTM,USD,Quetzal (GTQ),False
8109,Guatemala,2016,2528.944,F,GTM,Local,Quetzal (GTQ),False
8110,Guatemala,2016,684.008,F,GTM,PPP,Quetzal (GTQ),False
8111,Guatemala,2016,332.759,F,GTM,USD,Quetzal (GTQ),False
8112,Guatemala,2015,2536.131,T,GTM,Local,Quetzal (GTQ),False
8113,Guatemala,2015,682.415,T,GTM,PPP,Quetzal (GTQ),False
8114,Guatemala,2015,331.312,T,GTM,USD,Quetzal (GTQ),False
8115,Guatemala,2015,2496.96,M,GTM,Local,Quetzal (GTQ),False
8116,Guatemala,2015,671.875,M,GTM,PPP,Quetzal (GTQ),False
8117,Guatemala,2015,326.195,M,GTM,USD,Quetzal (GTQ),False
8118,Guatemala,2015,2634.562,F,GTM,Local,Quetzal (GTQ),False
8119,Guatemala,2015,708.9,F,GTM,PPP,Quetzal (GTQ),False
8120,Guatemala,2015,344.171,F,GTM,USD,Quetzal (GTQ),False
8121,Guatemala,2014,2577.006,T,GTM,Local,Quetzal (GTQ),True
8122,Guatemala,2014,681.095,T,GTM,PPP,Quetzal (GTQ),True
8123,Guatemala,2014,333.281,T,GTM,USD,Quetzal (GTQ),True
8124,Guatemala,2014,2611.349,M,GTM,Local,Quetzal (GTQ),True
8125,Guatemala,2014,690.172,M,GTM,PPP,Quetzal (GTQ),True
8126,Guatemala,2014,337.723,M,GTM,USD,Quetzal (GTQ),True
8127,Guatemala,2014,2499.835,F,GTM,Local,Quetzal (GTQ),True
8128,Guatemala,2014,660.699,F,GTM,PPP,Quetzal (GTQ),True
8129,Guatemala,2014,323.3,F,GTM,USD,Quetzal (GTQ),True
8130,Guatemala,2013,2457.578,T,GTM,Local,Quetzal (GTQ),True
8131,Guatemala,2013,644.318,T,GTM,PPP,Quetzal (GTQ),True
8132,Guatemala,2013,312.796,T,GTM,USD,Quetzal (GTQ),True
8133,Guatemala,2013,2491.139,M,GTM,Local,Quetzal (GTQ),True
8134,Guatemala,2013,653.117,M,GTM,PPP,Quetzal (GTQ),True
8135,Guatemala,2013,317.067,M,GTM,USD,Quetzal (GTQ),True
8136,Guatemala,2013,2384.46,F,GTM,Local,Quetzal (GTQ),True
8137,Guatemala,2013,625.148,F,GTM,PPP,Quetzal (GTQ),True
8138,Guatemala,2013,303.489,F,GTM,USD,Quetzal (GTQ),True
8139,Guatemala,2012,2264.647,T,GTM,Local,Quetzal (GTQ),False
8140,Guatemala,2012,604.289,T,GTM,PPP,Quetzal (GTQ),False
8141,Guatemala,2012,289.094,T,GTM,USD,Quetzal (GTQ),False
8142,Guatemala,2012,2287.789,M,GTM,Local,Quetzal (GTQ),False
8143,Guatemala,2012,610.464,M,GTM,PPP,Quetzal (GTQ),False
8144,Guatemala,2012,292.048,M,GTM,USD,Quetzal (GTQ),False
8145,Guatemala,2012,2207.789,F,GTM,Local,Quetzal (GTQ),False
8146,Guatemala,2012,589.117,F,GTM,PPP,Quetzal (GTQ),False
8147,Guatemala,2012,281.836,F,GTM,USD,Quetzal (GTQ),False
8148,Guatemala,2011,2173.883,T,GTM,Local,Quetzal (GTQ),False
8149,Guatemala,2011,558.493,T,GTM,PPP,Quetzal (GTQ),False
8150,Guatemala,2011,279.225,T,GTM,USD,Quetzal (GTQ),False
8151,Guatemala,2011,2277.189,M,GTM,Local,Quetzal (GTQ),False
8152,Guatemala,2011,585.034,M,GTM,PPP,Quetzal (GTQ),False
8153,Guatemala,2011,292.494,M,GTM,USD,Quetzal (GTQ),False
8154,Guatemala,2011,1943.404,F,GTM,Local,Quetzal (GTQ),False
8155,Guatemala,2011,499.281,F,GTM,PPP,Quetzal (GTQ),False
8156,Guatemala,2011,249.621,F,GTM,USD,Quetzal (GTQ),False
8157,Guatemala,2010,2166.921,T,GTM,Local,Quetzal (GTQ),True
8158,Guatemala,2010,573.204,T,GTM,PPP,Quetzal (GTQ),True
8159,Guatemala,2010,268.923,T,GTM,USD,Quetzal (GTQ),True
8160,Guatemala,2010,2229.345,M,GTM,Local,Quetzal (GTQ),True
8161,Guatemala,2010,589.716,M,GTM,PPP,Quetzal (GTQ),True
