,ISO,country,year,sex,avg monthly earnings,local currency
3466,CHL,Chile,2023,T,906199.753,Chilean peso (CLP)
3467,CHL,Chile,2023,T,1859.703,Chilean peso (CLP)
3468,CHL,Chile,2023,T,1078.724,Chilean peso (CLP)
3469,CHL,Chile,2023,M,993483.763,Chilean peso (CLP)
3470,CHL,Chile,2023,M,2038.827,Chilean peso (CLP)
3471,CHL,Chile,2023,M,1182.625,Chilean peso (CLP)
3472,CHL,Chile,2023,F,796006.266,Chilean peso (CLP)
3473,CHL,Chile,2023,F,1633.564,Chilean peso (CLP)
3474,CHL,Chile,2023,F,947.552,Chilean peso (CLP)
3475,CHL,Chile,2022,T,760766.442,Chilean peso (CLP)
3476,CHL,Chile,2022,T,1539.879,Chilean peso (CLP)
3477,CHL,Chile,2022,T,871.126,Chilean peso (CLP)
3478,CHL,Chile,2022,M,815872.476,Chilean peso (CLP)
3479,CHL,Chile,2022,M,1651.42,Chilean peso (CLP)
3480,CHL,Chile,2022,M,934.226,Chilean peso (CLP)
3481,CHL,Chile,2022,F,687026.352,Chilean peso (CLP)
3482,CHL,Chile,2022,F,1390.621,Chilean peso (CLP)
3483,CHL,Chile,2022,F,786.689,Chilean peso (CLP)
3484,CHL,Chile,2021,T,740931.578,Chilean peso (CLP)
3485,CHL,Chile,2021,T,1539.98,Chilean peso (CLP)
3486,CHL,Chile,2021,T,976.252,Chilean peso (CLP)
3487,CHL,Chile,2021,M,795828.036,Chilean peso (CLP)
3488,CHL,Chile,2021,M,1654.079,Chilean peso (CLP)
3489,CHL,Chile,2021,M,1048.583,Chilean peso (CLP)
3490,CHL,Chile,2021,F,665763.165,Chilean peso (CLP)
3491,CHL,Chile,2021,F,1383.747,Chilean peso (CLP)
3492,CHL,Chile,2021,F,877.21,Chilean peso (CLP)
3493,CHL,Chile,2020,T,735678.593,Chilean peso (CLP)
3494,CHL,Chile,2020,T,1580.86,Chilean peso (CLP)
3495,CHL,Chile,2020,T,928.035,Chilean peso (CLP)
3496,CHL,Chile,2020,M,806970.42,Chilean peso (CLP)
3497,CHL,Chile,2020,M,1734.055,Chilean peso (CLP)
3498,CHL,Chile,2020,M,1017.967,Chilean peso (CLP)
3499,CHL,Chile,2020,F,653320.945,Chilean peso (CLP)
3500,CHL,Chile,2020,F,1403.886,Chilean peso (CLP)
3501,CHL,Chile,2020,F,824.144,Chilean peso (CLP)
3502,CHL,Chile,2019,T,878042.394,Chilean peso (CLP)
3503,CHL,Chile,2019,T,1945.673,Chilean peso (CLP)
3504,CHL,Chile,2019,T,1249.176,Chilean peso (CLP)
3505,CHL,Chile,2019,M,966758.484,Chilean peso (CLP)
3506,CHL,Chile,2019,M,2142.261,Chilean peso (CLP)
3507,CHL,Chile,2019,M,1375.391,Chilean peso (CLP)
3508,CHL,Chile,2019,F,772550.291,Chilean peso (CLP)
3509,CHL,Chile,2019,F,1711.911,Chilean peso (CLP)
3510,CHL,Chile,2019,F,1099.094,Chilean peso (CLP)
3511,CHL,Chile,2018,T,609735.19,Chilean peso (CLP)
3512,CHL,Chile,2018,T,1330.392,Chilean peso (CLP)
3513,CHL,Chile,2018,T,950.814,Chilean peso (CLP)
3514,CHL,Chile,2018,M,676166.288,Chilean peso (CLP)
3515,CHL,Chile,2018,M,1475.339,Chilean peso (CLP)
3516,CHL,Chile,2018,M,1054.406,Chilean peso (CLP)
3517,CHL,Chile,2018,F,529511.502,Chilean peso (CLP)
3518,CHL,Chile,2018,F,1155.35,Chilean peso (CLP)
3519,CHL,Chile,2018,F,825.714,Chilean peso (CLP)
3520,CHL,Chile,2017,T,579662.172,Chilean peso (CLP)
3521,CHL,Chile,2017,T,1251.345,Chilean peso (CLP)
3522,CHL,Chile,2017,T,893.391,Chilean peso (CLP)
3523,CHL,Chile,2017,M,628891.612,Chilean peso (CLP)
3524,CHL,Chile,2017,M,1357.619,Chilean peso (CLP)
3525,CHL,Chile,2017,M,969.265,Chilean peso (CLP)
3526,CHL,Chile,2017,F,517352.319,Chilean peso (CLP)
3527,CHL,Chile,2017,F,1116.833,Chilean peso (CLP)
3528,CHL,Chile,2017,F,797.357,Chilean peso (CLP)
3529,CHL,Chile,2016,T,552112.084,Chilean peso (CLP)
3530,CHL,Chile,2016,T,1218.999,Chilean peso (CLP)
3531,CHL,Chile,2016,T,815.578,Chilean peso (CLP)
3532,CHL,Chile,2016,M,617694.294,Chilean peso (CLP)
3533,CHL,Chile,2016,M,1363.797,Chilean peso (CLP)
3534,CHL,Chile,2016,M,912.456,Chilean peso (CLP)
3535,CHL,Chile,2016,F,468546.849,Chilean peso (CLP)
3536,CHL,Chile,2016,F,1034.497,Chilean peso (CLP)
3537,CHL,Chile,2016,F,692.136,Chilean peso (CLP)
3538,CHL,Chile,2015,T,511343.034,Chilean peso (CLP)
3539,CHL,Chile,2015,T,1143.267,Chilean peso (CLP)
3540,CHL,Chile,2015,T,781.722,Chilean peso (CLP)
3541,CHL,Chile,2015,M,564122.913,Chilean peso (CLP)
3542,CHL,Chile,2015,M,1261.273,Chilean peso (CLP)
3543,CHL,Chile,2015,M,862.41,Chilean peso (CLP)
3544,CHL,Chile,2015,F,443459.125,Chilean peso (CLP)
3545,CHL,Chile,2015,F,991.491,Chilean peso (CLP)
3546,CHL,Chile,2015,F,677.943,Chilean peso (CLP)
3547,CHL,Chile,2014,T,504523.405,Chilean peso (CLP)
3548,CHL,Chile,2014,T,1228.535,Chilean peso (CLP)
3549,CHL,Chile,2014,T,884.588,Chilean peso (CLP)
3550,CHL,Chile,2014,M,563488.397,Chilean peso (CLP)
3551,CHL,Chile,2014,M,1372.117,Chilean peso (CLP)
3552,CHL,Chile,2014,M,987.973,Chilean peso (CLP)
3553,CHL,Chile,2014,F,429826.953,Chilean peso (CLP)
3554,CHL,Chile,2014,F,1046.646,Chilean peso (CLP)
3555,CHL,Chile,2014,F,753.622,Chilean peso (CLP)
3556,CHL,Chile,2013,T,456173.86,Chilean peso (CLP)
3557,CHL,Chile,2013,T,1169.193,Chilean peso (CLP)
3558,CHL,Chile,2013,T,921.056,Chilean peso (CLP)
3559,CHL,Chile,2013,M,502992.696,Chilean peso (CLP)
3560,CHL,Chile,2013,M,1289.192,Chilean peso (CLP)
3561,CHL,Chile,2013,M,1015.587,Chilean peso (CLP)
3562,CHL,Chile,2013,F,392538.74,Chilean peso (CLP)
3563,CHL,Chile,2013,F,1006.093,Chilean peso (CLP)
3564,CHL,Chile,2013,F,792.571,Chilean peso (CLP)
3565,CHL,Chile,2012,T,450473.335,Chilean peso (CLP)
3566,CHL,Chile,2012,T,1150.422,Chilean peso (CLP)
3567,CHL,Chile,2012,T,926.002,Chilean peso (CLP)
3568,CHL,Chile,2012,M,507008.133,Chilean peso (CLP)
3569,CHL,Chile,2012,M,1294.801,Chilean peso (CLP)
3570,CHL,Chile,2012,M,1042.216,Chilean peso (CLP)
3571,CHL,Chile,2012,F,376668.831,Chilean peso (CLP)
3572,CHL,Chile,2012,F,961.939,Chilean peso (CLP)
3573,CHL,Chile,2012,F,774.288,Chilean peso (CLP)
3574,CHL,Chile,2011,T,414587.084,Chilean peso (CLP)
3575,CHL,Chile,2011,T,1119.904,Chilean peso (CLP)
3576,CHL,Chile,2011,T,857.174,Chilean peso (CLP)
3577,CHL,Chile,2011,M,454442.28,Chilean peso (CLP)
3578,CHL,Chile,2011,M,1227.563,Chilean peso (CLP)
3579,CHL,Chile,2011,M,939.576,Chilean peso (CLP)
3580,CHL,Chile,2011,F,357210.246,Chilean peso (CLP)
3581,CHL,Chile,2011,F,964.915,Chilean peso (CLP)
3582,CHL,Chile,2011,F,738.545,Chilean peso (CLP)
3583,CHL,Chile,2010,T,373991.276,Chilean peso (CLP)
3584,CHL,Chile,2010,T,997.04,Chilean peso (CLP)
3585,CHL,Chile,2010,T,732.958,Chilean peso (CLP)
3586,CHL,Chile,2010,M,421016.725,Chilean peso (CLP)
3587,CHL,Chile,2010,M,1122.407,Chilean peso (CLP)
3588,CHL,Chile,2010,M,825.12,Chilean peso (CLP)
3589,CHL,Chile,2010,F,310598.444,Chilean peso (CLP)
3590,CHL,Chile,2010,F,828.038,Chilean peso (CLP)
3591,CHL,Chile,2010,F,608.719,Chilean peso (CLP)
3592,CHL,Chile,2009,T,363776.901,Chilean peso (CLP)
3593,CHL,Chile,2009,T,984.226,Chilean peso (CLP)
3594,CHL,Chile,2009,T,648.606,Chilean peso (CLP)
3595,CHL,Chile,2009,M,393764.362,Chilean peso (CLP)
3596,CHL,Chile,2009,M,1065.359,Chilean peso (CLP)
3597,CHL,Chile,2009,M,702.073,Chilean peso (CLP)
3598,CHL,Chile,2009,F,318585.358,Chilean peso (CLP)
3599,CHL,Chile,2009,F,861.956,Chilean peso (CLP)
3600,CHL,Chile,2009,F,568.03,Chilean peso (CLP)
3601,CHL,Chile,2006,T,283601.784,Chilean peso (CLP)
3602,CHL,Chile,2006,T,831.867,Chilean peso (CLP)
3603,CHL,Chile,2006,T,534.82,Chilean peso (CLP)
3604,CHL,Chile,2006,M,309235.916,Chilean peso (CLP)
3605,CHL,Chile,2006,M,907.058,Chilean peso (CLP)
3606,CHL,Chile,2006,M,583.161,Chilean peso (CLP)
3607,CHL,Chile,2006,F,243554.786,Chilean peso (CLP)
3608,CHL,Chile,2006,F,714.4,Chilean peso (CLP)
3609,CHL,Chile,2006,F,459.299,Chilean peso (CLP)
3610,CHL,Chile,2005,T,276882.0,Chilean peso (CLP)
3611,CHL,Chile,2005,T,714.792,Chilean peso (CLP)
3612,CHL,Chile,2005,T,494.638,Chilean peso (CLP)
3613,CHL,Chile,2004,T,273715.0,Chilean peso (CLP)
3614,CHL,Chile,2004,T,718.066,Chilean peso (CLP)
3615,CHL,Chile,2004,T,449.06,Chilean peso (CLP)
3616,CHL,Chile,2003,T,225378.581,Chilean peso (CLP)
3617,CHL,Chile,2003,T,584.276,Chilean peso (CLP)
3618,CHL,Chile,2003,T,325.975,Chilean peso (CLP)
3619,CHL,Chile,2003,M,243018.487,Chilean peso (CLP)
3620,CHL,Chile,2003,M,630.006,Chilean peso (CLP)
3621,CHL,Chile,2003,M,351.489,Chilean peso (CLP)
3622,CHL,Chile,2003,F,197491.994,Chilean peso (CLP)
3623,CHL,Chile,2003,F,511.982,Chilean peso (CLP)
3624,CHL,Chile,2003,F,285.642,Chilean peso (CLP)
3625,CHL,Chile,2002,T,256258.0,Chilean peso (CLP)
3626,CHL,Chile,2002,T,671.138,Chilean peso (CLP)
3627,CHL,Chile,2002,T,371.962,Chilean peso (CLP)
3628,CHL,Chile,2001,T,246980.0,Chilean peso (CLP)
3629,CHL,Chile,2001,T,656.707,Chilean peso (CLP)
3630,CHL,Chile,2001,T,388.983,Chilean peso (CLP)
3631,CHL,Chile,2000,T,211685.024,Chilean peso (CLP)
3632,CHL,Chile,2000,T,577.96,Chilean peso (CLP)
3633,CHL,Chile,2000,T,392.309,Chilean peso (CLP)
3634,CHL,Chile,2000,M,228556.85,Chilean peso (CLP)
3635,CHL,Chile,2000,M,624.025,Chilean peso (CLP)
3636,CHL,Chile,2000,M,423.577,Chilean peso (CLP)
3637,CHL,Chile,2000,F,184516.46,Chilean peso (CLP)
3638,CHL,Chile,2000,F,503.782,Chilean peso (CLP)
3639,CHL,Chile,2000,F,341.958,Chilean peso (CLP)
3640,CHL,Chile,1999,T,226049.0,Chilean peso (CLP)
3641,CHL,Chile,1999,T,627.226,Chilean peso (CLP)
3642,CHL,Chile,1999,T,444.299,Chilean peso (CLP)
3643,CHL,Chile,1998,T,193162.496,Chilean peso (CLP)
3644,CHL,Chile,1998,T,541.789,Chilean peso (CLP)
3645,CHL,Chile,1998,T,419.656,Chilean peso (CLP)
3646,CHL,Chile,1998,M,208582.981,Chilean peso (CLP)
3647,CHL,Chile,1998,M,585.041,Chilean peso (CLP)
3648,CHL,Chile,1998,M,453.158,Chilean peso (CLP)
3649,CHL,Chile,1998,F,167508.989,Chilean peso (CLP)
3650,CHL,Chile,1998,F,469.835,Chilean peso (CLP)
3651,CHL,Chile,1998,F,363.922,Chilean peso (CLP)
3652,CHL,Chile,1997,T,202561.0,Chilean peso (CLP)
3653,CHL,Chile,1997,T,579.941,Chilean peso (CLP)
3654,CHL,Chile,1997,T,483.099,Chilean peso (CLP)
3655,CHL,Chile,1996,T,160546.564,Chilean peso (CLP)
3656,CHL,Chile,1996,T,467.988,Chilean peso (CLP)
3657,CHL,Chile,1996,T,389.424,Chilean peso (CLP)
3658,CHL,Chile,1996,M,174148.832,Chilean peso (CLP)
3659,CHL,Chile,1996,M,507.638,Chilean peso (CLP)
3660,CHL,Chile,1996,M,422.418,Chilean peso (CLP)
3661,CHL,Chile,1996,F,135987.586,Chilean peso (CLP)
3662,CHL,Chile,1996,F,396.399,Chilean peso (CLP)
3663,CHL,Chile,1996,F,329.854,Chilean peso (CLP)
3664,CHL,Chile,1995,T,166385.0,Chilean peso (CLP)
3665,CHL,Chile,1995,T,493.543,Chilean peso (CLP)
3666,CHL,Chile,1995,T,419.345,Chilean peso (CLP)
3667,CHL,Chile,1994,T,133427.067,Chilean peso (CLP)
3668,CHL,Chile,1994,T,413.156,Chilean peso (CLP)
3669,CHL,Chile,1994,T,317.55,Chilean peso (CLP)
3670,CHL,Chile,1994,M,145595.256,Chilean peso (CLP)
3671,CHL,Chile,1994,M,450.835,Chilean peso (CLP)
3672,CHL,Chile,1994,M,346.51,Chilean peso (CLP)
3673,CHL,Chile,1994,F,110594.609,Chilean peso (CLP)
3674,CHL,Chile,1994,F,342.456,Chilean peso (CLP)
3675,CHL,Chile,1994,F,263.21,Chilean peso (CLP)
3676,CHL,Chile,1993,T,120287.0,Chilean peso (CLP)
3677,CHL,Chile,1993,T,404.542,Chilean peso (CLP)
3678,CHL,Chile,1993,T,297.618,Chilean peso (CLP)
3679,CHL,Chile,1992,T,91193.298,Chilean peso (CLP)
3680,CHL,Chile,1992,T,335.819,Chilean peso (CLP)
3681,CHL,Chile,1992,T,251.515,Chilean peso (CLP)
3682,CHL,Chile,1992,M,99455.748,Chilean peso (CLP)
3683,CHL,Chile,1992,M,366.246,Chilean peso (CLP)
3684,CHL,Chile,1992,M,274.303,Chilean peso (CLP)
3685,CHL,Chile,1992,F,75383.042,Chilean peso (CLP)
3686,CHL,Chile,1992,F,277.598,Chilean peso (CLP)
3687,CHL,Chile,1992,F,207.91,Chilean peso (CLP)
3688,CHL,Chile,1991,T,207813.0,Chilean peso (CLP)
3689,CHL,Chile,1991,T,857.352,Chilean peso (CLP)
3690,CHL,Chile,1991,T,595.085,Chilean peso (CLP)
3691,CHL,Chile,1990,T,64062.525,Chilean peso (CLP)
3692,CHL,Chile,1990,T,308.794,Chilean peso (CLP)
3693,CHL,Chile,1990,T,210.108,Chilean peso (CLP)
3694,CHL,Chile,1990,M,69676.979,Chilean peso (CLP)
3695,CHL,Chile,1990,M,335.857,Chilean peso (CLP)
3696,CHL,Chile,1990,M,228.522,Chilean peso (CLP)
3697,CHL,Chile,1990,F,53322.734,Chilean peso (CLP)
3698,CHL,Chile,1990,F,257.026,Chilean peso (CLP)
3699,CHL,Chile,1990,F,174.884,Chilean peso (CLP)
3700,CHL,Chile,1989,T,126335.0,Chilean peso (CLP)
3701,CHL,Chile,1988,T,106625.0,Chilean peso (CLP)
3702,CHL,Chile,1987,T,86275.0,Chilean peso (CLP)
3703,CHL,Chile,1986,T,73101.0,Chilean peso (CLP)
3704,CHL,Chile,1985,T,59574.0,Chilean peso (CLP)
3705,CHL,Chile,1984,T,48453.0,Chilean peso (CLP)
3706,CHL,Chile,1983,T,39700.0,Chilean peso (CLP)
3707,CHL,Chile,1982,T,20322.0,Chilean peso (CLP)
3708,CHN,China,2022,T,5436.0,Yuan (CNY)
3709,CHN,China,2022,T,1434.75,Yuan (CNY)
3710,CHN,China,2022,T,806.868,Yuan (CNY)
3711,CHN,China,2021,T,5240.333,Yuan (CNY)
3712,CHN,China,2021,T,1305.895,Yuan (CNY)
3713,CHN,China,2021,T,812.584,Yuan (CNY)
3714,CHN,China,2020,T,4810.583,Yuan (CNY)
3715,CHN,China,2020,T,1190.289,Yuan (CNY)
3716,CHN,China,2020,T,697.109,Yuan (CNY)
3717,CHN,China,2019,T,4467.0,Yuan (CNY)
3718,CHN,China,2019,T,1104.326,Yuan (CNY)
3719,CHN,China,2019,T,646.606,Yuan (CNY)
3720,CHN,China,2018,T,4131.25,Yuan (CNY)
3721,CHN,China,2018,T,1027.672,Yuan (CNY)
3722,CHN,China,2018,T,624.437,Yuan (CNY)
3723,CHN,China,2017,T,3813.417,Yuan (CNY)
3724,CHN,China,2017,T,962.1,Yuan (CNY)
3725,CHN,China,2017,T,564.219,Yuan (CNY)
3726,CHN,China,2016,T,3569.417,Yuan (CNY)
3727,CHN,China,2016,T,903.273,Yuan (CNY)
3728,CHN,China,2016,T,537.2,Yuan (CNY)
3729,CHN,China,2015,T,3299.083,Yuan (CNY)
3730,CHN,China,2015,T,844.232,Yuan (CNY)
3731,CHN,China,2015,T,529.761,Yuan (CNY)
3732,CHN,China,2014,T,3032.5,Yuan (CNY)
3733,CHN,China,2014,T,786.282,Yuan (CNY)
3734,CHN,China,2014,T,493.616,Yuan (CNY)
3735,CHN,China,2013,T,2725.5,Yuan (CNY)
3736,CHN,China,2013,T,720.965,Yuan (CNY)
3737,CHN,China,2013,T,439.898,Yuan (CNY)
3738,CHN,China,2012,T,2396.0,Yuan (CNY)
3739,CHN,China,2012,T,658.601,Yuan (CNY)
3740,CHN,China,2012,T,379.574,Yuan (CNY)
3741,CHN,China,2011,T,2046.333,Yuan (CNY)
3742,CHN,China,2011,T,553.434,Yuan (CNY)
3743,CHN,China,2011,T,316.698,Yuan (CNY)
3744,CHN,China,2010,T,1729.917,Yuan (CNY)
3745,CHN,China,2010,T,478.731,Yuan (CNY)
3746,CHN,China,2010,T,255.517,Yuan (CNY)
3747,CHN,China,2009,T,1516.583,Yuan (CNY)
3748,CHN,China,2009,T,426.033,Yuan (CNY)
3749,CHN,China,2009,T,222.001,Yuan (CNY)
3750,CHN,China,2008,T,2435.75,Yuan (CNY)
3751,CHN,China,2008,T,681.683,Yuan (CNY)
3752,CHN,China,2008,T,350.536,Yuan (CNY)
3753,CHN,China,2007,T,2077.67,Yuan (CNY)
3754,CHN,China,2007,T,593.151,Yuan (CNY)
3755,CHN,China,2007,T,273.107,Yuan (CNY)
3756,CHN,China,2006,T,1750.08,Yuan (CNY)
3757,CHN,China,2006,T,509.169,Yuan (CNY)
3758,CHN,China,2006,T,219.489,Yuan (CNY)
3759,CHN,China,2005,T,1530.33,Yuan (CNY)
3760,CHN,China,2005,T,438.435,Yuan (CNY)
3761,CHN,China,2005,T,186.755,Yuan (CNY)
3762,CHN,China,2004,T,1335.0,Yuan (CNY)
3763,CHN,China,2004,T,376.494,Yuan (CNY)
3764,CHN,China,2004,T,161.294,Yuan (CNY)
3765,CHN,China,2003,T,1170.0,Yuan (CNY)
3766,CHN,China,2003,T,333.648,Yuan (CNY)
3767,CHN,China,2003,T,141.355,Yuan (CNY)
3768,CHN,China,2002,T,1035.17,Yuan (CNY)
3769,CHN,China,2002,T,291.901,Yuan (CNY)
3770,CHN,China,2002,T,125.067,Yuan (CNY)
3771,CHN,China,2001,T,905.83,Yuan (CNY)
3772,CHN,China,2001,T,249.601,Yuan (CNY)
3773,CHN,China,2001,T,109.439,Yuan (CNY)
3774,CHN,China,2000,T,780.92,Yuan (CNY)
3775,CHN,China,2000,T,210.773,Yuan (CNY)
3776,CHN,China,2000,T,94.331,Yuan (CNY)
3777,CHN,China,1999,T,695.5,Yuan (CNY)
3778,CHN,China,1999,T,182.217,Yuan (CNY)
3779,CHN,China,1999,T,84.015,Yuan (CNY)
3780,CHN,China,1998,T,623.25,Yuan (CNY)
3781,CHN,China,1998,T,157.552,Yuan (CNY)
3782,CHN,China,1998,T,75.281,Yuan (CNY)
3783,CHN,China,1997,T,539.17,Yuan (CNY)
3784,CHN,China,1997,T,133.177,Yuan (CNY)
3785,CHN,China,1997,T,65.04,Yuan (CNY)
3786,CHN,China,1996,T,517.5,Yuan (CNY)
3787,CHN,China,1996,T,128.385,Yuan (CNY)
3788,CHN,China,1996,T,62.243,Yuan (CNY)
3789,CHN,China,1995,T,458.33,Yuan (CNY)
3790,CHN,China,1995,T,119.651,Yuan (CNY)
3791,CHN,China,1995,T,54.88,Yuan (CNY)
3792,CHN,China,1994,T,378.17,Yuan (CNY)
3793,CHN,China,1994,T,112.155,Yuan (CNY)
3794,CHN,China,1994,T,43.878,Yuan (CNY)
3795,CHN,China,1993,T,280.92,Yuan (CNY)
3796,CHN,China,1993,T,100.892,Yuan (CNY)
3797,CHN,China,1993,T,48.754,Yuan (CNY)
3798,CHN,China,1992,T,225.92,Yuan (CNY)
3799,CHN,China,1992,T,90.327,Yuan (CNY)
3800,CHN,China,1992,T,40.968,Yuan (CNY)
3801,CHN,China,1991,T,195.0,Yuan (CNY)
3802,CHN,China,1991,T,80.481,Yuan (CNY)
3803,CHN,China,1991,T,36.631,Yuan (CNY)
3804,CHN,China,1990,T,178.33,Yuan (CNY)
3805,CHN,China,1990,T,73.122,Yuan (CNY)
3806,CHN,China,1990,T,37.282,Yuan (CNY)
3807,CHN,China,1989,T,161.25,Yuan (CNY)
3808,CHN,China,1988,T,145.58,Yuan (CNY)
3809,CHN,China,1987,T,121.58,Yuan (CNY)
3810,CHN,China,1986,T,110.75,Yuan (CNY)
3811,CHN,China,1985,T,91.83,Yuan (CNY)
3812,CHN,China,1984,T,81.17,Yuan (CNY)
3813,CHN,China,1983,T,68.83,Yuan (CNY)
3814,CHN,China,1982,T,66.5,Yuan (CNY)
3815,CHN,China,1981,T,64.33,Yuan (CNY)
3816,CHN,China,1980,T,63.5,Yuan (CNY)
3817,CHN,China,1979,T,55.67,Yuan (CNY)
3818,CHN,China,1978,T,53.67,Yuan (CNY)
3819,CHN,China,1977,T,50.17,Yuan (CNY)
3820,CHN,China,1976,T,50.42,Yuan (CNY)
3821,CHN,China,1975,T,51.08,Yuan (CNY)
3822,CHN,China,1974,T,51.83,Yuan (CNY)
3823,CHN,China,1973,T,51.17,Yuan (CNY)
3824,CHN,China,1972,T,51.83,Yuan (CNY)
3825,CHN,China,1971,T,49.75,Yuan (CNY)
3826,CHN,China,1970,T,50.75,Yuan (CNY)
3827,CHN,China,1969,T,51.5,Yuan (CNY)
3828,CIV,Côte d'Ivoire,2022,T,128952.459,West African CFA franc (XOF)
3829,CIV,Côte d'Ivoire,2022,T,554.592,West African CFA franc (XOF)
3830,CIV,Côte d'Ivoire,2022,T,206.734,West African CFA franc (XOF)
3831,CIV,Côte d'Ivoire,2022,M,133753.888,West African CFA franc (XOF)
3832,CIV,Côte d'Ivoire,2022,M,575.242,West African CFA franc (XOF)
3833,CIV,Côte d'Ivoire,2022,M,214.432,West African CFA franc (XOF)
3834,CIV,Côte d'Ivoire,2022,F,115831.058,West African CFA franc (XOF)
3835,CIV,Côte d'Ivoire,2022,F,498.16,West African CFA franc (XOF)
3836,CIV,Côte d'Ivoire,2022,F,185.698,West African CFA franc (XOF)
3837,CIV,Côte d'Ivoire,2019,T,135130.477,West African CFA franc (XOF)
3838,CIV,Côte d'Ivoire,2019,T,582.184,West African CFA franc (XOF)
3839,CIV,Côte d'Ivoire,2019,T,230.633,West African CFA franc (XOF)
3840,CIV,Côte d'Ivoire,2019,M,143479.961,West African CFA franc (XOF)
3841,CIV,Côte d'Ivoire,2019,M,618.156,West African CFA franc (XOF)
3842,CIV,Côte d'Ivoire,2019,M,244.884,West African CFA franc (XOF)
3843,CIV,Côte d'Ivoire,2019,F,108393.661,West African CFA franc (XOF)
3844,CIV,Côte d'Ivoire,2019,F,466.994,West African CFA franc (XOF)
3845,CIV,Côte d'Ivoire,2019,F,185.0,West African CFA franc (XOF)
3846,CIV,Côte d'Ivoire,2017,T,110363.576,West African CFA franc (XOF)
3847,CIV,Côte d'Ivoire,2017,T,454.798,West African CFA franc (XOF)
3848,CIV,Côte d'Ivoire,2017,T,190.067,West African CFA franc (XOF)
3849,CIV,Côte d'Ivoire,2017,M,116543.039,West African CFA franc (XOF)
3850,CIV,Côte d'Ivoire,2017,M,480.263,West African CFA franc (XOF)
3851,CIV,Côte d'Ivoire,2017,M,200.709,West African CFA franc (XOF)
3852,CIV,Côte d'Ivoire,2017,F,92189.532,West African CFA franc (XOF)
3853,CIV,Côte d'Ivoire,2017,F,379.904,West African CFA franc (XOF)
3854,CIV,Côte d'Ivoire,2017,F,158.768,West African CFA franc (XOF)
3855,CIV,Côte d'Ivoire,2013,T,114308.731,West African CFA franc (XOF)
3856,CIV,Côte d'Ivoire,2013,T,471.37,West African CFA franc (XOF)
3857,CIV,Côte d'Ivoire,2013,T,231.441,West African CFA franc (XOF)
3858,CIV,Côte d'Ivoire,2013,M,121780.568,West African CFA franc (XOF)
3859,CIV,Côte d'Ivoire,2013,M,502.181,West African CFA franc (XOF)
3860,CIV,Côte d'Ivoire,2013,M,246.57,West African CFA franc (XOF)
3861,CIV,Côte d'Ivoire,2013,F,90521.284,West African CFA franc (XOF)
3862,CIV,Côte d'Ivoire,2013,F,373.279,West African CFA franc (XOF)
3863,CIV,Côte d'Ivoire,2013,F,183.279,West African CFA franc (XOF)
3864,CIV,Côte d'Ivoire,2012,T,76936.655,West African CFA franc (XOF)
3865,CIV,Côte d'Ivoire,2012,T,327.768,West African CFA franc (XOF)
3866,CIV,Côte d'Ivoire,2012,T,150.692,West African CFA franc (XOF)
3867,CIV,Côte d'Ivoire,2012,M,88067.705,West African CFA franc (XOF)
3868,CIV,Côte d'Ivoire,2012,M,375.189,West African CFA franc (XOF)
3869,CIV,Côte d'Ivoire,2012,M,172.494,West African CFA franc (XOF)
3870,CIV,Côte d'Ivoire,2012,F,46839.895,West African CFA franc (XOF)
3871,CIV,Côte d'Ivoire,2012,F,199.549,West African CFA franc (XOF)
3872,CIV,Côte d'Ivoire,2012,F,91.743,West African CFA franc (XOF)
3873,CMR,Cameroon,2014,T,133259.848,Central African CFA franc (XAF)
3874,CMR,Cameroon,2014,T,556.944,Central African CFA franc (XAF)
3875,CMR,Cameroon,2014,T,269.889,Central African CFA franc (XAF)
3876,CMR,Cameroon,2014,M,153110.944,Central African CFA franc (XAF)
3877,CMR,Cameroon,2014,M,639.909,Central African CFA franc (XAF)
3878,CMR,Cameroon,2014,M,310.094,Central African CFA franc (XAF)
3879,CMR,Cameroon,2014,F,85212.59,Central African CFA franc (XAF)
3880,CMR,Cameroon,2014,F,356.136,Central African CFA franc (XAF)
3881,CMR,Cameroon,2014,F,172.58,Central African CFA franc (XAF)
3882,COD,"Congo, Democratic Republic of the",2012,T,87813.179,Congolese franc (CDF)
3883,COD,"Congo, Democratic Republic of the",2012,T,156.983,Congolese franc (CDF)
3884,COD,"Congo, Democratic Republic of the",2012,T,95.475,Congolese franc (CDF)
3885,COD,"Congo, Democratic Republic of the",2012,M,94306.63,Congolese franc (CDF)
3886,COD,"Congo, Democratic Republic of the",2012,M,168.591,Congolese franc (CDF)
3887,COD,"Congo, Democratic Republic of the",2012,M,102.534,Congolese franc (CDF)
3888,COD,"Congo, Democratic Republic of the",2012,F,66302.303,Congolese franc (CDF)
3889,COD,"Congo, Democratic Republic of the",2012,F,118.528,Congolese franc (CDF)
3890,COD,"Congo, Democratic Republic of the",2012,F,72.087,Congolese franc (CDF)
3891,COD,"Congo, Democratic Republic of the",2005,T,13688.537,Congolese franc (CDF)
3892,COD,"Congo, Democratic Republic of the",2005,T,42.8,Congolese franc (CDF)
3893,COD,"Congo, Democratic Republic of the",2005,T,28.884,Congolese franc (CDF)
3894,COD,"Congo, Democratic Republic of the",2005,M,14289.167,Congolese franc (CDF)
