,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio,female_share,male_share,balanced_avg,balanced_ratio,ratio_usd
291,BWA,2009,Botswana,False,BWP,3769.0,526.754,5012.0,700.475,4443.0,620.952,0.751,0.457,0.542,4390.5,0.858,0.7519954316713658
292,BWA,2010,Botswana,False,BWP,4462.0,656.792,4778.0,703.306,4641.0,683.14,0.933,0.433,0.566,4620.0,0.965,0.9338637804881517
293,BWA,2011,Botswana,False,BWP,4655.0,680.731,4786.0,699.888,4731.0,691.845,0.972,0.419,0.58,4720.5,0.986,0.972628477699289
294,BWA,2019,Botswana,True,BWP,4235.024,393.741,6093.103,566.491,5122.271,476.23,0.695,0.522,0.477,5164.063,0.82,0.6950525251063123
295,BWA,2020,Botswana,False,BWP,4655.664,406.387,5838.148,509.604,5218.258,455.495,0.797,0.524,0.475,5246.906,0.887,0.7974564563857427
296,BWA,2021,Botswana,False,BWP,5175.16,466.766,5899.175,532.068,5511.695,497.12,0.877,0.535,0.464,5537.167,0.934,0.8772675673034275
297,BWA,2022,Botswana,False,BWP,5782.476,467.505,6393.523,516.907,6088.48,492.245,0.904,0.499,0.5,6087.999,0.949,0.9044276823490491
298,BWA,2023,Botswana,False,BWP,6088.377,447.794,6902.199,507.65,6490.037,477.336,0.882,0.506,0.493,6495.288,0.937,0.8820919925145277
299,CAN,1997,Canada,False,CAD,2014.58,1454.993,2911.282,2102.619,2484.415,1794.322,0.691,0.476,0.523,2462.931,0.817,0.6919907981426971
300,CAN,1998,Canada,False,CAD,2048.231,1380.67,2954.137,1991.322,2520.141,1698.774,0.693,0.479,0.52,2501.184,0.818,0.6933434170867394
301,CAN,1999,Canada,False,CAD,2108.844,1419.423,3030.799,2039.974,2587.05,1741.295,0.695,0.481,0.518,2569.821,0.82,0.6958044563313062
302,CAN,2000,Canada,False,CAD,2171.566,1461.946,3129.162,2106.621,2668.78,1796.681,0.693,0.48,0.519,2650.363,0.819,0.6939767523441568
303,CAN,2001,Canada,False,CAD,2251.505,1453.672,3226.666,2083.279,2753.955,1778.076,0.697,0.484,0.515,2739.085,0.821,0.6977807581221719
304,CAN,2002,Canada,False,CAD,2318.962,1476.724,3286.515,2092.864,2816.565,1793.599,0.705,0.485,0.514,2802.738,0.827,0.7055995994006299
305,CAN,2003,Canada,False,CAD,2377.102,1696.7,3343.768,2386.676,2870.608,2048.949,0.71,0.489,0.51,2860.435,0.831,0.7109050411534704
306,CAN,2004,Canada,False,CAD,2459.931,1890.391,3413.74,2623.367,2945.281,2263.369,0.72,0.491,0.508,2936.835,0.837,0.7205972324878677
307,CAN,2005,Canada,False,CAD,2556.658,2110.49,3517.656,2903.782,3046.037,2514.466,0.726,0.49,0.509,3037.157,0.841,0.7268073154251936
308,CAN,2006,Canada,False,CAD,2701.041,2381.146,3726.06,3284.769,3222.631,2840.962,0.724,0.491,0.508,3213.55,0.84,0.724905160758641
309,CAN,2007,Canada,False,CAD,2810.545,2616.783,3877.22,3609.921,3349.55,3118.629,0.724,0.494,0.505,3343.882,0.84,0.7248865002862943
310,CAN,2008,Canada,False,CAD,2911.129,2728.109,4036.108,3782.361,3478.552,3259.858,0.721,0.495,0.504,3473.618,0.838,0.7212714492350148
311,CAN,2009,Canada,False,CAD,3033.771,2657.623,4124.712,3613.303,3576.538,3133.095,0.735,0.502,0.497,3579.242,0.847,0.7355106947853529
312,CAN,2010,Canada,False,CAD,3092.349,3001.952,4202.263,4079.421,3646.086,3539.502,0.735,0.501,0.498,3647.306,0.847,0.7358769786202504
313,CAN,2011,Canada,False,CAD,3185.189,3219.775,4283.804,4330.319,3737.984,3778.573,0.743,0.496,0.503,3734.496,0.852,0.7435422194069304
314,CAN,2012,Canada,False,CAD,3283.722,3285.809,4412.566,4415.371,3851.568,3854.017,0.744,0.496,0.503,3848.144,0.853,0.744175064790705
315,CAN,2013,Canada,False,CAD,3359.807,3261.513,4496.078,4364.542,3932.243,3817.202,0.747,0.496,0.503,3927.942,0.855,0.7472749718068928
316,CAN,2014,Canada,False,CAD,3416.961,3092.98,4574.151,4140.451,4001.692,3622.269,0.747,0.494,0.505,3995.555,0.855,0.747015240610262
317,CAN,2015,Canada,False,CAD,3526.878,2757.988,4673.713,3654.804,4108.037,3212.45,0.754,0.493,0.506,4100.295,0.86,0.754619946787844
318,CAN,2016,Canada,False,CAD,3598.414,2714.524,4757.387,3588.814,4183.073,3155.571,0.756,0.495,0.504,4177.9,0.861,0.7563846997921876
319,CAN,2017,Canada,False,CAD,3655.261,2816.211,4821.579,3714.805,4246.002,3271.35,0.758,0.493,0.506,4238.42,0.862,0.7581046649824149
320,CAN,2018,Canada,False,CAD,3775.316,2913.462,4938.942,3811.447,4365.868,3369.199,0.764,0.492,0.507,4357.129,0.866,0.7643978782861207
321,CAN,2019,Canada,False,CAD,3892.374,2933.67,5043.948,3801.608,4476.324,3373.791,0.771,0.492,0.507,4468.161,0.871,0.7716918735440371
322,CAN,2020,Canada,False,CAD,4175.484,3113.355,5332.605,3976.136,4767.736,3554.954,0.783,0.488,0.511,4754.044,0.878,0.783010188786299
323,CAN,2021,Canada,False,CAD,4267.454,3403.408,5437.427,4336.492,4863.344,3878.645,0.784,0.49,0.509,4852.44,0.879,0.784829765626225
324,CAN,2022,Canada,False,CAD,4439.759,3411.12,5720.979,4395.496,5090.344,3910.972,0.776,0.492,0.507,5080.369,0.873,0.7760489373667955
325,CAN,2023,Canada,False,CAD,4679.086,3466.224,5976.397,4427.261,5339.067,3955.132,0.782,0.491,0.508,5327.741,0.878,0.7829274126824689
326,CHE,1999,Switzerland,False,EUR,3355.221,3575.915,6082.278,6482.349,4840.965,5159.387,0.551,0.455,0.544,4718.749,0.711,0.5516387655154019
327,CHE,2000,Switzerland,False,EUR,3469.6,3204.566,6133.289,5664.783,4909.632,4534.598,0.565,0.459,0.54,4801.444,0.722,0.5656996922918318
328,CHE,2001,Switzerland,False,EUR,3577.737,3204.327,6322.557,5662.669,5056.855,4529.068,0.565,0.461,0.538,4950.147,0.722,0.565868674294754
329,CHE,2002,Switzerland,False,EUR,3589.194,3393.848,6463.875,6112.071,5128.202,4849.093,0.555,0.464,0.535,5026.534,0.714,0.5552697277240398
330,CHE,2003,Switzerland,False,EUR,3672.568,4154.263,6583.897,7447.443,5218.502,5902.963,0.557,0.468,0.531,5128.232,0.716,0.557810647224826
331,CHE,2004,Switzerland,False,EUR,3722.51,4630.439,6639.853,8259.329,5271.404,6557.112,0.56,0.469,0.53,5181.181,0.718,0.5606313781664346
332,CHE,2005,Switzerland,False,EUR,3745.942,4660.29,6693.574,8327.411,5316.475,6614.175,0.559,0.467,0.532,5219.758,0.717,0.559632519639057
333,CHE,2006,Switzerland,False,EUR,3817.302,4792.999,6702.516,8415.671,5362.411,6733.037,0.569,0.464,0.535,5259.909,0.725,0.5695326017378768
334,CHE,2007,Switzerland,False,EUR,3946.776,5408.969,6897.446,9452.799,5527.565,7575.406,0.572,0.464,0.535,5422.111,0.727,0.5722081893415907
335,CHE,2008,Switzerland,False,EUR,3997.363,5879.144,7049.179,10367.618,5601.425,8238.326,0.567,0.474,0.525,5523.271,0.723,0.5670679610302
