ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Iceland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,7720.76,,,Currency: ISL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
India,LFS - Periodic Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,260.46,,,Currency: IND - Indian rupee (INR),Repository: ILO-STATISTICS - Micro data processing
Indonesia,LFS - National Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,197.377,,,Currency: IDN - Indonesian rupiah (IDR),Repository: ILO-STATISTICS - Micro data processing
Ireland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,5592.817,,,Currency: IRL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Israel,HIES - Income Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2021,4063.528,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Currency: ISR - New Shekel (ILS),Employment definition: Including subsistence workers
Italy,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,3820.669,,,Currency: ITA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Jamaica,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2014,335.76,,,Currency: JAM - Jamaican dollar (JMD),Repository: ILO-STATISTICS - Micro data processing
Japan,ES - Wage Structure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2021,3072.316,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Currency: JPN - Yen (JPY),"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Jordan,LFS - Employment and Unemployment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,482.271,,,Currency: JOR - Jordanian dinar (JOD),Repository: ILO-STATISTICS - Micro data processing
Kazakhstan,ADM-EBR - Businesses and Organizations register,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,772.106,,,Working time arrangement coverage: Full-time and part time workers | Currency: KAZ - Tenge (KZT),Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kenya,HS - Continuous household survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,3610.494,,,Currency: KEN - Kenyan shilling (KES),Repository: ILO-STATISTICS - Micro data processing
Kiribati,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,380.87,,,Currency: KIR - Australian dollar (AUD),Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,"ES - Survey of enterprises, institutions and organisations",Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,372.734,,,Working time arrangement coverage: Full-time and part time workers | Currency: KGZ - Kyrgyzstani som (KGS),Data reference period: November | Reference group coverage: Employees
Lao People's Democratic Republic,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,194.306,Break in series,,Currency: LAO - Kip (LAK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Latvia,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,2229.716,,,Currency: LVA - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Lebanon,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,769.62,Break in series,,Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lesotho,LFS - Integrated Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,250.511,,,Currency: LSO - Loti (LSL),Repository: ILO-STATISTICS - Micro data processing
Liberia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2017,1258.594,Break in series,,Currency: LBR - United States dollar (USD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lithuania,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,2156.706,,,Currency: LTU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Luxembourg,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,9084.975,,,Currency: LUX - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
"Macao, China",LFS - Employment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2018,2105.913,,,Central tendency measure: Median | Working time arrangement coverage: Full-time and part time workers | Currency: MAC - Pataca (MOP),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Madagascar,LFS - National Survey on Employment and the Informal Sector,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2015,74.726,,,Currency: MDG - Malagasy ariary (MGA),Repository: ILO-STATISTICS - Micro data processing
Malawi,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2013,66.047,Break in series,,Currency: MWI - Malawian kwacha (MWK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Malaysia,ES - Salaries and Wages Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2020,704.892,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents | Currency: MYS - Ringgit (MYR),Employment definition: Excluding own-use production workers | Reference group coverage: Employees
Maldives,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,824.478,,,Currency: MDV - Rufiyaa (MVR),Repository: ILO-STATISTICS - Micro data processing
Mali,HIES - Harmonized Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,160.759,,,Currency: MLI - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Malta,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2021,3078.017,,,Currency: MLT - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Marshall Islands,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,766.335,,,Currency: MHL - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Mauritius,LFS - Continuous Multi-Purpose Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,450.77,,,Currency: MUS - Mauritian rupee (MUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mexico,LFS - National Occupation and Employment Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,538.161,,,Currency: MEX - New Peso (MXN),Repository: ILO-STATISTICS - Micro data processing
Mongolia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,420.017,,,Currency: MNG - Tögrög (MNT),Repository: ILO-STATISTICS - Micro data processing
Montenegro,ES - Structure of Earnings Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2014,1010.989,,,Currency: MNE - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Myanmar,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2020,142.997,,,Currency: MMR - Kyat (MMK),Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester
Namibia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2018,573.761,,,Currency: NAM - Namibian dollar (NAD),Repository: ILO-STATISTICS - Micro data processing
Nepal,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2017,186.142,Break in series,,Currency: NPL - Nepalese rupee (NPR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Netherlands,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,6409.884,,,Currency: NLD - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
New Caledonia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2017,2200.495,,,Currency: NCL - CFP franc (XPF),Repository: ILO-STATISTICS - Micro data processing
New Zealand,ADM - Linked employer-employee data,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,4336.845,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: NZL - New Zealand dollar (NZD),"Data reference period: End of the year | Geographical coverage: Total national, excluding overseas territories | Reference group coverage: Employees"
Nicaragua,HIES - National Household Survey on Measuring Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2014,362.942,Break in series,,Currency: NIC - Cordoba (NIO) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Niger,HIES - National Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,122.952,,,Currency: NER - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Nigeria,HIES - Socio Economic Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2019,176.128,Break in series,,Currency: NGA - Naira (NGN) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
North Macedonia,ES - Structure of Earnings Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2014,684.065,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,7048.896,,,Currency: NOR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Pakistan,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2021,151.613,,,Currency: PAK - Pakistani rupee (PKR),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Panama,LFS - Labour Market Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,891.277,,,Currency: PAN - Balboa (PAB),Repository: ILO-STATISTICS - Micro data processing | Data reference period: October
Paraguay,HS - Continuous Permanent Household Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,434.648,,,Currency: PRY - Guarani (PYG),Repository: ILO-STATISTICS - Micro data processing
Peru,"LFS - Permanent Employment Survey, National",Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2023,508.751,,,Currency: PER - Nuevo sol (PEN),Repository: ILO-STATISTICS - Micro data processing
Philippines,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Male,Currency: U.S. dollars,2022,295.666,,,Currency: PHL - Philippine peso (PHP),Repository: ILO-STATISTICS - Micro data processing
