,ISO,year,country,T,M,F,ratio,break,female_share,male_share,balanced_avg,balanced_ratio
6060,PAK,2013,Pakistan,12568.74,13245.306,8256.712,0.6233689127302909,True,0.13562258223459367,0.8643774177654063,10751.009,0.7679941482701763
6063,PAK,2014,Pakistan,13635.743,14539.412,8665.547,0.5960039511914237,False,0.15384572168410407,0.846154278315896,11602.479500000001,0.7468702702728326
6066,PAK,2015,Pakistan,15494.822,16383.328,10254.985,0.6259402851484144,False,0.14498307291220475,0.8550169270877952,13319.156500000001,0.7699425260150671
6069,PAK,2016,Pakistan,14921.0,15834.0,9719.0,0.6138057344953897,False,0.14930498773507767,0.8506950122649224,12776.5,0.7606934606504129
6072,PAK,2017,Pakistan,18827.0,20015.0,11948.0,0.5969522857856607,False,0.14726664187430272,0.8527333581256973,15981.5,0.7476144291837437
6075,PAK,2018,Pakistan,19192.732,20336.832,12374.939,0.6084988556723093,False,0.14369698261456149,0.8563030173854385,16355.8855,0.7566046485223927
6078,PAK,2019,Pakistan,21544.745,22363.697,15798.355,0.7064285927322302,False,0.12473866555618901,0.8752613344438109,19081.025999999998,0.8279615047953921
6081,PAK,2021,Pakistan,24068.182,24698.793,20020.482,0.8105854403492511,False,0.13479458719183068,0.8652054128081693,22359.6375,0.8953849095272676
6084,PAN,1997,Panama,442.173,462.769,407.52,0.8806121412627034,True,0.3727850277833082,0.6272149722166918,435.1445,0.936516490499133
6087,PAN,1998,Panama,285.9,288.0,281.9,0.9788194444444444,False,0.34426229508196965,0.6557377049180304,284.95,0.9892963677838217
6090,PAN,1999,Panama,296.0,298.0,292.0,0.9798657718120806,False,0.3333333333333333,0.6666666666666667,295.0,0.9898305084745763
6093,PAN,2003,Panama,387.5,401.482,366.453,0.9127507584399798,False,0.39915498586885173,0.6008450141311483,383.9675,0.9543854623112633
6096,PAN,2006,Panama,416.234,429.722,395.194,0.9196503786168733,True,0.3906394810009272,0.6093605189990727,412.45799999999997,0.9581436170470692
6099,PAN,2007,Panama,423.037,431.44,410.247,0.9508784535508994,False,0.3964988439579119,0.6035011560420881,420.8435,0.9748208063092337
6102,PAN,2008,Panama,486.108,497.216,467.971,0.9411825041832925,False,0.3798256112155925,0.6201743887844076,482.5935,0.9697001720910041
6105,PAN,2009,Panama,546.177,561.736,521.831,0.9289612914251535,False,0.38990101491041174,0.6100989850895883,541.7835,0.9631725587803984
6108,PAN,2010,Panama,516.936,524.604,505.335,0.9632694375185853,True,0.39794488556749086,0.6020551144325091,514.9695,0.9812911250083741
6111,PAN,2011,Panama,586.166,599.858,566.978,0.9451870275965312,False,0.4164233576642304,0.5835766423357696,583.4179999999999,0.9718212328039245
6114,PAN,2012,Panama,638.648,644.338,630.47,0.9784771346715545,False,0.4102970868185727,0.5897029131814273,637.404,0.989121499080646
6117,PAN,2013,Panama,688.745,711.554,655.433,0.9211289656161022,False,0.4064254022558397,0.5935745977441603,683.4935,0.9589454764383274
6120,PAN,2014,Panama,699.21,713.566,679.288,0.9519623973115311,False,0.418810899118968,0.5811891008810319,696.427,0.9753900983161192
6123,PAN,2015,Panama,748.53,759.834,733.036,0.9647317703603682,False,0.42182252406895937,0.5781774759310406,746.435,0.9820493412018461
6126,PAN,2016,Panama,799.327,804.206,792.59,0.9855559396473044,False,0.4200241046831978,0.5799758953168022,798.398,0.9927254326789395
6129,PAN,2017,Panama,849.081,836.936,865.558,1.034198552816464,False,0.42432394661449235,0.5756760533855076,851.2470000000001,1.0168118066789074
6132,PAN,2018,Panama,859.609,851.59,870.604,1.022327645932902,False,0.4217418744083308,0.5782581255916692,861.097,1.0110405680196308
6135,PAN,2019,Panama,890.356,902.744,874.245,0.9684306957454162,False,0.43468191866381356,0.5653180813361864,888.4945,0.9839621967271603
6138,PAN,2020,Panama,924.526,886.271,971.214,1.0958431450425434,True,0.45036083020378315,0.5496391697962169,928.7425000000001,1.045730113567539
6141,PAN,2021,Panama,929.478,890.617,980.74,1.1011916457916253,True,0.4311995827924056,0.5688004172075944,935.6785,1.0481591700568091
6144,PAN,2022,Panama,827.381,792.789,875.851,1.1047718876018713,False,0.41645999373961595,0.583540006260384,834.3199999999999,1.0497782625371561
6147,PAN,2023,Panama,903.684,891.277,919.514,1.031681508666778,False,0.43938803697276413,0.5606119630272359,905.3955000000001,1.015593737764325
6150,PER,1997,Peru,652.978,701.4,567.717,0.8094054747647562,False,0.3622150909240519,0.6377849090759481,634.5585,0.8946645581140273
6153,PER,1998,Peru,740.65,798.835,642.542,0.8043488329880388,False,0.3722815481179583,0.6277184518820417,720.6885,0.8915668836119905
6156,PER,1999,Peru,776.922,781.694,769.596,0.9845233556864963,False,0.39444536286989185,0.6055546371301082,775.645,0.9922013292163296
6159,PER,2000,Peru,706.449,749.717,631.008,0.8416615869721509,False,0.3644879495236254,0.6355120504763746,690.3625,0.9140241539770774
6162,PER,2001,Peru,710.278,760.08,618.657,0.8139366908746448,False,0.35214922608062355,0.6478507739193764,689.3685,0.8974256874226194
6165,PER,2002,Peru,822.496,878.126,728.762,0.8299059588259543,True,0.37244583701561274,0.6275541629843873,803.444,0.9070476598244557
6168,PER,2003,Peru,842.628,921.926,710.648,0.7708297629093875,False,0.3753254006569543,0.6246745993430457,816.287,0.8705859581250222
6171,PER,2004,Peru,750.341,828.067,616.009,0.7439120264423048,False,0.3665317979043469,0.633468202095653,722.038,0.8531531581440313
6174,PER,2005,Peru,767.266,840.955,640.492,0.7616245815768976,False,0.36759401984406126,0.6324059801559387,740.7235000000001,0.8646843255276765
6177,PER,2006,Peru,811.478,880.601,693.399,0.7874156400004089,False,0.36924284996955187,0.6307571500304481,787.0,0.8810660736975857
6180,PER,2007,Peru,874.889,941.677,765.57,0.8129857690057207,False,0.37924670796731547,0.6207532920326846,853.6235,0.8968473806074927
6183,PER,2008,Peru,937.622,1049.478,756.192,0.7205410689885828,False,0.381388815013332,0.618611184986668,902.835,0.8375749721709946
6186,PER,2009,Peru,1023.49,1128.966,851.712,0.7544177592593577,False,0.3804309405815603,0.6195690594184398,990.3389999999999,0.8600206595923214
6189,PER,2010,Peru,1038.095,1152.929,856.386,0.7427916202992552,False,0.3872423223613439,0.6127576776386561,1004.6575,0.852415873071171
6192,PER,2011,Peru,1099.145,1212.21,927.163,0.7648534494848253,False,0.3966538851487651,0.6033461148512349,1069.6865,0.8667614296338226
6195,PER,2012,Peru,1188.566,1300.249,1015.828,0.7812565131755532,False,0.3926679113005016,0.6073320886994984,1158.0385,0.8771970880070048
6198,PER,2013,Peru,1263.449,1387.592,1067.182,0.7690891847171214,False,0.3874504541056771,0.6125495458943229,1227.3870000000002,0.8694747459440257
6201,PER,2014,Peru,1325.708,1446.738,1137.872,0.7865086836732014,False,0.3918527775799213,0.6081472224200787,1292.305,0.8804980248470756
6204,PER,2015,Peru,1370.425,1495.905,1174.637,0.7852350249514508,False,0.390577337300945,0.609422662699055,1335.271,0.8796993269531054
6207,PER,2016,Peru,1465.353,1598.581,1262.745,0.7899161819138348,False,0.3967055348443878,0.6032944651556122,1430.663,0.8826292425260176
6210,PER,2017,Peru,1477.662,1611.938,1277.488,0.7925168337740037,False,0.401483031843325,0.598516968156675,1444.7130000000002,0.8842503666818253
6213,PER,2018,Peru,1528.417,1668.831,1320.718,0.7914030839551759,False,0.4033575304570644,0.5966424695429355,1494.7745,0.8835566836335514
6216,PER,2019,Peru,1585.081,1704.991,1404.612,0.8238237034682295,False,0.3991956827874123,0.6008043172125876,1554.8015,0.9034027816412578
6219,PER,2020,Peru,1495.503,1565.036,1379.345,0.8813503331552757,True,0.37445541248633546,0.6255445875136645,1472.1905000000002,0.9369337731767728
6222,PER,2021,Peru,1638.272,1730.906,1489.581,0.8605787951512098,False,0.3838557961255568,0.6161442038744431,1610.2435,0.9250656810600384
6225,PER,2022,Peru,1624.76,1756.146,1425.591,0.8117724836089938,True,0.3974709201191933,0.6025290798808067,1590.8685,0.8961086350003158
6228,PER,2023,Peru,1770.391,1904.674,1578.771,0.8288930284132613,False,0.4120336419118569,0.5879663580881431,1741.7224999999999,0.9064423293607334
6252,PHL,1993,Philippines,5873.0,6039.0,5606.0,0.9282993873157808,False,0.3833718244803695,0.6166281755196306,5822.5,0.9628166595105195
6255,PHL,1994,Philippines,6461.0,6756.0,6144.0,0.9094138543516874,False,0.4820261437908497,0.5179738562091503,6450.0,0.9525581395348838
6258,PHL,1995,Philippines,6959.0,7164.0,6633.0,0.9258793969849246,False,0.3860640301318267,0.6139359698681732,6898.5,0.9615133724722765
6261,PHL,1996,Philippines,7194.0,7406.0,6858.0,0.9260059411288145,False,0.38686131386861317,0.6131386861313868,7132.0,0.961581604038138
6264,PHL,1997,Philippines,7887.0,8125.0,7518.0,0.9252923076923077,False,0.39209225700164746,0.6079077429983526,7821.5,0.9611967013999873
6267,PHL,1998,Philippines,8565.0,8674.0,8407.0,0.9692183537007147,False,0.40823970037453183,0.5917602996254682,8540.5,0.9843685966863767
6270,PHL,1999,Philippines,9086.0,9338.0,8723.0,0.9341400728207325,True,0.4097560975609756,0.5902439024390245,9030.5,0.96594872930624
6273,PHL,2001,Philippines,6764.709,6670.748,6915.146,1.0366372706629001,True,0.38445895629260546,0.6155410437073945,6792.947,1.0179890995763694
6276,PHL,2003,Philippines,7007.358,6967.53,7070.891,1.014834668813769,False,0.3853290893083511,0.6146709106916489,7019.210499999999,1.0073627226309854
6279,PHL,2004,Philippines,7131.76,7072.913,7228.207,1.0219561586576846,False,0.3789393022267465,0.6210606977732536,7150.5599999999995,1.0108588697948133
6282,PHL,2005,Philippines,7470.595,7491.001,7439.709,0.9931528510008208,False,0.3978398190750956,0.6021601809249044,7465.355,0.9965646643729602
6285,PHL,2006,Philippines,7779.03,7860.427,7656.913,0.9741090401322982,False,0.3999577424648913,0.6000422575351088,7758.67,0.9868847366881178
6288,PHL,2007,Philippines,8070.828,8132.008,7978.579,0.9811327042472167,False,0.3987512139165304,0.6012487860834697,8055.2935,0.9904765108807022
6291,PHL,2008,Philippines,8493.399,8504.437,8476.763,0.9967459339166133,False,0.3988581339886116,0.6011418660113884,8490.6,0.9983703154076273
6294,PHL,2009,Philippines,8835.451,8839.969,8828.677,0.9987226199548891,False,0.4001062699256327,0.5998937300743673,8834.323,0.9993609017917954
6297,PHL,2010,Philippines,9309.254,9253.844,9392.308,1.0149628630005003,False,0.4001762190894454,0.5998237809105547,9323.076000000001,1.007425875322694
6300,PHL,2011,Philippines,9666.602,9548.792,9844.696,1.030988631860449,False,0.39813588190764954,0.6018641180923505,9696.743999999999,1.015257905127742
6303,PHL,2012,Philippines,10141.655,9957.212,10423.695,1.0468487564591373,False,0.39539061444897466,0.6046093855510253,10190.4535,1.0228882355431974
6306,PHL,2013,Philippines,10631.893,10407.071,10977.483,1.054810042133853,False,0.39413967448090154,0.6058603255190984,10692.277,1.0266740190139108
6309,PHL,2014,Philippines,11160.633,10924.928,11519.05,1.054382234830289,False,0.3967282813967504,0.6032717186032496,11221.989,1.0264713323101635
6312,PHL,2015,Philippines,11497.51,11253.363,11871.744,1.0549507733821437,False,0.39481646428334694,0.6051835357166531,11562.5535,1.0267406762701683
6315,PHL,2016,Philippines,12194.434,11955.262,12586.36,1.0527883035938486,True,0.37897759143587634,0.6210224085641236,12270.811000000002,1.0257154152239814
6318,PHL,2017,Philippines,12630.924,12386.596,13043.743,1.0530530744685627,False,0.37180113429719835,0.6281988657028017,12715.1695,1.025841063306313
6321,PHL,2018,Philippines,13452.754,13221.644,13848.802,1.0474341919960937,False,0.36850363066404446,0.6314963693359555,13535.223,1.0231676271606311
6324,PHL,2019,Philippines,14623.306,14305.021,15151.769,1.0591923632967752,False,0.37589105613476503,0.624108943865235,14728.395,1.0287454267759657
6327,PHL,2020,Philippines,15229.753,14744.095,16028.574,1.0871181988450291,False,0.3780972674524074,0.6219027325475925,15386.3345,1.0417409032671165
6330,PHL,2021,Philippines,15528.057,15075.726,16293.453,1.0807740204352347,True,0.37145517837742,0.62854482162258,15684.5895,1.0388192180611422
6333,PHL,2022,Philippines,16487.742,16107.227,17090.785,1.0610631488585838,False,0.38687601544596045,0.6131239845540395,16599.006,1.0296270150152365
6336,PLW,2000,Palau,781.718,839.072,709.445,0.845511469814271,False,0.44245411835497284,0.5575458816450272,774.2585,0.916289585454987
6399,POL,2005,Poland,448.599,476.908,415.568,0.8713798049099616,False,0.4615096185197263,0.5384903814802737,446.238,0.9312698604780408
6402,POL,2006,Poland,537.291,572.631,495.124,0.8646475653605901,False,0.45595881662301396,0.544041183376986,533.8775,0.9274112507082617
6405,POL,2007,Poland,641.847,693.643,577.943,0.8331994988776646,False,0.44767502160760614,0.5523249783923938,635.793,0.9090112662454604
6408,POL,2008,Poland,740.103,799.922,665.828,0.8323661557001807,False,0.4460975136844307,0.5539024863155693,732.875,0.9085150946614361
6411,POL,2009,Poland,861.583,929.775,785.074,0.8443698744319862,False,0.4712614287392623,0.5287385712607378,857.4245,0.9156188095861502
6414,POL,2010,Poland,727.052,779.575,669.111,0.8583022800885097,False,0.4754761732329084,0.5245238267670915,724.3430000000001,0.923748831699899
6417,POL,2011,Poland,809.492,862.396,751.423,0.8713201359932097,False,0.4767285736170061,0.5232714263829938,806.9095,0.9312357829471583
6420,POL,2012,Poland,826.694,886.47,759.909,0.8572303631256557,False,0.4723097952765864,0.5276902047234135,823.1895,0.9231276638003765
6423,POL,2013,Poland,841.062,901.587,774.736,0.8593025409638781,False,0.47713459097681515,0.5228654090231848,838.1614999999999,0.9243278294218955
6426,POL,2014,Poland,875.513,946.084,798.188,0.8436756144274716,False,0.47716638719099863,0.5228336128090014,872.136,0.915210471761285
6429,POL,2015,Poland,876.793,964.459,782.372,0.8112029645635532,False,0.48145117443859226,0.5185488255614077,873.4155,0.8957615247267766
6432,POL,2016,Poland,913.182,999.202,820.791,0.8214465143184262,False,0.48214515921103523,0.5178548407889647,909.9965,0.9019716009896742
6435,POL,2017,Poland,910.845,1000.754,815.113,0.8144988678536385,False,0.48431650335863313,0.5156834966413668,907.9335000000001,0.8977672924283552
6438,POL,2018,Poland,974.301,1058.895,886.711,0.8373927537668986,False,0.49130000464619217,0.5086999953538078,972.803,0.911501095288563
6441,POL,2019,Poland,1066.971,1175.466,956.374,0.8136126438365722,False,0.49520292845014857,0.5047970715498514,1065.92,0.8972286850795557
6444,POL,2020,Poland,1159.714,1265.572,1047.785,0.8279141763566199,False,0.48606206982051287,0.5139379301794871,1156.6785,0.9058567268259936
6447,POL,2021,Poland,1164.874,1252.297,1072.007,0.856032554577708,False,0.48490210216872826,0.5150978978312717,1162.152,0.922432693830067
6450,POL,2022,Poland,1279.565,1359.4,1193.833,0.8782058260997498,False,0.4821914995137922,0.5178085004862079,1276.6165,0.9351539792882201
6453,POL,2023,Poland,1401.922,1534.864,1264.518,0.8238632217577584,False,0.49174761231902825,0.5082523876809717,1399.691,0.903426542001056
6462,PRT,1997,Portugal,132800.0,150900.0,106600.0,0.7064280980781975,False,0.40857787810383744,0.5914221218961626,128750.0,0.8279611650485437
6465,PRT,1998,Portugal,100671.312,109685.627,90133.618,0.8217450222534627,True,0.4610429035706761,0.5389570964293239,99909.6225,0.9021515219917882
6468,PRT,1999,Portugal,104717.603,114413.812,93593.003,0.8180218923218815,False,0.46569799473209705,0.534302005267903,104003.4075,0.8999032363434822
6469,PRT,2000,Portugal,109793.424,119927.588,98480.431,0.8211657771354494,False,0.4725178260223488,0.5274821739776512,109204.0095,0.9018023372118036
6470,PRT,2001,Portugal,116026.331,126705.417,104448.398,0.8243404305279229,False,0.47980756093167715,0.5201924390683228,115576.9075,0.9037133823640332
6471,PRT,2002,Portugal,610.432,662.336,554.481,0.8371596893419654,False,0.4812387001066245,0.5187612998933755,608.4085,0.9113630069270893
6472,PRT,2003,Portugal,638.885,692.83,581.173,0.8388392534965287,False,0.4831313755519137,0.5168686244480862,637.0015000000001,0.9123573492370111
6475,PRT,2004,Portugal,668.381,723.962,612.278,0.8457322345647976,False,0.49766304931771815,0.5023369506822819,668.12,0.9164192061306352
6478,PRT,2005,Portugal,685.535,742.558,627.129,0.8445522100630524,False,0.49400930442089974,0.5059906955791003,684.8435,0.91572600163395
6481,PRT,2006,Portugal,710.558,773.973,645.056,0.8334347580600358,False,0.49190564471714365,0.5080943552828563,709.5145,0.9091512576557632
6484,PRT,2007,Portugal,720.728,785.695,654.158,0.832585163454012,False,0.49390665744239326,0.5060933425576067,719.9265,0.908645535342844
6487,PRT,2008,Portugal,752.502,826.05,676.868,0.819403183826645,False,0.49300853990427834,0.5069914600957217,751.4590000000001,0.9007384301738351
6490,PRT,2009,Portugal,763.768,831.585,698.061,0.8394343332311189,False,0.5079012012821665,0.49209879871783346,764.8230000000001,0.9127092150732914
6493,PRT,2010,Portugal,773.823,831.496,718.429,0.8640197908348326,False,0.5100780952886341,0.4899219047113659,774.9625,0.9270500185492846
6496,PRT,2011,Portugal,798.203,869.454,730.048,0.839662592845625,False,0.5111042566317089,0.4888957433682911,799.751,0.9128441227332007
6499,PRT,2012,Portugal,807.076,878.283,740.994,0.8436847804181568,False,0.5186650059363824,0.48133499406361757,809.6385,0.9152158648582053
6502,PRT,2013,Portugal,801.549,878.319,731.088,0.8323718375669887,False,0.5214255150070297,0.4785744849929703,804.7035,0.9085184791665502
6505,PRT,2014,Portugal,811.931,888.999,742.181,0.8348502079304926,False,0.5249220122873217,0.4750779877126783,815.59,0.9099927659730992
6508,PRT,2015,Portugal,825.463,899.769,757.726,0.842133925485319,False,0.5231232795702713,0.47687672042972873,828.7475,0.9143026072476841
6511,PRT,2016,Portugal,830.914,901.6,766.495,0.8501497338065661,False,0.5231930720550685,0.4768069279449315,834.0475,0.9190064115053399
6514,PRT,2017,Portugal,852.152,926.343,784.114,0.8464618397289125,False,0.5216306097912519,0.47836939020874814,855.2284999999999,0.9168473688610705
6517,PRT,2018,Portugal,875.271,947.049,810.094,0.8553876304182784,False,0.5240991566572967,0.47590084334270333,878.5715,0.9220581364180377
6520,PRT,2019,Portugal,895.558,972.146,825.562,0.8492160642537232,False,0.5224854008623042,0.4775145991376958,898.854,0.9184606176308944
6523,PRT,2020,Portugal,943.504,1016.962,876.554,0.86193387756868,False,0.5231753176457179,0.4768246823542821,946.758,0.9258479991719109
6526,PRT,2021,Portugal,1005.916,1086.111,932.061,0.8581636683543394,False,0.5205777345017852,0.47942226549821476,1009.086,0.923668547576718
6529,PRT,2022,Portugal,1037.934,1115.26,967.161,0.8672067499955167,False,0.5221237145422994,0.47787628545770056,1041.2105,0.9288813357145361
6532,PRT,2023,Portugal,1058.826,1133.818,988.449,0.8717880647511329,False,0.5158733980422232,0.4841266019577768,1061.1335,0.9315029635762135
6535,PRT,2024,Portugal,1171.414,1260.453,1088.037,0.8632110836342173,False,0.5164195898292503,0.4835804101707497,1174.245,0.9265843158795652
6537,PRY,1983,Paraguay,38900.0,40646.0,33022.0,0.8124292673325788,False,0.2290136411332634,0.7709863588667366,36834.0,0.8965086604767335
6538,PRY,1984,Paraguay,48569.0,50375.0,42786.0,0.8493498759305211,False,0.23797601792067466,0.7620239820793253,46580.5,0.9185388735629716
6539,PRY,1985,Paraguay,65174.0,67144.0,59123.0,0.8805403312284046,False,0.2456052861239247,0.7543947138760753,63133.5,0.9364758804755003
6540,PRY,1986,Paraguay,85609.0,88641.0,75400.0,0.850622172583793,False,0.2289857261536138,0.7710142738463862,82020.5,0.9192823745283192
6541,PRY,1988,Paraguay,154932.0,160915.0,134113.0,0.8334400149147065,False,0.22322960973061712,0.7767703902693829,147514.0,0.9091543853464756
6542,PRY,1989,Paraguay,201293.0,202915.0,196032.0,0.9660793928492226,False,0.23565305825947988,0.7643469417405201,199473.5,0.9827470816925556
6543,PRY,1990,Paraguay,245183.0,259052.0,196800.0,0.7596930346030912,False,0.22278802287476707,0.7772119771252329,227926.0,0.8634381334292709
6546,PRY,1991,Paraguay,339252.0,361236.0,268860.0,0.7442779789389762,False,0.2379838919199792,0.7620161080800207,315048.0,0.853393768568599
6549,PRY,1992,Paraguay,370520.0,403197.0,281293.0,0.6976564805789726,False,0.26805519096994357,0.7319448090300564,342245.0,0.8219053601951818
6552,PRY,1993,Paraguay,466505.0,498260.0,376062.0,0.754750531850841,False,0.259865136908951,0.7401348630910489,437161.0,0.8602368463792516
6555,PRY,1994,Paraguay,617861.0,662351.0,491975.0,0.7427708269482495,False,0.26112832793351176,0.7388716720664883,577163.0,0.8524021810129894
6558,PRY,1995,Paraguay,710049.0,747442.0,603788.0,0.8078058230605184,False,0.26029905188856556,0.7397009481114345,675615.0,0.8936864930470756
6561,PRY,1996,Paraguay,787852.0,825610.0,682925.0,0.8271762696672763,False,0.26462487297193116,0.7353751270280688,754267.5,0.9054148561352571
6564,PRY,1997,Paraguay,900601.0,948077.0,773147.0,0.8154896701428259,False,0.2713999885668553,0.7286000114331447,860612.0,0.8983688352009965
6567,PRY,1998,Paraguay,704482.77,758698.75,609802.698,0.8037481253264224,True,0.3641196611445411,0.6358803388554589,684250.7239999999,0.8911977387984467
6570,PRY,1999,Paraguay,777157.115,826197.732,695111.627,0.8413380962900053,True,0.3741099562001631,0.6258900437998369,760654.6795,0.9138333671422579
6573,PRY,2000,Paraguay,787514.0,899758.0,606598.0,0.6741790570353362,False,0.3828762450538955,0.6171237549461045,753178.0,0.8053846501092703
6576,PRY,2001,Paraguay,835030.998,884497.612,757906.772,0.8568782568968655,True,0.3907598211687351,0.6092401788312649,821202.192,0.9229234643835437
6579,PRY,2002,Paraguay,737552.677,824220.254,599929.181,0.7278748345342166,True,0.386406716240552,0.613593283759448,712074.7175,0.8425087511971663
6582,PRY,2003,Paraguay,833219.657,927338.879,683218.142,0.7367513187161433,False,0.385543740186234,0.614456259813766,805278.5105,0.8484246544413406
6585,PRY,2004,Paraguay,804576.105,884462.721,679616.45,0.7683946805938924,False,0.38998325724953037,0.6100167427504697,782039.5855,0.8690307531753454
6588,PRY,2005,Paraguay,918977.298,1024539.58,765672.161,0.7473329249027159,False,0.4077851218503477,0.5922148781496523,895105.8705,0.8553984352401809
6591,PRY,2006,Paraguay,1047254.39,1156150.564,873955.48,0.7559183961095226,False,0.385889691827516,0.614110308172484,1015053.022,0.8609949047568078
6594,PRY,2007,Paraguay,1061324.364,1181841.552,865948.1,0.7327108261971145,False,0.38151214353123053,0.6184878564687695,1023894.8259999999,0.8457393064314597
6597,PRY,2008,Paraguay,1216062.833,1338597.349,1010714.079,0.7550545948376893,False,0.3737138402944434,0.6262861597055567,1174655.714,0.8604343102016359
6600,PRY,2009,Paraguay,1262973.16,1386143.966,1069208.271,0.7713544171644866,False,0.38863027403713574,0.6113697259628643,1227676.1184999999,0.87092047722357
6603,PRY,2010,Paraguay,1393409.774,1528108.718,1167335.104,0.763908411914446,False,0.3733614066354645,0.6266385933645355,1347721.911,0.8661542818828595
6606,PRY,2011,Paraguay,1633673.763,1782085.647,1405119.544,0.7884691436494129,False,0.39370087341778853,0.6062991265822115,1593602.5955,0.8817251854180982
6609,PRY,2012,Paraguay,1680374.219,1823791.061,1458619.588,0.7997734056225863,False,0.3927383506213804,0.6072616493786196,1641205.3245,0.8887489982061656
6612,PRY,2013,Paraguay,1903658.703,2082879.73,1655693.221,0.7949058206063583,False,0.41953812497388576,0.5804618750261142,1869286.4755,0.8857354090453857
6615,PRY,2014,Paraguay,2035461.723,2250058.002,1710404.014,0.7601599658674044,False,0.3976553194674064,0.6023446805325936,1980231.008,0.8637396379968211
6618,PRY,2015,Paraguay,2093259.272,2256790.413,1861511.52,0.8248490906718505,False,0.4137107847041051,0.586289215295895,2059150.9665,0.9040189623221586
6621,PRY,2016,Paraguay,2075944.677,2224502.525,1847331.033,0.8304468132712055,False,0.39387347970614933,0.6061265202938506,2035916.779,0.9073706018118141
6624,PRY,2017,Paraguay,2451865.076,2600819.147,2220584.943,0.8538021359775848,False,0.3917429558756898,0.6082570441243103,2410702.045,0.9211362090996194
6627,PRY,2018,Paraguay,2590061.358,2787709.961,2299073.266,0.8247175273482475,False,0.4044898899784839,0.5955101100215161,2543391.6135,0.9039399413746632
6630,PRY,2019,Paraguay,2646762.073,2820604.192,2400176.73,0.8509441830964989,False,0.4134889718502737,0.5865110281497263,2610390.461,0.9194703879972537
6633,PRY,2020,Paraguay,2505151.0,2621320.0,2325361.0,0.8870954328353654,False,0.3925172067752628,0.6074827932247372,2473340.5,0.9401701868384074
6636,PRY,2021,Paraguay,2590196.53,2704082.225,2421507.498,0.8955006898874904,False,0.40302859427340193,0.596971405726598,2562794.8615,0.9448698116175772
6639,PRY,2022,Paraguay,2803691.163,2961908.289,2575103.364,0.86940685286019,False,0.40903596560979616,0.5909640343902038,2768505.8265,0.930141934089948
6642,PRY,2023,Paraguay,2980586.552,3168094.337,2722461.516,0.8593372628474226,False,0.4207674483652982,0.5792325516347018,2945277.9265,0.9243479168824035
6645,PSE,2015,Occupied Palestinian Territory,2255.985,2342.028,1810.676,0.7731231223537891,False,0.16193220313464463,0.8380677968653554,2076.352,0.8720467435194033
6646,PSE,2016,Occupied Palestinian Territory,2341.693,2431.439,1867.254,0.7679625110891123,False,0.15907193562395253,0.8409280643760475,2149.3464999999997,0.8687542934561738
6647,PSE,2017,Occupied Palestinian Territory,2435.791,2535.59,1889.867,0.745336193943027,False,0.15455388765771075,0.8454461123422893,2212.7285,0.8540889675348783
6648,PSE,2018,Occupied Palestinian Territory,2621.965,2735.796,2045.212,0.747574746070248,False,0.16483295297892755,0.8351670470210725,2390.504,0.8555568198170762
6649,PSE,2019,Occupied Palestinian Territory,2775.75,2891.029,2211.151,0.7648318297741046,False,0.16955836194140708,0.830441638058593,2551.09,0.8667475471269143
6650,PSE,2020,Occupied Palestinian Territory,2893.606,2983.688,2444.932,0.819432862953499,False,0.16720370631603143,0.8327962936839686,2714.31,0.9007563616536062
6651,PSE,2021,Occupied Palestinian Territory,2928.24,3047.657,2298.93,0.7543270125214221,False,0.159493380097152,0.840506619902848,2673.2934999999998,0.8599616914491431
6652,PSE,2022,Occupied Palestinian Territory,3067.468,3214.543,2288.269,0.711848931558856,False,0.15878131092959558,0.8412186890704044,2751.406,0.8316726066600131
6653,PYF,1995,French Polynesia,,190977.0,166682.0,0.8727857281243291,False,,,178829.5,0.9320721693009263
6654,PYF,1996,French Polynesia,,194192.0,170358.0,0.8772657987970668,False,,,182275.0,0.9346207653271156
6655,PYF,1997,French Polynesia,,198441.0,173814.0,0.8758976219632032,False,,,186127.5,0.9338437361486078
6656,PYF,1998,French Polynesia,,203305.0,177205.0,0.8716214554487101,False,,,190255.0,0.93140784736275
6657,PYF,1999,French Polynesia,,203162.0,180336.0,0.8876463118102795,False,,,191749.0,0.9404794809881668
6658,PYF,2000,French Polynesia,,207778.0,183968.0,0.8854065396721501,False,,,195873.0,0.9392208216548478
6659,PYF,2001,French Polynesia,,212781.0,189437.0,0.8902909564293805,False,,,201109.0,0.9419618216986808
6660,PYF,2002,French Polynesia,,218416.0,194863.0,0.8921644934437037,False,,,206639.5,0.9430094439833623
6661,PYF,2003,French Polynesia,,225524.0,201481.0,0.8933905038931554,False,,,213502.5,0.943693867753305
6662,QAT,2001,Qatar,2902.0,2904.0,2887.0,0.9941460055096418,False,0.11764705882352941,0.8823529411764706,2895.5,0.9970644102918321
6665,QAT,2009,Qatar,7792.0,8484.0,6106.0,0.7197076850542197,False,0.2910008410428932,0.7089991589571067,7295.0,0.8370116518163125
6668,QAT,2011,Qatar,7401.0,7882.0,6094.0,0.7731540218218727,False,0.2690156599552573,0.7309843400447427,6988.0,0.8720663995420721
6671,QAT,2012,Qatar,8654.0,9089.0,7445.0,0.8191220156232809,False,0.2645985401459854,0.7354014598540146,8267.0,0.900568525462683
