ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Pakistan,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,20020.482,,,Currency: PAK - Pakistani rupee (PKR),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Palau,PC - Population Census,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2000,709.445,,,Currency: PLW - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Panama,LFS - Labour Market Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,919.514,,,Currency: PAN - Balboa (PAB),Repository: ILO-STATISTICS - Micro data processing | Data reference period: October
Paraguay,HS - Continuous Permanent Household Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,2722461.516,,,Currency: PRY - Guarani (PYG),Repository: ILO-STATISTICS - Micro data processing
Peru,"LFS - Permanent Employment Survey, National",Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,1578.771,,,Currency: PER - Nuevo sol (PEN),Repository: ILO-STATISTICS - Micro data processing
Philippines,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,17090.785,,,Currency: PHL - Philippine peso (PHP),Repository: ILO-STATISTICS - Micro data processing
Poland,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,1264.518,,,Currency: POL - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Portugal,LFS - Employment Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2024,1088.037,,,Currency: PRT - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Qatar,LFS - Labor Force Sample Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,12237.0,,,Value type: Real values | Working time arrangement coverage: Full-time and part time workers | Currency: QAT - Qatari riyal (QAR),Employment definition: Excluding own-use production workers
Republic of Korea,ES - Survey on labor conditions by employment type,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,3129000.0,,,Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW),Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees
Republic of Moldova,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,6010.117,,,Currency: MDA - Moldovan leu (MDL),Repository: ILO-STATISTICS - Micro data processing
Romania,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,1135.142,,,Currency: ROU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Russian Federation,ES - Establishments sample Survey on employees' wages by Occupation,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,48594.0,,,Working time arrangement coverage: Full-time and part time workers | Currency: RUS - Russian ruble (RUB),"Data reference period: October | Geographical coverage: Total national, excluding some areas"
Rwanda,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,41355.652,,,Currency: RWA - Rwandan franc (RWF),Repository: ILO-STATISTICS - Micro data processing
Réunion,ADM-EOR - Register of the Employment Office,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2012,2603.608,,,Working time arrangement coverage: Full-time and part time workers | Currency: REU - Euro (EUR),
Saint Helena,ADM - Tax returns and Administrative Records,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2002,245.7,,,Working time concept: Hours actually worked | Currency: SHN - British pound (GBP),Data reference period: Noncalendar year | Reference group coverage: Employees
Samoa,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,1672.814,Break in series,,Components of earnings/wages: Excluding payments in kind | Currency: WSM - Tala (WST) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Senegal,HIES - Harmonized Survey on Household Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,89516.111,,,Currency: SEN - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Serbia,HIES - Survey on Income and living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,721.968,,,Currency: SRB - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Sierra Leone,HS - Integrated Household Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2018,1707039.809,,,Currency: SLE - Leone (SLL),Repository: ILO-STATISTICS - Micro data processing
Singapore,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,4437.0,,,Central tendency measure: Median | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Currency: SGP - Singapore dollar (SGD),"Data reference period: June | Population coverage: Nationals, residents"
Slovakia,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,1210.77,,,Currency: SVK - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Slovenia,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,2534.43,,,Currency: SVN - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Solomon Islands,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2005,11929.336,,,Currency: SLB - Solomon Islands dollar (SBD),Repository: ILO-STATISTICS - Micro data processing
South Africa,HIES - National Income Dynamic Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2020,6145.871,,,Currency: ZAF - Rand (ZAR),Repository: ILO-STATISTICS - Micro data processing
Spain,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,2624.343,,,Currency: ESP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Sri Lanka,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,40597.401,,,Currency: LKA - Sri Lankan rupee (LKR),Repository: ILO-STATISTICS - Micro data processing
Sudan,LFS - Labor Market Panel Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,68495.762,Break in series,,Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Suriname,HIES - Survey on Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2016,2182.415,,,Currency: SUR - Surinamese dollar (SRD),Repository: ILO-STATISTICS - Micro data processing
Sweden,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,3854.717,,,Currency: SWE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,5010.489,,,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Syrian Arab Republic,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2010,11981.0,,,Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | Currency: SYR - Syrian pound (SYP),Reference group coverage: Salaried employed / white collar / office workers
Tajikistan,HIES - Living Standards Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2009,175.016,,,Currency: TJK - Somoni (TJS),Repository: ILO-STATISTICS - Micro data processing
"Tanzania, United Republic of",LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2020,413703.937,Break in series,,Currency: TZA - Tanzanian shilling (TZS) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Thailand,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,16605.174,,,Currency: THA - Baht (THB),Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,243.256,,,Currency: TLS - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Togo,HIES - Living Standards Measurement Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,65344.862,,,Currency: TGO - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Tokelau,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2016,776.732,,,Currency: TKL - New Zealand dollar (NZD),Repository: ILO-STATISTICS - Micro data processing
Tonga,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,1499.15,,,Currency: TON - Pa'anga (TOP),Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2016,5369.559,,,Currency: TTO - Trinidad and Tobago dollar (TTD),Repository: ILO-STATISTICS - Micro data processing
Tunisia,LFS - National Population and Employment Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2019,678.151,,,Currency: TUN - Tunisian dinar (TND),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Türkiye,LFS - Household Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,13288.283,,,Currency: TUR - Turkish lira (TRY),Repository: ILO-STATISTICS - Micro data processing
Uganda,LFS - National Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,371136.778,,,Currency: UGA - Ugandan shilling (UGX),Repository: ILO-STATISTICS - Micro data processing
Ukraine,ES - Survey of enterprises on matters pertaining to labor statistics,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2021,12668.0,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: UKR - Hryvnia (UAH),"Geographical coverage: Total national, excluding some areas | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
United Arab Emirates,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2009,5550.968,,,Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | Currency: ARE - United Arab Emirates dirham (AED),Data reference period: May | Population coverage: Excluding labour camps
United Kingdom of Great Britain and Northern Ireland,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,2437.933,,,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United States of America,LFS - Current Population Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2024,5093.697,,,Currency: USA - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Uruguay,LFS - Continous Household Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2020,33062.334,Break in series,,Currency: URY - Uruguayan peso (UYU) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uzbekistan,OE - Official Estimates,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2022,3090347.185,,,Working time arrangement coverage: Full-time workers | Currency: UZB - Uzbekistani som (UZS),
Vanuatu,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2010,34100.786,,,Currency: VUT - Vatu (VUV),Repository: ILO-STATISTICS - Micro data processing
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2020,3045285.0,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: VEN - Bolívar soberano (VES),"Employment definition: Excluding own-use production workers | Data reference period: Second semester | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
Viet Nam,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,7292601.177,,,Components of earnings/wages: Including overtime and/or irregular bonuses | Currency: VNM - Dông (VND),Repository: ILO-STATISTICS - Micro data processing
Wallis and Futuna,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2019,241904.806,,,Currency: WLF - CFP franc (XPF),Repository: ILO-STATISTICS - Micro data processing
Yemen,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2014,47830.673,Break in series,,Currency: YEM - Yemeni rial (YER) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Zambia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,3203.494,,,Currency: ZMB - Zambian kwacha (ZMW),Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: Local currency,2023,385130.787,,,Currency: ZWE - Zimbabwean dollar (ZWL),Repository: ILO-STATISTICS - Micro data processing
