ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Spain,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,4190.908,,,Currency: ESP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Sri Lanka,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2022,502.355,,,Currency: LKA - Sri Lankan rupee (LKR),Repository: ILO-STATISTICS - Micro data processing
Sudan,LFS - Labor Market Panel Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2022,305.398,Break in series,,Currency: SDN - Sudanese pound (SDG) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Suriname,HIES - Survey on Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2016,835.954,,,Currency: SUR - Surinamese dollar (SRD),Repository: ILO-STATISTICS - Micro data processing
Sweden,HIES - EU Statistics on Income and Living Conditions,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,4192.497,,,Currency: SWE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,3586.986,,,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Tajikistan,HIES - Living Standards Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2009,111.826,,,Currency: TJK - Somoni (TJS),Repository: ILO-STATISTICS - Micro data processing
"Tanzania, United Republic of",LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2020,595.449,Break in series,,Currency: TZA - Tanzanian shilling (TZS) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Thailand,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,1484.698,,,Currency: THA - Baht (THB),Repository: ILO-STATISTICS - Micro data processing
Timor-Leste,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2021,545.972,,,Currency: TLS - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Togo,HIES - Living Standards Measurement Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2022,296.22,,,Currency: TGO - West African CFA franc (XOF),Repository: ILO-STATISTICS - Micro data processing
Tonga,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,823.119,,,Currency: TON - Pa'anga (TOP),Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago,LFS - Continuous Sample Survey of the Population,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2016,1190.288,,,Currency: TTO - Trinidad and Tobago dollar (TTD),Repository: ILO-STATISTICS - Micro data processing
Tunisia,LFS - National Population and Employment Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2019,826.794,,,Currency: TUN - Tunisian dinar (TND),Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Türkiye,LFS - Household Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,1726.634,,,Currency: TUR - Turkish lira (TRY),Repository: ILO-STATISTICS - Micro data processing
Uganda,LFS - National Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2021,282.176,,,Currency: UGA - Ugandan shilling (UGX),Repository: ILO-STATISTICS - Micro data processing
Ukraine,ES - Survey of enterprises on matters pertaining to labor statistics,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2021,1462.361,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: UKR - Hryvnia (UAH),"Geographical coverage: Total national, excluding some areas | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 10 employees"
United Arab Emirates,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2009,2247.971,,,Value type: Real values | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | Currency: ARE - United Arab Emirates dirham (AED),Data reference period: May | Population coverage: Excluding labour camps
United Kingdom of Great Britain and Northern Ireland,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,2552.656,,,Currency: GBR - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
United States of America,LFS - Current Population Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2024,5093.697,,,Currency: USA - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Uruguay,LFS - Continous Household Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2020,1190.836,Break in series,,Currency: URY - Uruguayan peso (UYU) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uzbekistan,OE - Official Estimates,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2022,1030.369,,,Working time arrangement coverage: Full-time workers | Currency: UZB - Uzbekistani som (UZS),
Vanuatu,HIES - Household Income and Expenditure Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2010,287.895,,,Currency: VUT - Vatu (VUV),Repository: ILO-STATISTICS - Micro data processing
Viet Nam,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,1025.062,,,Components of earnings/wages: Including overtime and/or irregular bonuses | Currency: VNM - Dông (VND),Repository: ILO-STATISTICS - Micro data processing
Yemen,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2010,460.335,,,Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | Currency: YEM - Yemeni rial (YER),
Zambia,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,472.878,,,Currency: ZMB - Zambian kwacha (ZMW),Repository: ILO-STATISTICS - Micro data processing
Zimbabwe,LFS - Labour Force Survey,Average monthly earnings of employees by sex,Sex: Female,Currency: 2021 PPP $,2023,1620.001,,,Currency: ZWE - Zimbabwean dollar (ZWL),Repository: ILO-STATISTICS - Micro data processing
